Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.50400,0.34400,1.16000,1.15000,2.04800,3.19800,-2.03800,-0.01200,-2.05000,-2.05000,-2.05000,-2.05000,-2.75400,-2.03800,6.55700,6.55700,-0.35000,-0.35000,0.71680,,0.53720,77.12770,-135.50530,-135.50530,-136.30320,-136.30320,0.20290,,1.62770,55.29260,32.13670,-79.85980,-27.65040,-79.85980,0.34160,0.0001,0.0009
2024-06-30,1.46000,0.35000,1.11000,1.03500,2.10800,3.14300,-2.03300,-0.03400,-2.06700,-2.06700,-2.06700,-2.06700,-1.62600,-2.03300,4.32700,4.32700,-0.53000,-0.53000,0.84530,,0.21470,76.02740,-139.24660,-139.24660,-141.57530,-141.57530,0.19530,,2.06210,43.64380,34.40410,-70.11530,-27.64480,-70.11530,0.54190,-0.3354,-0.2675
2024-03-31,1.13100,0.22600,0.90500,1.01900,2.35800,3.37700,-2.47200,0.75600,-1.71600,-1.71600,-1.71600,-1.71600,-1.97000,-2.47200,1.86500,1.86500,-0.94000,-0.94000,0.14080,-0.00170,-1.71940,80.01770,-218.56760,-218.56760,-151.72410,-151.72410,0.19730,,4.41800,20.37140,16.43050,146.79210,-29.93720,147.04370,-0.59730,-0.59730,-0.82630
2023-12-31,1.36600,0.29000,1.07600,1.13800,2.32600,3.46400,-2.38800,-0.42900,-2.81700,-2.81700,-2.81700,-2.81700,-1.89300,-2.38800,1.21200,1.21200,-1.27000,-1.27000,0.07980,-0.00030,-1.17320,78.77010,-174.81700,-174.81700,-206.22260,-206.22260,0.21860,,3.75270,23.98240,29.48200,29.48200,-45.08640,29.49120,-5.17330,-2.2672,-2.5598
2023-09-30,1.46800,0.32400,1.14400,1.17100,2.66600,3.83700,-2.69300,-0.51800,-3.21100,-3.21100,-3.21100,-3.21100,-1.83100,-2.69300,1.15400,1.15400,-2.78000,-2.78000,0.05920,-0.03350,-1.04150,77.92920,-183.44690,-183.44690,-218.73300,-218.73300,0.31100,,3.26220,27.58860,27.84190,27.84190,-68.01530,28.77500,-9.37260,-1.0805,-1.3125
2023-06-30,1.46800,0.33000,1.13800,1.45100,2.60800,4.05900,-2.92100,-0.20800,-3.12900,-3.12900,-3.12900,-3.12900,-2.52000,-2.92100,1.07000,1.07000,-2.92000,-2.92000,0.06330,-0.00040,-1.11580,77.52040,-198.97820,-198.97820,-213.14710,-213.14710,0.31390,,6.95730,12.93600,30.31680,30.31680,-66.90190,30.32860,-9.20200,-0.8672,-1.2517
2023-03-31,1.30900,0.31300,0.99600,1.79600,3.24400,5.04000,-4.04400,-0.69000,-4.73400,-4.73400,-4.73400,-4.73400,-3.64700,-4.04400,1.05400,1.05400,-4.49000,-4.49000,0.09060,-0.00060,-1.29080,76.08860,-308.93810,-308.93810,-361.65010,-361.65010,0.25130,,2.78510,32.31470,53.60050,53.60050,-90.89860,53.63090,-8.31330,-2.19350,-2.47910
2022-12-31,1.44400,0.54000,0.90400,1.87300,3.54700,5.42000,-4.51600,-0.67800,-5.19400,-5.19400,-5.19400,-5.19400,-3.86200,-4.51600,0.99000,0.99000,-4.99000,-4.99000,0.40920,-0.00240,-2.56010,62.60390,-312.74250,-312.74250,-359.69530,-359.69530,0.15570,,2.72450,33.03330,123.22660,123.22650,-56.00000,123.51960,-3.98020,-3.6823,-4.0536
2022-09-30,2.19200,0.99500,1.19700,1.45600,3.56300,5.01900,-3.82200,0.90600,-2.91600,-2.91600,-2.91600,-2.91600,-3.05600,-3.82200,0.99130,0.99130,-3.00000,-3.00000,0.77980,2.46220,-20.61370,54.60770,-174.36130,-174.36130,-133.02920,-133.02920,0.15270,,2.39300,37.60950,539.00020,539.00150,-20.31350,-788.10800,-0.51840,-2.2849,-2.9162
2022-06-30,2.05800,0.91600,1.14200,1.48600,3.61700,5.10300,-3.96100,-0.10400,-4.06500,-4.06500,-4.06500,-4.06500,-3.56100,-3.96100,0.96860,0.96860,-4.20000,-4.20000,0.86880,2.08680,-5.93640,55.49080,-192.46840,-192.46840,-197.52190,-197.52190,0.16410,,1.59660,56.37030,219.25510,219.25570,-32.41110,-238.27670,-1.87890,-3.7239,-4.0479
