Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,4.70200,2.26300,-6.96500,0.01200,-6.95300,-6.95300,-6.95300,-6.95300,-6.86900,-6.96500,18.56000,18.56000,-0.37000,-0.37000,1.04890,11.54730,-1.09480,,,,,,,76.12220,76.12220,-63.61970,-802.88670,-0.46790,-0.4572,-0.4574
2024-06-30,,,4.41300,2.93200,-7.34500,0.09300,-7.25200,-7.25200,-7.25200,-7.25200,-7.24300,-7.34500,16.75500,16.75500,-0.43000,-0.43000,0.79920,,,,,,,,,333.27430,333.27210,-66.23440,333.27200,-0.12020,-0.1512,-0.1501
2024-03-31,,,6.44500,3.31500,-9.76000,0.12000,-9.64000,-9.64000,-9.64000,-9.64000,-9.65100,-9.76000,13.13300,13.13300,-0.73000,-0.73000,0.97380,,,,,,,,,-7037.54600,-7036.54100,-75.33600,-7036.49700,0.00870,-0.89570,-0.89570
2023-12-31,,,9.11600,3.01100,-12.12700,0.17400,-11.95500,-11.95500,-11.95500,-11.95500,-12.01700,-12.12700,6.75500,6.75500,-1.33000,-1.33000,0.77900,,,,,,,,,412.10490,412.09940,-92.03940,412.09940,-0.36530,-1.1613,-1.1611
2023-09-30,,,8.25600,3.42500,-11.68100,0.23200,-11.44700,-11.44700,-11.44700,-11.44700,-11.57000,-11.68100,6.49500,6.49500,-1.76000,-1.76000,1.58890,,,,,,,,,-147.20990,-147.20940,-54.83330,-147.20940,1.03090,-1.4623,-1.4622
2023-06-30,,,10.58200,3.87000,-14.45200,0.32300,-14.12900,-14.12900,-14.12900,-14.12900,-14.33800,-14.45200,6.23400,6.23400,-2.27000,-2.27000,2.10980,,,,,,,,,-102.48790,-102.48800,-53.16650,-102.48800,2.16220,-2.1459,-2.1505
2023-03-31,,,8.81100,5.28500,-14.09600,0.42000,-13.67600,-13.67600,-13.67600,-13.67600,-13.96500,-14.09600,6.17100,6.17100,-2.22000,-2.22000,3.05410,,,,,,,,,-52.61420,-52.61420,-34.77240,-52.61420,4.19010,-1.83150,-1.83150
2022-12-31,,,6.77600,3.62700,-10.40300,0.40300,-10.00000,-10.00000,-10.00000,-10.00000,-10.30300,-10.40300,6.15100,6.15100,-1.69090,-1.69090,4.03120,,,,,,,,,-26.49640,-26.49640,-19.59750,-26.49640,6.12900,-1.4077,-1.4077
2022-09-30,,,6.57800,3.44800,-10.02600,0.24900,-9.77700,-9.77700,-9.77700,-9.77700,-9.88500,-10.02600,6.15300,6.15300,-1.59000,-1.59000,5.52890,,,,,,,,,-20.88480,-20.88480,-17.13820,-20.88480,7.60450,-1.133,-1.133
2022-06-30,,,7.34100,3.33200,-10.67300,0.10800,-10.56500,-10.56500,-10.56500,-10.56500,-10.53200,-10.67300,6.15000,6.15000,-1.72000,-1.72000,6.89360,,,,,,,,,-19.03950,-19.03950,-16.30280,-19.03950,9.01760,-1.1462,-1.1501
