Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,3.29320,1.66830,-4.96150,0.11600,-4.84550,-4.84550,-4.84550,-4.84550,-4.77220,-4.96150,14.44520,14.44520,-0.34000,-0.34000,2.30300,,,,,,,,,,,-59.15080,-59.15090,-33.66970,-59.15090,0.56490,0.1048,0.105
2024-06-30,,,2.81960,2.19370,-5.01340,0.22530,-4.78800,-4.78800,-4.78800,-4.78800,-4.82810,-5.01340,9.40090,9.40090,-0.51000,-0.51000,1.50600,,,,,,,,,,,-127.97980,-127.97960,-49.40430,-127.97960,0.39800,-0.4791,-0.4791
2024-03-31,,,3.29390,1.71760,-5.01140,0.08190,-4.92950,-4.92950,-4.92950,-4.92950,-4.83310,-5.01140,9.39980,9.39980,-0.52000,-0.52000,2.51080,,,,,,,,,,,-57.99630,-57.99620,-34.41260,-57.99620,0.90410,-0.62490,-0.62610
2023-12-31,,,3.55280,2.41480,-5.96760,-0.20090,-6.16850,-4.88810,-4.88810,-4.88810,-5.82710,-5.96760,9.04500,9.04500,-0.50000,-0.50000,2.46790,,,,,,,,,,,-36.51230,-36.51230,-22.30180,-36.51230,1.42420,-0.4768,-0.4785
2023-09-30,,,1.98070,1.92340,-3.90410,0.42750,-3.47660,-3.47660,-3.47660,-3.47660,-3.70580,-3.90410,9.37690,9.37690,-0.37000,-0.37000,4.08640,,,,,,,,,,,-19.23780,-19.23790,-14.10140,-19.23790,1.92910,-0.4468,-0.4718
2023-06-30,,,3.13440,2.33990,-5.47430,-0.08460,-5.55890,-5.55890,-5.55890,-5.55890,-5.27540,-5.47430,9.13660,9.13660,-0.61000,-0.61000,4.36510,,,,,,,,,,,-25.83700,-25.83700,-19.35420,-25.83700,2.32550,-0.6986,-0.7149
2023-03-31,,,2.61980,3.06460,-5.68450,0.09310,-5.59140,-5.59140,-5.59140,-5.59140,-5.44710,-5.68450,8.28150,8.28150,-0.68000,-0.68000,3.48740,0.12760,0.22820,,,,,,,,,-20.98310,-20.98310,-13.27920,-18.30470,2.92920,-0.48090,-0.48780
2022-12-31,0.12500,0.12500,3.00330,4.04850,-6.92680,-7.87300,-14.79970,-13.23270,-13.23270,-13.23270,-6.66300,-6.92680,7.14300,7.14300,-1.47000,-1.47000,3.66440,0.13590,0.20580,100.00000,-5541.40100,-5541.40100,-11839.76000,-10586.14000,0.00280,,,-45.11980,-45.11980,-30.09080,-38.98980,3.94400,-0.6853,-0.6914
2022-09-30,0.12500,0.12500,2.40870,3.89090,-6.17460,0.02630,-6.14830,-6.14830,-6.14830,-6.14830,-5.95800,-6.17460,7.09870,7.09870,-0.87000,-0.87000,4.74850,0.11400,0.14490,100.00000,-4939.65300,-4939.65300,-4918.63200,-4918.63200,0.00210,,,-14.86850,-14.86850,-10.15720,-13.17380,5.82490,-0.6219,-0.6296
2022-06-30,0.12500,0.12500,3.22630,2.87700,-5.97830,-0.06470,-6.04290,-6.04290,-6.04290,-6.04290,-5.76500,-5.97830,6.98200,6.98200,-0.87000,-0.87000,6.51740,0.11220,0.12640,100.00000,-4782.61700,-4782.61700,-4834.35000,-4834.35000,0.00190,,,-12.84570,-12.84570,-9.25020,-11.40440,6.62660,-0.544,-0.558
2022-03-31,0.12500,0.12500,3.09540,2.87160,-5.84200,-4.63240,-10.47430,-10.47430,-10.47430,-10.47430,-5.62270,-5.84200,5.77050,5.77050,-1.82000,-1.82000,6.59790,0.11310,0.12750,100.00000,-4673.58200,-4673.58200,-8379.46600,-8379.46600,0.00190,,,-22.63980,-22.63980,-16.27930,-20.07920,8.01820,-1.38230,-1.39200
