Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,562.20000,435.00000,127.20000,,16.80000,110.40000,-99.30000,11.10000,2.40000,8.70000,8.70000,4.50000,112.20000,124.20000,165.65900,172.80300,0.03000,0.03000,0.19680,0.24490,19.63710,22.09180,1.97440,0.80040,0.04430,0.34850,0.34080,0.06860,0.25920,16.65870,0.3188,0.3188
2024-06-30,743.30000,484.30000,259.00000,,18.70000,240.30000,-111.30000,129.00000,14.20000,114.80000,114.80000,109.90000,242.50000,256.00000,170.17300,178.71100,0.60000,0.57000,0.19340,0.23970,32.32880,34.44100,17.35500,14.78540,0.05820,4.58190,4.48670,0.89940,3.42270,15.86120,-0.8298,-0.8298
2024-03-31,685.50000,462.40000,223.10000,,23.40000,199.70000,-94.10000,105.60000,9.70000,95.90000,95.90000,84.70000,204.80000,220.20000,168.93400,174.38100,0.50000,0.49000,0.22720,0.29410,29.13200,32.12250,15.40480,12.35590,0.05220,3.96220,3.88160,0.73010,2.82810,15.43660,0.32000,0.32000
2023-12-31,645.80020,477.10010,168.70010,,22.69990,146.00020,-147.90000,-1.90000,-101.60000,99.70000,99.70000,103.50000,159.10020,165.80010,163.34100,169.60700,0.52000,0.48000,0.23700,0.31070,22.60770,25.67360,-0.29420,16.02660,0.05020,4.27790,4.19280,0.77460,3.00590,15.05230,1.2441,1.2441
2023-09-30,702.60000,502.60000,200.00000,,22.70000,177.30000,-98.20000,79.10000,15.30000,63.80000,63.80000,57.50000,178.80000,197.10000,163.73900,168.51700,0.33000,0.32000,0.25210,0.33700,25.23480,28.05300,11.25820,8.18390,0.05580,3.08900,3.02400,0.50670,2.10640,13.72400,0.9457,0.9457
2023-06-30,710.80000,487.50000,223.30000,,14.60000,208.70000,-131.00000,77.70000,15.80000,61.90000,61.90000,55.90000,207.20000,220.40000,162.02800,166.70900,0.32000,0.31000,0.25250,0.33770,29.36130,31.00730,10.93130,7.86440,0.05630,2.99370,2.93480,0.49040,2.04050,13.89510,0.6636,0.6636
2023-03-31,678.10000,386.80000,291.30000,,15.20000,276.10000,-112.30000,163.80000,25.50000,138.30000,138.30000,121.90000,271.10000,288.90000,160.90600,164.13100,0.76000,0.74000,0.25740,0.34660,40.71670,42.60430,24.15570,17.97670,0.05740,6.75290,6.62960,1.17130,4.56860,13.84520,0.57390,0.57390
2022-12-31,673.60010,503.10000,170.50010,,12.60030,157.89980,-200.50000,-42.60000,-19.60000,-23.00000,-23.00000,-26.60000,154.99980,168.39980,160.22900,160.22900,-0.16000,-0.16000,0.27200,0.37360,23.44120,25.00000,-6.32420,-3.94890,0.06100,-1.22170,-1.19870,-0.20840,-0.80400,12.84150,0.3004,0.3004
2022-09-30,597.50000,614.70000,-17.20000,,11.50000,-28.70000,-64.00000,-92.70000,0.90000,-93.60000,-93.60000,-98.40000,-27.50000,-19.30000,160.32100,160.32100,-0.61000,-0.61000,0.26690,0.36410,-4.80330,-3.23010,-15.51460,-16.46860,0.05430,-4.94510,-4.85750,-0.85110,-3.27870,12.89360,1.2481,1.2481
2022-06-30,473.10000,483.90000,-10.80000,,11.40000,-22.20000,-61.60000,-83.80000,-27.70000,-56.10000,-56.10000,-60.80000,-10.70000,-12.80000,160.25900,160.25900,-0.38000,-0.38000,0.26000,0.35130,-4.69250,-2.70560,-17.71300,-12.85140,0.04360,-2.77160,-2.72850,-0.51750,-1.86660,13.70120,0.2814,0.2814
