Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,5.16800,4.40000,-0.42000,,-9.98800,1.03800,-8.95000,-8.95000,-8.95000,-8.95000,-9.60300,-9.98800,4.62800,4.62800,-1.93000,-1.93000,2.14850,0.76080,5.80230,,,,,,,,,,-130.48530,-130.48550,-16.54990,-31.20640,1.48790,1.2649,1.251
2024-06-30,,,,5.31700,4.31700,0.02900,,-9.60500,0.02600,-9.57900,-9.57900,-9.57900,-9.57900,-9.22900,-9.60500,3.03000,3.03000,-3.16000,-3.16000,3.06690,0.66370,2.84730,,,,,,,,,,-69.83290,-69.83310,-15.54880,-23.48490,2.98330,-2.7651,-2.7767
2024-03-31,,,,6.35100,5.42200,-0.15800,,-11.93100,0.12400,-11.80700,-11.80700,-11.80700,-11.80700,-11.55300,-11.93100,2.81300,2.81300,-4.20000,-4.20000,4.21640,0.83110,5.82040,,,,,,,,,,-177.25540,-177.25570,-22.26350,-29.93740,2.36540,-3.85500,-3.85960
2023-12-31,,,,4.71800,4.62300,-0.27800,,-9.61900,0.99200,-8.62700,-8.62700,-8.62700,-8.62700,-9.23700,-9.61900,2.43200,2.43200,-2.59000,-2.59000,6.33480,0.83620,5.10390,,,,,,,,,,-114.96590,-114.96540,-15.41940,-18.83460,2.71980,-3.5494,-3.5628
2023-09-30,,,,5.55400,4.95200,1.74400,,-8.76200,0.05800,-8.70400,-8.70400,-8.70400,-8.70400,-8.37400,-8.76200,2.55000,2.55000,-3.41000,-3.41000,5.62100,0.77070,3.36060,,,,,,,,,,-77.55510,-77.55500,-14.24080,-17.78540,4.16750,-0.6979,-0.8009
2023-06-30,,,,4.27800,4.96200,-0.35900,,-9.59900,-0.81400,-10.41300,-10.41300,-10.41300,-10.41300,-9.21900,-9.59900,2.38800,2.38800,-4.36000,-4.36000,6.65260,0.69120,2.23860,,,,,,,,,,-59.53020,-59.53010,-15.65870,-18.38160,6.88930,-2.5553,-2.6182
2023-03-31,,,,4.03600,6.03000,-1.61700,,-11.68300,-2.77200,-14.45500,-14.45500,-14.45500,-14.45500,-11.27700,-11.68300,2.06900,2.06900,-6.99000,-6.99000,6.95020,0.62140,1.64100,,,,,,,,,,-61.61270,-61.61290,-20.01360,-23.32920,10.16070,-4.68050,-4.73270
2022-12-31,,,,3.32300,5.83100,-1.09700,,-10.25100,-2.59200,-12.84300,-12.84300,-12.84300,-12.84300,-9.87600,-10.25100,1.52100,1.52100,-7.77000,-7.63000,3.34600,0.68960,2.73540,,,,,,,,,,-67.68730,-67.68730,-14.79270,-21.00760,11.11540,-8.7181,-8.6834
2022-09-30,0.42000,0.01100,0.40900,5.39100,9.54900,-0.03800,14.97800,-14.56900,43.64200,29.07300,29.07300,29.07300,29.07300,-14.15900,-14.56900,1.49900,1.51000,19.39000,19.25000,2.10410,1.02130,-52.17980,97.38100,-3468.81000,-3468.81000,6922.14300,6922.14300,0.00490,,2.21050,40.71430,-3003.35400,-3003.40200,33.92500,63.95710,-0.65540,-9.8446,-9.84
2022-06-30,2.10000,1.77400,0.32600,4.47300,22.67300,0.84800,26.29800,-25.97200,-2.13900,-28.11100,-28.11100,-28.11100,-28.11100,-25.38400,-25.97200,1.48600,1.48600,-18.92000,-18.92000,2.53910,1.60580,-2.77710,15.52380,-1236.76200,-1236.76200,-1338.61900,-1338.61900,0.02470,70.96000,0.15190,592.37140,89.08860,89.08860,-33.08110,-53.97140,-21.70930,-17.0947,-17.2104
2022-03-31,1.37200,0.77500,0.59700,4.46600,26.98200,-0.06300,31.51100,-30.91400,-2.02700,-32.94100,-32.94100,-32.94100,-32.94100,-30.32500,-30.91400,1.48500,1.48500,-22.18000,-22.18000,2.99940,1.06770,-16.66140,43.51310,-2253.20700,-2253.20700,-2400.94800,-2400.94800,0.01230,0.07360,0.10540,854.08170,623.41240,623.40990,-29.52390,-42.18930,-3.63940,-16.22160,-16.27610
2021-12-31,1.85600,1.41800,0.43800,2.41400,24.02700,,47.25300,-46.81500,-0.75300,-47.56800,-47.56800,-47.56800,-47.56800,-46.16400,-46.81500,1.31600,1.31600,-33.91000,-33.91000,3.32330,0.83440,5.68190,23.59910,-2522.36000,-2522.36000,-2562.93000,-2562.93000,0.01330,0.16410,0.12100,744.10020,-283.07620,-283.07540,-34.11680,-46.88490,12.71100,-21.0642,-21.04
2021-09-30,3.06700,0.90800,2.15900,2.88100,25.34900,,28.23000,-26.07100,-2.05600,-28.12700,-28.12700,-28.12700,-28.12700,-25.37700,-26.07100,1.31300,1.31300,-21.41000,-21.41000,5.48210,0.56080,1.27690,70.39450,-850.04900,-850.04900,-917.08510,-917.08510,0.01580,0.11780,0.24280,370.62280,-45.75800,-45.75800,-14.51240,-20.09650,47.22210,-19.1638,-19.3691
2021-06-30,3.05100,1.01600,2.03500,3.09400,27.98600,,31.08000,-29.04500,-7.45300,-36.49800,-36.49800,-36.49800,-36.49800,-28.42200,-29.04500,1.29110,1.29110,-28.50000,-28.50000,6.58540,0.48090,0.92620,66.69950,-951.98290,-951.98290,-1196.26400,-1196.26400,0.01420,0.12630,0.25730,349.82300,-43.31080,-43.31080,-16.93930,-22.48450,65.05330,-15.5481,-15.7927
2021-03-31,3.26600,0.75500,2.51100,3.12600,27.69900,,30.82500,-28.31400,-2.09800,-30.41200,-30.41200,-30.41200,-30.41200,-27.78800,-28.31400,1.23310,1.23310,-24.50000,-24.50000,8.95820,0.39780,0.66050,76.88300,-866.93200,-866.93200,-931.16960,-931.16960,0.01420,0.09160,0.26760,336.35640,-27.69970,-27.69970,-13.23260,-16.68120,86.03720,-26.46940,-26.64700
2020-12-31,2.23800,1.35900,0.87900,3.39700,26.46600,,29.86300,-28.98400,-2.12800,-31.11200,-31.11200,-31.11200,-31.11200,-28.47400,-28.98400,1.04760,1.04760,-26.50000,-26.50000,7.71110,0.41940,0.72250,39.27610,-1295.08500,-1295.08500,-1390.17000,-1390.17000,0.01010,0.25990,0.23300,386.21980,-31.11360,-31.11360,-14.03930,-18.06340,84.86380,-28.7736,-29.3255
2020-09-30,2.22000,0.70100,1.51900,3.46800,23.89300,,27.36100,-25.84200,-2.10600,-27.94800,-27.94800,-27.94800,-27.94800,-25.35300,-25.84200,1.12060,1.12060,-25.00000,-25.00000,9.11280,0.40430,0.69270,68.42340,-1164.05400,-1164.05400,-1258.91900,-1258.91900,0.00990,0.09300,0.29780,302.22970,-26.35860,-26.35860,-12.41600,-15.70140,94.56660,-22.6761,-23.1567
2020-06-30,0.83300,0.75900,0.07400,6.05300,15.30100,,21.35400,-21.28000,-2.03200,-23.31200,-23.31200,-23.31200,-23.31200,-20.79600,-21.28000,1.11410,1.11410,-21.00000,-21.00000,11.63070,0.35730,0.55600,8.88360,-2554.62200,-2554.62200,-2798.55900,-2798.55900,0.00340,0.13290,0.19460,462.53300,-18.07930,-18.07930,-9.49530,-11.61880,115.47620,-10.7412,-11.2045
2020-03-31,1.07100,0.35400,0.71700,5.43400,15.40800,,20.84200,-20.12500,-1.83000,-21.95500,-21.95500,-21.95500,-21.95500,-19.64200,-20.12500,0.81520,0.81520,-27.00000,-27.00000,12.17200,0.33550,0.50480,66.94680,-1879.08500,-1879.08500,-2049.95300,-2049.95300,0.00410,0.06710,0.22340,402.85720,-15.51480,-15.51480,-8.49240,-10.31000,129.62110,-24.38550,-24.74360
