Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,81.24400,3.08200,78.16200,47.95400,49.55000,28.61200,28.61200,6.30100,22.31100,22.31100,22.11500,37.12320,38.04280,0.60000,0.58000,0.53510,39.10510,30.22540,0.01070,2.82890,3.71720,0.32640,2.82890,20.85770,2.43850,2.41490
2021-12-31,83.69800,2.95600,80.74200,55.93700,57.67500,23.06700,23.06700,5.87800,17.18900,17.18900,16.99300,37.60970,38.36910,0.45000,0.45000,0.75340,27.95360,20.59280,0.01230,2.08110,2.65640,0.25670,2.05520,22.17700,0.7271,0.8213
2021-09-30,81.26700,2.92700,78.34000,42.79400,44.53200,33.80800,33.80800,8.50200,25.30600,25.30600,25.11000,37.20080,38.01830,0.68000,0.66000,0.78770,43.35030,32.19730,0.01160,3.10890,3.99450,0.37750,3.06960,21.87370,-0.5402,-0.4999
2021-06-30,82.31300,3.13700,79.17600,39.16400,41.01200,38.16400,38.16400,9.67200,28.49200,28.49200,28.29700,37.96570,38.69600,0.75000,0.73000,0.68160,47.03190,34.87210,0.01240,3.53220,4.57070,0.43560,3.48710,21.44830,1.3673,1.4012
2021-03-31,75.90100,3.51900,72.38200,41.46000,43.20900,29.17300,29.17300,7.37500,21.79800,21.79800,21.60200,38.16420,38.91550,0.57000,0.56000,1.08300,42.89200,31.76060,0.01010,2.78260,3.62830,0.32290,2.74600,20.54230,0.38550,0.40220
2020-12-31,77.61500,3.90500,73.71000,55.36500,57.25700,16.45300,16.45300,4.16200,12.29100,12.29100,12.09500,38.03130,38.31260,0.31000,0.31000,0.47900,26.22160,19.27610,0.00980,1.54600,2.01230,0.19230,1.52600,20.85720,2.7658,2.8095
2020-09-30,80.46800,4.71000,75.75800,55.48000,57.42700,18.33100,18.33100,5.26000,13.07100,13.07100,12.87500,38.05740,38.24930,0.34000,0.34000,1.03210,30.54250,21.45190,0.00920,1.66670,2.18250,0.20120,1.64480,20.54170,-1.0588,-1.0769
2020-06-30,70.73400,5.29600,65.43800,50.67900,52.57100,12.86700,12.86700,3.72800,9.13900,9.13900,8.94400,37.91950,38.02730,0.24000,0.24000,0.76240,25.77520,17.91670,0.00780,1.18610,1.55930,0.14290,1.17030,20.28030,0.4702,0.4335
2020-03-31,72.47300,10.34100,62.13200,56.22300,58.11600,4.01600,4.01600,1.05000,2.96600,2.96600,2.77000,37.94330,38.66370,0.07000,0.07000,0.88910,8.42330,5.80990,0.00830,0.39430,0.52360,0.05170,0.38890,19.86990,0.66840,0.61560
2019-12-31,80.48600,12.00100,68.48500,46.13400,48.13600,20.34900,20.34900,4.49700,15.85200,15.85200,15.65600,37.29050,37.98650,0.42000,0.41000,0.76920,31.74670,24.42510,0.01160,2.14310,2.88010,0.28710,2.11330,19.60780,0.4556,0.4033
2019-09-30,85.83500,13.19100,72.64400,49.37600,51.37900,21.26500,21.26500,5.92300,15.34200,15.34200,15.14600,37.83140,38.48720,0.40000,0.39000,0.78210,31.87540,22.70320,0.01230,2.11490,2.86030,0.28210,2.08490,19.27920,0.6073,0.6072
2019-06-30,80.94300,12.31200,68.63100,48.38600,50.34500,18.28600,18.28600,5.07500,13.21100,13.21100,13.01600,37.26340,37.94800,0.35000,0.34000,0.79420,29.37980,20.91260,0.01150,1.86800,2.55840,0.24500,1.84080,18.82920,-0.6614,-0.6725
2019-03-31,73.09800,11.02500,62.07300,42.90500,44.67800,17.39500,17.39500,4.79800,12.59700,12.59700,12.40100,36.16950,36.87660,0.34000,0.34000,0.74210,29.95320,21.35380,0.01160,1.91350,2.57400,0.25140,1.88370,18.37320,0.37020,0.35760
2018-12-31,76.23400,9.63400,66.60000,41.18500,43.01900,23.58100,23.58100,6.46000,17.12100,17.12100,16.92500,33.29260,34.17980,0.51000,0.49000,0.76220,37.59850,26.98590,0.01270,2.67420,3.64760,0.34640,2.63130,17.90360,0.6566,0.6703
2018-09-30,71.97500,8.48000,63.49500,41.65900,43.55700,19.93800,19.93800,5.40200,14.53600,14.53600,14.34000,36.04290,36.95820,0.40000,0.39000,0.77170,34.58280,24.87300,0.01170,2.34670,3.25620,0.29560,2.30780,17.36110,0.0248,0.0914
2018-06-30,59.05200,5.78500,53.26700,48.30500,49.43500,3.83200,3.83200,1.06400,2.76800,2.76800,2.57000,31.61500,32.56840,0.08000,0.08000,0.78050,7.77110,5.21180,0.01030,0.45680,0.64350,0.05760,0.44910,17.01890,0.8059,0.7916
2018-03-31,49.26500,4.44700,44.81800,35.96200,36.72900,8.08900,8.08900,1.32100,6.76800,6.76800,6.57500,29.29120,29.91360,0.22000,0.22000,0.94100,20.37380,16.56050,0.01150,1.49570,1.82540,0.19550,1.46200,15.74400,0.85140,0.88120
2017-12-31,47.56700,3.80500,43.76200,31.91000,32.67700,11.08500,11.08500,11.85100,-0.76600,-0.76600,-0.96200,26.96350,27.54730,-0.02000,-0.01000,0.91660,27.42790,-2.38030,0.01200,-0.17090,-0.20940,-0.02280,-0.16700,15.64210,0.5446,0.5749
2017-09-30,46.96200,3.63200,43.33000,34.19600,34.96500,8.36500,8.36500,-1.39000,9.75500,9.75500,9.56000,29.24690,29.75230,0.33000,0.32000,0.63730,21.21480,24.24550,0.01190,2.17210,2.64820,0.29510,2.12280,15.68100,-0.7394,-0.7133
2017-06-30,46.50800,3.50400,43.00400,31.99500,32.76400,10.24000,10.24000,4.09400,6.14600,6.14600,-4.55100,24.66760,24.66760,-0.18000,-0.18000,0.66000,25.93130,-11.52470,0.01180,1.40550,1.72620,0.18290,1.37270,15.30860,0.9662,0.9348
2017-03-31,44.79600,2.95000,41.84600,29.97300,30.74200,11.10400,11.10400,4.54400,6.56000,6.56000,6.37100,24.61670,25.07840,0.26000,0.25000,,27.79130,15.94540,,,,,,,0.20340,0.28130
2016-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0.6233,0.7398
2016-09-30,27.43300,1.79200,25.64100,23.32000,24.06700,1.57400,1.57400,0.00900,1.56500,1.56500,1.56500,19.49780,19.76340,0.08000,0.08000,,6.56980,6.53230,,,,,,,-0.5161,-0.5348
2016-06-30,28.25300,1.67400,26.57900,23.22100,23.96900,2.61000,2.61000,0.00900,2.60100,2.60100,2.60100,19.48780,19.74190,0.13000,0.13000,,10.26470,10.22930,,,,,,,-0.1072,-0.205
2015-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
