Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,588.87800,59.07200,529.80600,235.94000,277.69800,-1.98100,515.61900,14.18700,73.83700,88.02400,-3.38600,91.41000,91.41000,91.41000,14.18700,14.18700,60.08750,60.08750,1.52000,1.39000,,89.96870,2.40920,2.40920,14.94780,15.52270,,,,,,,,,,2.0954,2.109
2024-06-30,489.42800,52.38300,437.04500,225.28600,255.69900,-1.52100,482.50600,-45.46100,30.45800,-15.00300,-44.06900,29.06600,29.06600,29.06600,-45.46100,-45.46100,59.49000,59.49000,0.49000,0.45000,8.53390,89.29710,-9.28860,-9.28860,-3.06540,5.93880,0.10200,0.16050,0.74660,120.54990,0.68190,0.70540,0.60600,0.68190,71.27980,5.257,5.2576
2023-12-31,417.96100,39.47700,378.48400,306.37300,208.82600,-1.78800,516.98710,-138.50310,77.44600,-61.17800,37.99400,-99.17200,-99.17200,-99.17200,-138.50310,-138.50310,57.16900,57.16900,-1.70000,-1.70000,9.74890,90.55490,-33.13780,-33.13780,-14.63730,-23.72760,0.09200,0.12710,0.83710,107.50860,-2.42030,-2.49660,-2.18320,-2.42030,69.22170,-7.3524,-7.3666
2023-09-30,339.83900,35.99900,303.84000,191.75500,191.93000,-0.74300,384.42800,-80.58800,-2.69100,-83.27900,-10.63700,-72.64200,-72.64200,-72.64200,-80.58800,-80.58800,58.12820,58.12820,-1.25000,-1.25000,,89.40700,-23.71360,-23.71360,-24.50540,-21.37540,,,,,,,,,,5.1128,5.1214
2023-06-30,281.03500,24.02400,257.01100,195.50900,161.97700,-1.61900,359.10500,-102.09400,18.23300,-83.86100,10.50700,-94.36800,-94.36800,-94.36800,-102.09400,-102.09400,55.82800,55.82800,-1.69000,-1.69000,8.46940,91.45160,-36.32790,-36.32790,-29.84010,-33.57870,0.08800,0.11950,0.79250,113.56170,-3.30180,-3.53680,-2.95470,-3.30180,51.07680,-5.1128,-5.1214
2023-03-31,229.75900,18.33500,211.42400,165.85500,149.17200,-0.26100,315.28800,-103.86400,27.56500,-76.17800,-47.30700,-28.87100,-28.87100,-28.87100,-103.86400,-103.86400,55.55500,55.55500,-0.52000,-0.52000,,92.01990,-45.20560,-45.20560,-33.15560,-12.56580,,,,,,,,,,0.00000,
2022-12-31,182.11500,12.78500,169.33000,147.79800,135.28700,,283.76200,-114.43200,73.19400,-41.23900,-2.62400,-38.61510,-38.61510,-38.61600,-114.43200,-114.43200,54.38100,54.38100,-0.62000,-0.62000,9.17770,92.97970,-62.83500,-62.83500,-22.64450,-21.20420,0.05810,0.05600,0.65680,137.02740,-1.37240,-1.46340,-1.23200,-1.37240,50.79250,-15.866,-15.8814
2022-09-30,146.48900,10.26400,136.22500,236.68100,108.18100,,344.86200,-208.63700,-32.38700,-241.02400,-5.98200,-235.04200,-235.04200,-235.04200,-208.63700,-208.63700,55.20370,55.20370,-4.26000,-4.26000,,92.99330,-142.42500,-142.42500,-164.53390,-160.45030,,,,,,,,,,9.0236,9.027
2022-06-30,85.18300,5.01000,80.17300,126.91900,127.79800,,254.71700,-174.54400,-42.43500,-216.97900,-8.22900,-208.75000,-208.75000,-208.75000,-174.54400,-174.54400,54.80200,54.80200,-3.81000,-3.81000,11.07080,94.11850,-204.90470,-204.90470,-254.72100,-245.06060,0.02620,0.03690,0.74770,120.37160,-7.02800,-7.45810,-6.42450,-7.02800,53.94410,-9.0236,-9.027
2022-03-31,31.48000,1.37200,30.10800,151.96800,100.86600,,252.83400,-222.72600,-7.34500,-230.07200,-2.88500,-227.18700,-227.18700,-227.18600,-222.72600,-222.72600,52.08400,52.08400,-4.36000,-4.36000,,95.64170,-707.51590,-707.51590,-730.85140,-721.68370,,,,,,,,,,0.00000,
