Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,12.84600,2.84700,9.99900,4.71400,4.75900,5.24000,5.24000,1.44200,3.79800,3.79800,3.79800,10.75200,10.78200,0.35000,0.35000,,48.91250,35.45230,0.01200,1.81190,1.95330,0.42540,1.81090,17.92290,0.5553,0.5462
2024-06-30,12.21300,2.70800,9.50500,4.74100,4.78600,4.71900,4.71900,1.32000,3.39900,3.39900,3.39900,10.65200,10.65200,0.32000,0.32000,,49.07450,35.34730,0.01070,1.65520,1.78770,0.37890,1.65420,18.04290,0.1404,0.1353
2024-03-31,11.58200,3.04100,8.54100,4.89600,4.94100,3.60000,3.60000,1.02600,2.57400,2.57400,2.57400,10.63800,10.63800,0.24000,0.24000,,42.23870,30.20060,0.00950,1.27650,1.38120,0.28840,1.27580,17.73490,0.42930,0.38840
2023-12-31,12.17500,2.56100,9.61400,5.54800,5.59300,4.02100,4.02100,1.01200,3.00900,3.00900,3.00900,9.30300,9.34100,0.24000,0.24000,,43.81130,32.78490,0.01040,1.51240,1.63860,0.33990,1.51160,17.49870,0.526,0.6184
2023-09-30,12.59700,2.83900,9.75800,4.62900,4.67500,5.08300,5.08300,1.39900,3.68400,3.68400,3.68400,10.60000,10.63000,0.35000,0.35000,0.19220,50.37160,36.50780,0.01080,1.88950,2.05120,0.39550,1.88840,17.14860,-6.5445,-6.5624
2023-06-30,11.90900,2.30200,9.60700,4.34800,4.39400,5.21300,5.21300,1.31400,3.89900,3.89900,3.89900,7.97700,7.97700,0.49000,0.49000,0.35890,53.42830,39.96110,0.01060,3.73450,4.38300,0.42340,3.73180,14.06190,7.1924,7.4468
2023-03-31,10.49500,1.48800,9.00700,4.65600,4.70200,4.30500,4.30500,1.19000,3.11500,3.11500,3.11500,7.96700,7.96700,0.39000,0.39000,0.37260,47.80680,34.59190,0.01050,3.09710,3.66110,0.36330,3.09480,13.55600,0.45270,0.44660
2022-12-31,11.68100,0.90800,10.77300,7.69500,7.74100,3.03200,3.97700,1.24700,2.73000,2.73000,2.73000,7.95000,7.97200,0.29000,0.29000,0.12280,35.16670,24.14010,0.01340,2.79280,3.32380,0.32310,2.79280,12.28180,0.2448,0.237
2022-09-30,9.25100,0.81600,8.43500,4.74200,4.78800,3.64700,3.64700,1.03500,2.61200,2.61200,2.61200,7.95700,7.97900,0.33000,0.33000,,44.21140,31.66450,,,,,,,0.5636,0.5646
2022-06-30,9.18200,0.83500,8.34700,4.86700,4.91300,3.43400,3.43400,0.66900,2.76500,2.76500,2.76500,7.41100,7.43500,0.37000,0.37000,,42.27500,34.03920,,,,,,,0.1631,0.2332
2022-03-31,8.90100,0.87100,8.03000,4.49000,4.53500,3.49500,3.49500,1.07800,2.41700,2.41700,2.41700,7.42500,7.45000,0.33000,0.33000,,44.50530,30.77810,,,,,,,0.24700,0.23850
2021-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
2020-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,,0,0
