Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3681.89300,1984.12000,1697.77300,,-1187.92200,1187.92200,509.85030,-41.52650,468.37660,144.46990,323.90670,,323.90670,,309.88820,509.85030,509.85030,209.21400,209.21400,1.48120,1.48120,1.13920,0.31920,0.48620,46.11140,13.84750,13.84750,12.72110,8.41650,0.22600,2.68420,4.19280,21.46520,,13.93360,1.98850,2.81940,37.22870,0,0
2024-06-30,4028.44800,2174.71000,1853.73800,,-1288.47000,1288.47000,565.26830,-57.65200,507.61600,176.55200,331.06400,,331.06400,,325.26400,565.26830,565.26830,212.42400,212.42400,1.53120,1.53120,1.13620,0.33490,0.50820,46.01620,14.03190,14.03190,12.60080,8.07420,0.24110,3.02060,4.13350,21.77310,,16.49280,1.98180,2.81430,37.24100,0,0
2024-03-31,3757.99700,2083.52900,1674.46800,,-1166.92700,1166.92600,507.54150,-65.37900,442.10340,132.99620,309.10720,,309.10720,,294.85340,507.54150,507.54150,208.23000,208.23000,1.41600,1.41600,1.05040,0.33840,0.51270,44.55590,13.50560,13.50560,11.76430,7.84600,0.22940,2.90400,4.00120,22.49330,,20.18150,1.88710,2.75830,35.29410,0.00000,
2023-12-31,4267.65400,2307.00800,1960.64600,,3129.03900,1373.96100,586.68530,-56.14440,530.53760,173.72720,356.81040,,369.81040,,352.02280,586.68530,586.68510,210.08800,210.08800,0.62000,0.62000,1.23320,0.32740,0.48770,45.96550,13.74730,13.74730,12.43160,8.24860,0.26370,3.28170,3.44720,26.10800,4.67400,19.20100,2.28490,3.14380,37.66130,11.9093,6.4354
2023-09-30,3683.18600,1992.69300,1690.49300,,-1194.73700,1194.73700,495.75610,-39.49640,456.25960,133.19780,323.06180,,323.06180,,315.26800,495.75610,495.75610,210.17900,210.17900,1.50000,1.50000,1.23430,0.33570,0.50570,45.89760,13.46000,13.46000,12.38760,8.55970,0.22890,2.93370,4.39780,20.46490,,18.63510,2.00750,2.79920,36.49180,0,0
2023-06-30,3476.82500,1933.51300,1543.31200,,-1058.76000,1058.75900,484.55250,-92.59760,392.01160,106.46460,285.54700,,285.54700,,278.81160,484.55250,484.55250,117.00030,117.00030,2.38300,2.38300,1.19440,0.34580,0.53170,44.38860,13.93660,13.93660,11.27500,8.01910,0.23330,2.83090,4.45810,20.18800,,22.28160,1.91600,2.66850,33.32270,0,0
2023-03-31,3074.33500,1709.78600,1364.54900,,-950.54240,950.54300,414.00630,-88.76160,325.19120,106.61040,218.58080,,218.58080,,209.89760,414.00630,414.00630,210.08300,210.08300,0.99900,0.99900,1.14490,0.35950,0.62660,44.38520,13.46650,13.46650,10.57760,6.82740,0.20840,2.30450,4.08990,22.00530,,20.87110,1.48180,2.16050,30.84580,0.00000,
2022-12-31,3445.74000,1921.63300,1524.10700,,2491.95600,1047.04400,477.06320,-53.54360,423.42140,41.63480,381.78660,,401.78660,,387.34710,477.06320,477.06320,210.08750,210.08750,1.84400,1.84400,1.36660,0.34720,0.59650,44.23170,13.84500,13.84500,12.28830,11.24130,0.24170,3.15020,4.11680,21.86180,5.93920,27.23980,2.81780,3.87750,32.19680,8.6631,4.6552
2022-09-30,2820.39400,1566.07900,1254.31500,,-892.01580,892.01600,362.29960,-32.80160,329.54740,107.00040,222.54700,,222.54700,,216.07560,362.29960,362.29960,210.28800,210.28800,1.02750,1.02750,1.24240,0.34220,0.58860,44.47480,12.84570,12.84570,11.68440,7.66120,0.21020,2.41150,4.00910,22.44920,,19.67680,1.65900,2.33790,29.80710,0,0
2022-06-30,2865.55000,1601.95000,1263.60000,,-880.95000,880.95000,382.65010,-30.95000,351.70000,122.90000,228.80000,,228.80000,,231.35000,382.65010,382.65010,210.12700,210.12700,1.10100,1.10100,1.27710,0.36960,0.65690,44.09450,13.35350,13.35350,12.27340,8.07350,0.20740,2.24500,4.51130,19.95010,,23.70370,1.65630,2.32950,29.47260,0,0
2022-03-31,2498.31600,1395.33800,1102.97800,,-768.99040,768.99100,333.98710,-115.70480,218.33120,64.46480,153.86640,,153.86640,,141.22720,333.98710,333.98710,209.71000,209.71000,0.67340,0.67340,1.38410,0.39740,0.68470,44.14880,13.36850,13.36850,8.73910,5.65290,0.18040,2.11080,4.37530,20.57020,,20.72840,1.11080,1.53960,28.66450,0.00000,
2021-12-31,2492.15200,1372.16400,1119.98800,,2183.58200,776.41900,343.56930,-19.30640,324.21280,42.07800,282.13480,,286.13480,,273.97480,343.56930,343.56900,210.08750,210.08750,1.65600,1.65600,1.73810,0.39510,0.67230,44.94060,13.78610,13.78600,13.00940,10.99350,0.18830,2.35360,3.93080,22.89590,4.60100,23.11270,2.16150,2.78310,29.60260,7.5873,5.4834
