,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-05,2024-09-30,$1.66,$1.64
1,2024-08-01,2024-06-30,$1.67,$1.43
2,2024-05-02,2024-03-31,$1.71,$1.50
3,2024-02-08,2023-12-31,$1.64,$1.75
4,2023-11-01,2023-09-30,$1.64,$1.55
5,2023-08-03,2023-06-30,$1.60,$1.54
6,2023-05-09,2023-03-31,$1.39,$1.26
7,2023-02-09,2022-12-31,$1.43,$1.29
8,2022-11-02,2022-09-30,$1.19,$1.33
9,2022-08-04,2022-06-30,$1.03,$0.94
10,2022-05-05,2022-03-31,$1.01,$1.52
11,2022-02-11,2021-12-31,$1.07,$1.05
12,2021-11-02,2021-09-30,$1.11,$1.71
13,2021-08-04,2021-06-30,$0.77,$1.14
14,2021-05-04,2021-03-31,$0.59,$0.66
15,2021-02-03,2020-12-31,$0.52,$0.72
16,2020-10-29,2020-09-30,$0.49,$0.47
17,2020-07-30,2020-06-30,$0.48,$0.46
18,2020-05-01,2020-03-31,$0.49,$0.37
19,2020-01-30,2019-12-31,$0.73,$1.10
20,2019-10-31,2019-09-30,$0.57,$0.54
21,2019-07-31,2019-06-30,$0.58,$0.56
22,2019-05-02,2019-03-31,$0.55,$0.53
23,2019-01-31,2018-12-31,$-0.72,$-1.01
24,2018-10-31,2018-09-30,$0.86,$0.81
25,2018-08-02,2018-06-30,$0.52,$0.27
26,2018-05-03,2018-03-31,$-0.04,$-0.30
27,2018-02-01,2017-12-31,$0.67,$1.22
28,2017-11-01,2017-09-30,$0.62,$1.07
29,2017-08-02,2017-06-30,$0.50,$0.46
30,2017-04-28,2017-03-31,$0.63,$0.82
31,2017-02-03,2016-12-31,$0.69,$0.98
32,2016-10-28,2016-09-30,$0.51,$0.58
33,2016-08-03,2016-06-30,$0.17,$0.98
34,2016-05-05,2016-03-31,$0.09,$-0.18
35,2016-02-03,2015-12-31,$0.25,$0.08
36,2015-10-28,2015-09-30,$-0.09,$0.26
37,2015-07-29,2015-06-30,$0.33,$0.38
38,2015-05-07,2015-03-31,$0.35,$0.23
39,2015-02-05,2014-12-31,$0.38,$0.23
