Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.02100,1.58900,-12.31300,0.34600,-11.96700,-0.37700,-11.59000,-11.59000,-12.15200,-2.60500,-12.31300,1.57580,1.57580,-7.71000,-7.71000,2.74700,,0.10310,-89.40140,-89.40140,-56.87510,-89.40140,4.69870,8.4705,8.4705
2024-06-30,1.05800,2.31300,-3.37100,1.74200,-1.62900,,-1.62900,-1.62900,-1.66900,-3.37000,-3.37100,0.49880,0.49880,-3.30330,-3.30330,2.00730,,0.06680,-8.21280,-15.84940,-5.27470,-8.21280,16.99940,237.3345,237.3345
2024-03-31,2.17000,2.07000,-4.24000,0.39300,-3.84700,-0.00400,-3.84300,-3.84300,-3.88000,-4.23800,-4.24000,0.00580,0.00580,-664.86480,-664.86480,0.12740,,-0.41570,48.15190,23.82960,-32.10790,59.38800,-566.91670,-254.78220,-254.78220
2023-12-31,2.62300,2.25600,-4.87900,3.24000,-1.63900,,-1.72200,-1.72200,-1.72200,-4.87000,-4.87900,0.00330,0.00330,201838.30000,201838.30000,0.13910,,-0.47260,38.32630,13.64280,-14.51690,62.59540,-280.37100,-1160.751,-1160.751
2023-09-30,1.94800,2.47800,-4.42600,-0.02100,-4.44700,,-4.44700,-4.44700,-5.55200,-4.41700,-4.42600,0.00410,0.00410,-1346.09000,-1346.09000,0.27860,-0.52760,-0.34540,86.83850,34.63940,-32.05050,201.03980,-484.81350,-2378.1128,-2378.1128
2023-06-30,1.10500,3.05100,-4.15600,1.77600,-2.38000,,-2.38000,-2.38000,-9.78600,-4.14700,-4.15600,0.00060,0.00060,-15781.68000,-15781.68000,0.29100,2.74220,-2.05810,37.42140,22.80350,-17.72680,-573.49400,-1.43710,-306.2512,-306.2512
2023-03-31,1.42700,2.24100,-3.66800,0.31600,-3.35200,,-3.35200,-3.35200,-3.35600,-3.65800,-3.66800,0.00000,0.00000,-190872.70000,-190872.70000,0.25600,-0.55720,-1.22400,108.05920,26.16090,-26.38960,168.27310,-2.61290,0.00000,
2022-12-31,0.94100,2.24500,-6.75000,3.60900,-3.14100,-0.28500,-2.85600,-2.85600,-3.23600,-3.18400,-6.75000,0.00000,0.00000,-792570.60000,-792570.60000,0.44270,1.11650,-32.98230,2527.30100,29.55910,-19.63700,-294.43300,-10.28300,-462.647,-465.295
2022-09-30,3.00400,1.55800,-4.56200,-0.47000,-5.03200,-0.00500,-5.02700,-5.02700,-6.68300,-4.55100,-4.56200,0.00000,0.00000,-561135.10000,-561135.10000,0.46790,0.42210,0.73050,-347.40820,47.51420,-27.72140,-200.75880,0.14100,-1928.144,-1928.144
2022-06-30,1.69600,3.14600,-4.84200,-0.25700,-5.09900,-0.00400,-5.09500,-5.09500,-6.48000,-4.81800,-4.84200,0.00020,0.00020,-32372.37000,-32372.37000,0.88280,0.11460,0.12940,-63.95940,105.16000,-21.93190,-56.63000,0.85810,-58.6276,-58.6276
2022-03-31,1.28900,3.01300,-18.30900,14.00200,-4.30700,-1.22700,-3.08000,-3.08000,-4.65200,-4.27900,-18.30900,0.00000,0.00000,-471831.80000,-471831.80000,1.35400,0.06390,0.06820,-20.90690,-296.72450,-9.84340,-19.57170,1.66610,-24.32640,-24.32640
2021-12-31,9.31100,6.43300,-15.74400,-1.03700,-16.78100,0.03500,-16.81600,-16.81600,-16.81600,-15.72800,-15.74400,6.35900,6.35900,-2.26000,-2.26000,1.03310,0.05120,0.05390,-92.63990,168.44630,-33.88070,-87.89920,2.24210,-0.9779,-0.9779
2021-09-30,1.35500,2.61900,-3.97400,2.65800,-1.31600,0.03500,-1.35100,-1.35100,-1.35100,-3.93700,-3.97400,7.75300,7.75300,-0.17000,-0.17000,1.98930,0.03120,0.03220,-4.55480,-147.32830,-3.65260,-4.41290,3.67270,-0.001,-0.001
2021-06-30,2.27900,2.09700,-4.37600,-0.99000,-5.36600,0.03000,-5.39600,-5.39600,-5.39600,-4.37900,-4.37600,5.01700,5.01700,-1.08000,-1.08000,,,,,,,,,-0.7957,-0.7957
2021-03-31,1.25100,1.21100,-2.46200,-0.59000,-3.05200,0.03300,-3.08500,-3.08500,-3.08500,-2.40600,-2.46200,4.53300,4.53300,-0.68000,-0.68000,,,,,,,,,-0.56630,-0.56630
2020-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,1.2918,1.2918
2020-09-30,0.78500,0.95300,-1.73800,0.29000,-1.44800,0.05000,-1.49800,-1.49800,-1.49800,-1.73800,-1.73800,3.72500,3.72500,-0.40000,-0.40000,,,,,,,,,-1.2918,-1.2918
