Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,10.86700,5.64000,5.22700,1.64000,4.42400,,6.06400,-0.83700,0.13800,-0.69900,-0.14800,-0.55100,-0.55100,-0.55100,-0.62900,-0.83700,10.00600,10.00600,-0.06000,-0.06000,3.32450,,0.05870,48.09980,-7.70220,-7.70220,-6.43230,-5.07040,0.21520,0.33470,1.46440,61.46040,-1.43660,-1.54200,-1.09100,-1.43660,3.83160,0.0327,0.026
2024-06-30,11.59900,5.48900,6.11000,1.79900,4.74900,,6.54800,-0.43800,0.03300,-0.40500,-0.08600,-0.31900,-0.31900,-0.31900,-0.19700,-0.43800,9.99700,9.99700,-0.03000,-0.03000,3.45260,,0.05840,52.67700,-3.77620,-3.77620,-3.49170,-2.75020,0.23030,0.31120,1.72140,52.28210,-0.82800,-0.88870,-0.63340,-0.82800,3.85360,0.064,0.0503
2024-03-31,10.68700,5.06300,5.62400,1.96600,4.95900,,6.92500,-1.30100,-0.01200,-1.31300,-0.27700,-1.03600,-1.03600,-1.03600,-0.90600,-1.30100,9.97200,9.97200,-0.10000,-0.10000,3.11720,,0.05830,52.62470,-12.17370,-12.17370,-12.28600,-9.69400,0.20580,0.26410,1.37370,65.51890,-2.68600,-2.88580,-1.99550,-2.68600,3.85900,-0.14940,-0.16000
2023-12-31,13.26500,6.89400,6.37100,2.15900,4.73400,,6.89300,-0.52200,0.42600,-0.09600,-0.03400,-0.06200,-0.06200,-0.06200,-0.13600,-0.52200,9.95100,10.02100,-0.01000,-0.01000,3.00670,,0.05710,48.02870,-3.93520,-3.93520,-0.72370,-0.46740,0.24480,0.38820,1.35030,66.65360,-0.15730,-0.16890,-0.11440,-0.15730,3.95760,0.0928,0.0813
2023-09-30,17.19000,8.27400,8.91600,2.50900,5.21600,,7.72500,1.19100,-0.11600,1.07500,0.16900,0.90600,0.90600,0.90600,1.57200,1.19100,9.95800,10.05200,0.09000,0.09000,2.64870,,0.05740,51.86740,6.92840,6.92840,6.25360,5.27050,0.30340,0.47120,1.41090,63.79060,2.31280,2.48720,1.59890,2.31280,3.93390,0.0883,0.0787
2023-06-30,19.90600,9.04800,10.85800,2.50500,7.12900,,9.63400,1.22400,-0.06800,1.15600,0.39100,0.76500,0.76500,0.76500,1.59400,1.22400,9.95600,10.01700,0.08000,0.08000,2.54890,,0.05910,54.54640,6.14890,6.14890,5.80730,3.84310,0.35620,0.58720,1.37840,65.29140,2.00840,2.16690,1.36880,2.00840,3.82540,0.4438,0.4126
2023-03-31,22.27000,10.01500,12.25500,2.26900,6.17300,,8.44200,3.81300,-0.04500,3.76800,0.62900,3.13900,3.13900,3.13900,4.16500,3.81300,9.93000,10.04300,0.32000,0.31000,2.84770,,0.06050,55.02920,17.12170,17.12170,16.91960,14.09520,0.42830,0.80830,1.30830,68.79120,8.43910,9.13270,6.03650,8.43910,3.73680,-0.07540,-0.11300
2022-12-31,17.95800,9.73900,8.21900,2.13000,5.59500,,7.72500,0.49400,0.08800,0.58200,0.32200,0.26000,0.26000,0.26000,0.84200,0.49400,9.90500,9.90500,0.03000,0.03000,2.26830,,0.06640,45.76790,2.75080,2.75090,3.24090,1.44780,0.34650,0.80970,1.16410,77.31540,0.76780,0.83870,0.50160,0.76780,3.41630,0.2005,0.1656
2022-09-30,17.85600,9.66300,8.19300,1.98500,5.82100,,7.80600,0.38700,0.07900,0.46600,-0.06200,0.52800,0.52800,0.52800,0.74600,0.38700,9.91100,9.91100,0.05000,0.05000,2.34830,,0.06760,45.88370,2.16730,2.16730,2.60980,2.95700,0.35760,0.86940,1.17950,76.30540,1.58640,1.73800,1.05730,1.58640,3.35770,0.0378,0.0166
2022-06-30,12.62300,7.18900,5.43400,2.17200,6.21600,,8.38800,-2.95400,-0.29200,-3.24600,-0.87000,-2.37600,-2.37600,-2.37600,-2.55700,-2.95400,9.91000,9.91000,-0.24000,-0.24000,2.83050,,,43.04840,-23.40170,-23.40170,-25.71500,-18.82280,0.27720,0.65910,0.93570,96.18870,-7.27230,-7.99140,-5.21700,-7.27230,3.29690,-0.7822,-0.8072
