,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,$-0.26,$-0.25
1,2024-08-12,2024-06-30,$-0.23,$-0.23
2,2024-05-13,2024-03-31,$-0.32,$-0.21
3,2024-03-26,2023-12-31,$-0.45,$-0.36
4,2023-11-13,2023-09-30,$-0.50,$-0.43
5,2023-08-07,2023-06-30,$-0.54,$-0.47
6,2023-05-08,2023-03-31,$-0.52,$-0.52
7,2023-03-06,2022-12-31,$-0.52,$-0.48
8,2022-11-03,2022-09-30,$-0.87,$-0.51
9,2022-08-08,2022-06-30,$-0.94,$-0.96
10,2022-05-09,2022-03-31,$-1.00,$-0.92
11,2022-03-01,2021-12-31,$-0.90,$-0.97
12,2021-11-09,2021-09-30,$-0.88,$-0.93
13,2021-08-16,2021-06-30,$-0.68,$-0.82
14,2021-05-17,2021-03-31,$-0.60,$-0.68
15,2021-03-25,2020-12-31,$-0.42,$-0.61
16,2020-11-16,2020-09-30,$-0.34,$-0.77
17,2020-09-08,2020-06-30,$-0.53,$-28.87
