Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,6.71950,1.56440,5.15520,0.81320,0.24740,,1.06060,4.09450,0.30260,4.39710,0.58110,3.81600,3.81600,3.81600,4.16070,4.09450,4.83400,4.83600,0.79000,0.79000,16.89630,76.71910,60.93420,60.93420,65.43760,56.78990,0.09960,0.30740,1.42820,63.01550,5.91030,5.91030,5.65610,5.91030,13.36480,0.7041,0.616
2021-12-31,6.29080,1.38500,4.90580,0.59650,0.27220,,0.86870,4.03720,0.28390,4.32110,0.85570,3.46540,3.46540,3.46540,4.12480,4.03720,4.83400,4.83600,0.72000,0.72000,36.94930,77.98370,64.17540,64.17540,68.68900,55.08680,0.09240,0.31710,2.07060,43.46630,5.21200,5.21200,5.09250,5.21200,13.75450,0.5462,0.5494
2021-09-30,6.82350,1.54410,5.27930,0.70800,0.48310,,1.19110,4.08820,0.29490,4.38310,0.73660,3.64650,3.64650,3.64650,4.21900,4.08820,4.83300,4.83700,0.75000,0.75000,32.74450,77.37020,59.91410,59.91410,64.23530,53.44070,0.09750,0.38770,2.37250,37.93520,5.34450,5.34450,5.20860,5.34450,14.11720,0.6529,0.6429
2021-06-30,7.15320,1.76960,5.38360,0.80810,0.46660,,1.27470,4.10880,0.28970,4.39850,0.81900,3.57960,3.57960,3.57960,4.24920,4.10880,4.83300,4.83700,0.74000,0.74000,16.82140,75.26160,57.44060,57.44060,61.49090,50.04170,0.09920,0.48220,2.15470,41.76970,5.14640,5.14640,4.96470,5.14640,14.39180,0.68230,0.67700
2021-03-31,5.86280,1.26870,4.59410,0.78560,0.29190,,1.07750,3.51670,0.33200,3.84870,0.71420,3.13450,3.13450,3.13450,3.67260,3.51670,4.83400,4.83400,0.65000,0.65000,23.71430,78.36020,59.98230,59.98230,65.64590,53.46340,0.08090,0.32520,2.98470,30.15350,4.42150,4.42150,4.32340,4.42150,14.66830,0.9996,0.9894
2020-12-31,6.53340,1.07500,5.45830,0.70220,0.31140,,1.01360,4.44470,0.36550,4.81020,0.88450,3.92570,3.92570,3.92570,4.57250,4.44470,4.83300,4.83300,0.81000,0.81000,43.63100,83.54530,68.03150,68.03150,73.62580,60.08710,0.08780,0.27980,2.06670,43.54840,5.38000,5.38000,5.27500,5.38000,15.09800,0.6192,0.6164
2020-09-30,4.38080,0.94130,3.43950,0.81600,0.35820,,1.17410,2.26540,0.40140,2.66670,0.44440,2.22230,2.22230,2.22230,2.39500,2.26540,4.83500,4.83500,0.46000,0.46000,48.38260,78.51330,51.71110,51.71110,60.87360,50.72930,0.05800,0.23960,2.27920,39.48760,3.00250,3.00250,2.94360,3.00250,15.31500,0.4899,0.4899
2020-06-30,4.58930,0.83640,3.75280,0.88100,0.35500,,1.23600,2.51680,0.39920,2.91610,0.50420,2.41190,2.41190,2.41190,2.64650,2.51680,4.83500,4.83500,0.50000,0.50000,27.13350,81.77440,54.84210,54.84210,63.54090,52.55450,0.05820,0.21210,1.99720,45.06310,3.13970,3.13970,3.05750,3.13970,15.88780,0.65610,0.65610
2020-03-31,6.15090,1.18740,4.96360,1.01940,0.29110,,1.31050,3.65310,0.42830,4.08140,0.71490,3.36650,3.36650,3.36650,3.79930,3.65310,4.84600,4.84700,0.70000,0.70000,43.18600,80.69630,59.39060,59.39060,66.35360,54.73150,0.07740,0.30570,2.28320,39.41870,4.31630,4.31630,4.23470,4.31630,16.13140,0.6931,0.6878
2019-12-31,6.46460,1.26380,5.20080,0.77150,0.32800,,1.09950,4.10130,0.44350,4.54480,0.81410,3.73070,3.73070,3.73070,4.23810,4.10130,4.84600,4.84700,0.77000,0.77000,33.06380,80.45040,63.44300,63.44300,70.30310,57.70920,0.07970,0.30380,3.05070,29.50120,4.64990,4.64990,4.59910,4.64990,16.55610,1.0557,1.0537
2019-09-30,6.50190,1.34610,5.15580,0.92660,0.36850,,1.29500,3.86080,0.45630,4.31710,0.49500,3.82210,3.82210,3.82210,3.99300,3.86080,4.84600,4.84800,0.79000,0.79000,24.34980,79.29700,59.37920,59.37920,66.39720,58.78340,0.07900,0.30910,2.02190,44.51290,4.70030,4.70030,4.64510,4.70030,16.77980,0.5951,0.595
2019-06-30,6.29470,1.09200,5.20270,0.97310,0.33000,,1.30310,3.89960,0.45900,4.35860,0.75120,3.60740,3.60740,3.60740,4.03430,3.89960,4.84600,4.85000,0.74000,0.74000,18.07150,82.65150,61.95030,61.95030,69.24280,57.30890,0.07540,0.25880,2.29170,39.27140,4.39330,4.39330,4.32000,4.39330,16.94420,0.93560,0.93230
2019-03-31,5.58900,1.29790,4.29110,1.01970,0.24890,,1.26850,3.02250,0.46000,3.48250,0.62360,2.85890,2.85890,2.85890,3.19600,3.02250,4.84400,4.85100,0.60000,0.59000,32.83770,76.77820,54.08010,54.08010,62.31020,51.15230,0.06680,0.30430,1.86570,48.23940,3.45360,3.45360,3.41910,3.45360,17.08220,0.5235,0.5236
2018-12-31,6.26940,1.16940,5.10000,1.12700,0.26890,,1.39590,3.70410,0.45720,4.16130,0.73990,3.42140,3.42140,3.42140,3.87860,3.70410,4.84500,4.85100,0.71000,0.71000,36.10730,81.34740,59.08250,59.08250,66.37510,54.57300,0.07390,0.28240,2.30690,39.01420,4.07700,4.07700,4.03530,4.07700,17.31740,0.7035,0.6972
2018-09-30,7.50610,1.35280,6.15320,0.97200,0.37740,,1.34950,4.80380,0.44330,5.24710,0.96450,4.28260,4.28260,4.28260,4.98120,4.80380,4.84300,4.85300,0.88000,0.88000,52.04400,81.97670,63.99910,63.99910,69.90530,57.05530,0.08740,0.37830,2.46490,36.51320,5.02960,5.02960,4.98770,5.02960,17.57790,0.7454,0.7454
2018-06-30,7.10790,1.39600,5.71190,0.98900,0.32880,,1.31780,4.39410,0.42480,4.81890,0.87380,3.94500,3.94500,3.94500,4.57390,4.39410,4.84200,4.85000,0.81000,0.81000,23.92550,80.35980,61.82010,61.82010,67.79610,55.50230,0.08170,0.38550,2.27760,39.51510,4.61750,4.61750,4.53180,4.61750,17.64510,0.95870,0.95090
2018-03-31,7.89920,1.46550,6.43370,0.91400,0.37480,,1.28880,5.14490,0.40390,5.54880,1.66640,3.88240,3.88240,3.88240,5.39770,5.14490,4.84100,4.84600,0.80000,0.80000,33.03470,81.44740,65.13200,65.13190,70.24510,49.14960,0.09030,0.40150,2.73440,32.91350,4.49140,4.49140,4.44050,4.49140,17.85250,0.7908,0.7908
2017-12-31,7.36080,1.65770,5.70310,0.85270,0.31300,,1.16580,4.53730,0.40470,4.94200,1.37040,3.57160,3.57160,3.57160,4.78400,4.53730,4.84100,4.84700,0.74000,0.74000,38.16430,77.47930,61.64170,61.64170,67.13930,48.52200,0.08290,0.46090,3.39850,26.48190,4.05630,4.05630,4.02010,4.05630,18.18480,0.8261,0.81
2017-09-30,6.99620,1.35320,5.64310,1.03050,0.34840,,1.37880,4.26420,0.38790,4.65210,1.49100,3.16100,3.16100,3.16100,4.50220,4.26420,4.84100,4.84600,0.65000,0.65000,34.57690,80.65860,60.94990,60.94990,66.49380,45.18200,0.07740,0.38610,2.63050,34.21350,3.52930,3.52930,3.49690,3.52930,18.50130,0.4321,0.4046
2017-06-30,7.60770,1.79840,5.80930,0.90570,0.39940,,1.30510,4.50420,0.36180,4.86600,1.56840,3.29760,3.29760,3.29760,4.74640,4.50420,4.84100,4.84600,0.68000,0.68000,15.67880,76.36110,59.20630,59.20630,63.96170,43.34600,0.08130,0.55360,2.42980,37.03990,3.61620,3.61620,3.52200,3.61620,18.83730,1.07770,0.99650
2017-03-31,6.85320,1.44950,5.40380,0.99070,0.34070,,1.33140,4.07240,0.38690,4.45920,1.43190,3.02740,3.02740,3.02740,4.35160,4.07240,4.83700,4.83800,0.63000,0.63000,32.13080,78.85000,59.42260,59.42260,65.06780,44.17470,0.07310,0.43160,1.99410,45.13390,3.26650,3.26650,3.22840,3.26650,19.14470,0.2845,0.2185
2016-12-31,7.46270,1.50280,5.95980,0.82680,0.38430,,1.21120,4.74870,0.39520,5.14390,1.66020,3.48370,3.48370,3.48370,5.22440,4.74870,4.83600,4.84000,0.72000,0.72000,32.60500,79.86180,63.63260,63.63260,68.92830,46.68220,0.07840,0.47520,5.10560,17.62760,3.69800,3.69800,3.65770,3.69800,19.47630,1.103,1.0933
2016-09-30,7.30250,1.74080,5.56170,0.76820,0.34370,,1.11190,4.44980,0.43100,4.88080,1.57560,3.30520,3.30520,3.30520,4.64840,4.44980,4.83600,4.83800,0.68000,0.68000,27.81250,76.16150,60.93570,60.93570,66.83750,45.26090,0.07500,0.59840,2.16810,41.51100,3.44000,3.44000,3.39560,3.44000,19.86770,0.3051,0.2733
2016-06-30,6.70780,1.38520,5.32260,0.75840,0.38990,,1.14830,4.17430,0.43770,4.61200,1.47950,3.13250,3.13250,3.13250,4.36830,4.17430,4.83500,4.83700,0.65000,0.65000,9.70530,79.34970,62.23100,62.23100,68.75670,46.70020,0.06660,0.43470,2.52940,35.58160,3.20340,3.20340,3.11160,3.20340,20.22490,0.86610,0.86620
2016-03-31,6.10060,1.47000,4.63050,1.01260,0.33690,,1.34950,3.28110,0.46810,3.74920,1.14840,2.60080,2.60080,2.60080,3.50390,3.28110,4.85000,4.85300,0.54000,0.54000,21.02330,75.90310,53.78310,53.78310,61.45640,42.63260,0.06050,0.45860,2.71850,33.10630,2.62010,2.62010,2.57880,2.62010,20.53040,0.4937,0.4711
2015-12-31,6.01600,1.50840,4.50770,0.73870,0.40670,,1.14530,3.36230,0.46840,3.83070,1.25320,2.57750,2.57750,2.57750,3.57590,3.36230,4.84480,4.84700,0.53000,0.53000,21.03840,74.92760,55.88950,55.88950,63.67480,42.84320,0.05830,0.48520,3.43050,26.23530,2.53690,2.53690,2.49820,2.53690,20.96990,0.8409,0.8344
2015-09-30,7.27980,1.64450,5.63520,0.62900,0.52460,,1.15360,4.48170,0.46850,4.95020,1.63940,3.31080,3.31080,3.31080,4.68950,4.48170,4.85540,4.85810,0.68000,0.68000,39.66380,77.40980,61.56320,61.56320,67.99930,45.47950,0.06910,0.52240,2.61580,34.40600,3.17770,3.17770,3.14310,3.17770,21.50420,0.5497,0.5244
2015-06-30,8.32090,1.99390,6.32700,0.68100,0.48480,,1.16580,5.16120,0.48580,5.64700,1.84380,3.80320,3.80320,3.80320,5.36800,5.16120,4.85480,4.86080,0.78000,0.78000,15.24310,76.03720,62.02710,62.02710,67.86540,45.70680,0.07600,0.62890,2.73740,32.87820,3.55480,3.55480,3.47140,3.55480,21.98700,1.06420,1.05940
2015-03-31,7.57190,1.37820,6.19370,0.71470,0.52310,,1.23790,4.95580,0.51840,5.47420,1.81150,3.66270,3.66270,3.66270,5.19140,4.95580,4.85600,4.87200,0.76000,0.75000,24.84600,81.79810,65.45010,65.45010,72.29650,48.37230,0.06880,0.36830,2.55470,35.22980,3.38120,3.38120,3.32700,3.38120,22.29880,0.8273,0.8128
2014-12-31,6.29170,1.47370,4.81810,0.69480,0.53370,,1.22840,3.58960,0.55780,4.14750,1.35460,2.79290,2.79290,2.79290,3.82390,3.58960,4.85800,4.87610,0.57000,0.57000,26.32070,76.57800,57.05310,57.05310,65.91940,44.39000,0.05430,0.39980,3.39160,26.53590,2.44040,2.44040,2.41130,2.44040,23.55790,0.7879,0.7702
2014-09-30,8.26740,1.60960,6.65770,0.78730,0.62560,,1.41290,5.24490,0.56290,5.80780,1.93220,3.87560,3.87560,3.87560,5.47850,5.24490,4.85500,4.87200,0.80000,0.80000,21.78010,80.53030,63.44050,63.44050,70.24950,46.87850,0.07310,0.47490,2.24750,40.04360,3.46990,3.46990,3.42640,3.46990,22.99190,0.5157,0.5157
2014-06-30,8.45300,1.55830,6.89470,0.80340,0.62970,,1.43310,5.46160,0.54860,6.01020,1.97310,4.03710,4.03710,4.03710,5.69250,5.46160,4.85100,4.86700,0.83000,0.83000,7.35100,81.56470,64.61120,64.61120,71.10070,47.75930,0.07590,0.47330,2.22960,40.36570,3.74370,3.74370,3.62690,3.74370,22.22960,0.92120,0.91550
2014-03-31,5.98310,1.38900,4.59410,0.84070,0.47890,,1.31960,3.27450,0.54460,3.81910,1.25690,2.56220,2.56220,2.56220,3.51760,3.27450,4.85100,4.86800,0.53000,0.53000,17.09070,76.78490,54.72920,54.72920,63.83170,42.82440,0.05690,0.43310,2.56610,35.07240,2.47070,2.47070,2.43460,2.47070,21.37780,0.5272,0.5011
2013-12-31,6.47370,1.44940,5.02430,0.90520,0.54370,,1.44890,3.57540,0.53040,4.10570,1.32860,2.77720,2.77720,2.77720,3.79630,3.57540,4.84260,4.85960,0.57000,0.57000,16.56340,77.61100,55.22900,55.22900,63.42190,42.89940,0.06330,0.47840,3.61760,24.87820,2.75400,2.75400,2.71630,2.75400,20.80910,0.7903,0.7834
2013-09-30,7.30120,1.50350,5.79760,0.87650,0.66010,,1.53660,4.26110,0.52080,4.78190,1.55220,3.22970,3.22970,3.22970,4.45120,4.26110,4.85220,4.87310,0.67000,0.66000,13.35570,79.40680,58.36170,58.36170,65.49490,44.23470,0.07330,0.48490,2.40880,37.36280,3.29690,3.29690,3.24190,3.29690,20.25230,0.4892,0.4892
2013-06-30,6.17690,1.37840,4.79860,0.96290,0.55280,,1.51570,3.28290,0.52630,3.80920,1.24240,2.56680,2.56680,2.56680,3.47300,3.28290,4.86240,4.88490,0.53000,0.53000,9.06800,77.68550,53.14710,53.14710,61.66820,41.55500,0.06300,0.42650,2.50080,35.98880,2.68230,2.68230,2.61790,2.68230,19.68080,0.74080,0.74080
2013-03-31,7.22250,1.87730,5.34520,0.76920,0.52600,,1.29520,4.05000,0.57460,4.62460,1.51570,3.10900,3.10900,3.10900,4.23920,4.05000,4.83980,4.86350,0.63000,0.64000,10.68950,74.00770,56.07440,56.07440,64.03060,43.04550,0.07540,0.56260,2.86450,31.41930,3.30790,3.30790,3.24640,3.30790,19.32870,0.8713,0.8261
2012-12-31,6.52520,1.73860,4.78660,0.50130,0.57070,,1.07210,3.71450,0.60040,4.31490,1.41560,2.89930,2.89930,2.89930,3.88090,3.71450,4.84800,4.87200,0.60000,0.60000,13.63310,73.35540,56.92580,56.92580,66.12700,44.43290,0.07050,0.46290,2.48890,36.16130,3.19220,3.19220,3.13110,3.19220,18.68700,0.412,0.2907
2012-09-30,5.82280,1.60690,4.21590,0.61230,0.60770,,1.22000,2.99590,0.62200,3.61790,1.17500,2.44290,2.44290,2.44290,3.14820,2.99590,4.82500,4.88500,0.51000,0.50000,12.80100,72.40310,51.45180,51.45180,62.13310,41.95380,0.06480,0.45620,2.96830,30.32070,2.77760,2.77760,2.71820,2.77760,18.22040,0.4777,0.3602
2012-06-30,7.46290,1.80240,5.66060,0.68800,0.53610,,1.22410,4.43640,0.56260,4.99900,1.62140,3.37770,3.37770,3.37770,4.57570,4.43640,4.82470,4.88690,0.70000,0.69000,9.95460,75.84920,59.44620,59.44620,66.98510,45.25930,0.08520,0.50810,2.53230,35.54090,3.98540,3.98540,3.85700,3.98540,17.56590,0.83900,0.74790
2012-03-31,7.60830,2.27710,5.33120,0.77490,0.63790,,1.41280,3.91840,0.59560,4.51400,1.41630,3.09770,3.09770,3.09770,4.05730,3.91840,4.79620,4.86350,0.64000,0.65000,15.69050,70.07070,51.50170,51.50170,59.33010,40.71450,0.09150,0.70510,2.83380,31.75950,3.80280,3.80280,3.72650,3.80280,16.88270,0.8797,0.7318
2011-12-31,6.15850,2.17490,3.98360,0.71870,0.52000,,1.23870,2.74490,0.59170,3.33660,1.04750,2.28910,2.28910,2.28910,2.87080,2.74490,4.80790,4.87340,0.48000,0.47000,14.80530,64.68510,44.57100,44.57100,54.17870,37.16950,0.07790,0.65550,1.78200,50.50620,2.94720,2.94720,2.89500,2.94720,16.09820,0.451,0.3547
2011-09-30,6.59860,2.27790,4.32070,0.61160,0.60680,,1.21850,3.10230,0.59740,3.69960,1.14450,2.55510,2.55510,2.55510,3.22400,3.10230,4.77600,4.89700,0.53000,0.52000,14.53660,65.47880,47.01380,47.01380,56.06660,38.72160,0.08570,0.67350,2.22060,40.52940,3.37890,3.37890,3.31770,3.37890,15.83270,0.2666,0.2472
2011-06-30,8.21380,2.59560,5.61820,0.49490,0.61580,,1.11070,4.50750,0.56550,5.07300,1.63380,3.43920,3.43920,3.43920,4.62100,4.50750,4.77620,4.89390,0.72000,0.70000,6.09630,68.39950,54.87700,54.87700,61.76210,41.87150,0.10720,0.77050,2.41370,37.28720,4.67850,4.67850,4.48740,4.67850,15.39180,1.03700,0.99630
2011-03-31,8.18310,2.64120,5.54190,0.28690,0.57330,,0.86020,4.68170,0.53580,5.21750,1.54760,3.66990,3.66990,3.66990,4.80250,4.68170,4.72900,4.84400,0.78000,0.76000,9.13770,67.72410,57.21190,57.21190,63.75910,44.84750,0.11390,0.78990,2.27550,39.55240,5.24490,5.24490,5.10870,5.24490,14.65050,0.8048,0.7566
2010-12-31,7.96350,2.46180,5.50170,0.33070,0.63820,,0.96890,4.53280,0.51220,5.04500,1.66110,3.38390,3.38390,3.38390,4.64280,4.53280,4.74360,4.86660,0.71000,0.70000,9.24460,69.08650,56.91970,56.91970,63.35160,42.49280,0.11800,0.77800,2.29400,39.23260,5.12530,5.12530,5.01540,5.12530,13.85310,0.6647,0.6036
2010-09-30,7.80920,2.60490,5.20420,0.30990,0.63450,,0.94440,4.25980,0.49770,4.75750,1.55150,3.20600,3.20600,3.20600,4.35120,4.25980,4.70060,4.86020,0.68000,0.66000,5.77700,66.64270,54.54890,54.54890,60.92260,41.05450,0.12070,1.09830,1.88700,47.69500,5.10070,5.10070,4.95390,5.10070,13.37040,0.0589,0.0297
2010-06-30,7.24130,2.07580,5.16550,0.34170,0.62840,,0.97010,4.19540,0.47570,4.67120,1.57010,3.10110,3.10110,3.10110,4.28490,4.19540,4.70060,4.86130,0.66000,0.64000,3.29720,71.33380,57.93770,57.93770,64.50740,42.82520,0.11730,1.12320,2.27800,39.50810,5.26570,5.26570,5.02340,5.26570,12.52770,1.11590,1.10310
2010-03-31,8.17930,2.33360,5.84570,0.31060,0.60750,,0.91810,4.92760,0.44000,5.36750,1.76880,3.59870,3.59870,3.59870,5.04270,4.92760,4.69250,4.85700,0.77000,0.74000,6.40240,71.46900,60.24430,60.24430,65.62360,43.99820,0.14230,1.36760,1.93750,46.45150,6.43170,6.43170,6.26270,6.43170,11.90240,0.6321,0.6754
2009-12-31,6.62490,2.10290,4.52200,0.25160,0.54900,,0.80060,3.72140,0.41470,4.13610,1.36860,2.76750,2.76750,2.76750,3.81370,3.72140,4.70100,4.85600,0.59000,0.57000,7.74880,68.25810,56.17340,56.17340,62.43260,41.77420,0.12420,1.17330,2.26230,39.78220,5.29590,5.29590,5.18720,5.29590,11.11610,0.5755,0.5569
2009-09-30,6.50850,1.98510,4.52340,0.29150,0.62240,,0.91390,3.60950,0.39320,4.00270,1.30850,2.69420,2.69420,2.69420,3.70040,3.60950,4.69300,4.87100,0.57000,0.55000,8.93700,69.49990,55.45840,55.45840,61.49960,41.39480,0.12870,1.06440,2.20400,40.83470,5.44780,5.44780,5.32850,5.44780,10.51990,0.3717,0.3446
2009-06-30,6.83450,1.89140,4.94310,0.26730,0.63570,,0.90310,4.04010,0.37000,4.41010,1.47120,2.93890,2.93890,2.93890,4.13100,4.04010,4.67600,4.85600,0.63000,0.61000,3.47560,72.32550,59.11250,59.11250,64.52660,43.00120,0.14260,0.91460,2.22430,40.46260,6.44590,6.44590,6.13400,6.44590,9.73600,0.98680,0.97940
2009-03-31,6.89660,1.80610,5.09050,0.29270,0.55410,,0.84670,4.24370,0.33350,4.57720,1.46570,3.11150,3.11150,3.11150,4.37380,4.24370,4.65900,4.78600,0.67000,0.64000,8.83640,73.81160,61.53400,61.53400,66.36960,45.11650,0.16200,0.80360,2.04850,43.93520,7.48540,7.48540,7.30970,7.48540,8.90290,2.089,2.006
