Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,2.78700,3.81500,,-6.60200,0.12100,-6.48100,-6.48100,-6.48100,-6.48100,-6.55000,-6.60200,16.84900,16.84900,-0.38000,-0.38000,3.44520,,,,,,,,,,,-45.82160,-45.82160,-13.75070,-45.82160,0.83940,-0.307,-0.3066
2024-06-30,,,3.46300,3.51600,,-6.97900,1.70000,-5.27900,-5.27900,-5.27900,-5.27900,-6.97100,-6.97900,16.81500,16.81500,-0.31000,-0.31000,4.06510,,,,,,,,,,,-26.72370,-26.72370,-9.86320,-26.72370,1.17250,-0.2721,-0.272
2024-03-31,,,3.72100,3.87800,,-7.59900,1.80900,-5.79000,-5.79000,-5.79000,-5.79000,-7.63300,-7.59900,16.78500,16.78500,-0.34000,-0.34000,4.98180,,,,,,,,,,,-24.13710,-24.13710,-9.83640,-24.13710,1.42900,-0.30880,-0.30770
2023-12-31,,,3.27200,4.40800,,-7.68000,3.33700,-4.34300,-4.34300,-4.34300,-4.34300,-7.75300,-7.68000,14.77400,14.77400,-0.25000,-0.25000,5.94450,,,,,,,,,,,-15.29330,-15.29330,-6.61140,-15.29330,1.69190,-0.4887,-0.4809
2023-09-30,,,4.63200,4.34700,,-14.58100,-0.20100,-14.78200,-14.78200,-14.78200,-14.78200,-8.89100,-14.58100,14.59800,14.59800,-1.01000,-1.01000,5.73820,,,,,,,,,,,-40.82750,-40.82750,-21.33970,-40.82750,2.47730,-0.469,-0.4697
2023-06-30,,,6.43500,5.41300,,-11.84800,-3.60800,-15.45600,-15.45600,-15.45600,-15.45600,-11.68900,-11.84800,14.42600,14.42600,-1.07000,-1.07000,3.28350,0.07630,0.36000,,,,,,,,,-31.28300,-31.28300,-15.30180,-28.89570,3.38520,-0.7621,-0.7621
2023-03-31,,,5.76000,4.79800,,-10.55800,5.27900,-5.27900,-5.27900,-5.27900,-5.27900,-10.34800,-10.55800,14.31300,14.31300,-0.37000,-0.37000,3.95190,0.11500,0.35270,,,,,,,,,-9.00420,-9.00420,-4.62040,-7.96870,4.08300,-0.79060,-0.79060
2022-12-31,,,8.63700,5.28000,,-13.91700,15.20800,1.29100,1.29100,1.29100,1.29100,-13.61000,-13.91700,9.49400,9.49400,1.38000,1.38000,4.92020,0.16260,0.36320,,,,,,,,,2.30190,2.30190,1.03820,1.92760,3.94540,-1.4836,-1.4749
2022-09-30,,,8.20800,4.92200,,-13.13000,-0.57800,-13.70800,-13.70800,-13.70800,-13.70800,-12.39000,-13.13000,10.07200,10.07200,-1.36000,-1.36000,6.12400,0.14440,0.25500,,,,,,,,,-17.44800,-17.44800,-10.05040,-14.92810,5.59740,0.2671,0.2662
2022-06-30,0.23600,0.23600,7.55300,4.94100,,-12.25800,-0.87900,-13.13700,-13.13700,-13.13700,-13.13700,-11.16300,-12.25800,6.92500,6.92500,-1.90000,-1.90000,4.13070,0.24090,0.49480,100.00000,-5194.06700,-5194.06700,-5566.52500,-5566.52500,0.00240,,,-32.89920,-32.89930,-13.46100,-24.97480,5.73850,-2.0872,-2.0652
2022-03-31,,,12.46100,5.80600,,-18.26700,-0.64800,-18.91500,-18.91500,-18.91500,-18.91500,-17.18700,-18.26700,6.75300,6.75300,-2.80000,-2.80000,4.55090,0.22280,0.38210,,,,,,,,,-37.31430,-37.31430,-16.81800,-28.99960,7.33080,-2.21710,-2.21710
2021-12-31,,,9.57900,5.10300,,-14.68200,-0.79500,-10.69300,-10.69300,-10.69300,-10.69300,-13.60100,-9.89800,5.58200,5.58200,-1.81000,-1.81000,5.44650,0.23610,0.36030,,,,,,,,,-17.95060,-17.95060,-8.57420,-13.71280,9.45690,-0.8518,-0.8528
2021-09-30,,,9.08100,5.74700,,-14.82800,-1.62200,-16.45000,-16.45000,-16.45000,-16.45000,-13.66100,-14.82800,5.54400,5.54400,-2.97000,-2.97000,6.52890,0.29480,0.43450,,,,,,,,,-28.49130,-28.49130,-13.08770,-20.09060,10.04650,-2.0301,-2.0476
2021-06-30,,,11.01600,5.98000,,-16.99600,-0.83000,-17.82600,-17.82600,-17.82600,-17.82600,-15.74600,-16.99600,5.48600,5.48600,-3.20000,-3.20000,6.54040,0.27410,0.37760,,,,,,,,,-27.04310,-27.04310,-13.08210,-19.63020,11.96230,-2.4046,-2.4184
2021-03-31,,,8.71700,6.22600,,-14.94300,-0.81300,-15.75600,-15.75600,-15.75600,-15.75600,-13.70500,-14.94300,5.41690,5.41690,-2.90000,-2.90000,9.93680,0.23600,0.30890,,,,,,,,,-19.70660,-19.70660,-10.63270,-15.05560,14.59320,-2.78590,-2.78850
2020-12-31,,,13.09100,5.22200,0.00000,-18.78300,-0.80400,-19.58700,-19.58700,-19.58700,-19.58700,-17.09800,-18.78300,5.08600,5.08600,-3.55000,-3.55000,6.97410,0.22820,0.29570,,,,,,,,,-23.63300,-23.63300,-12.53020,-18.23950,15.56340,-3.6607,-3.698
2020-09-30,,,18.83000,6.53000,0.71800,-24.64200,-2.91000,-27.55200,-27.55200,-27.55200,-27.55200,-23.59400,-24.64200,5.24820,5.24820,-5.20000,-5.20000,8.01710,0.19860,0.24780,,,,,,,,,-28.08530,-28.08530,-15.74660,-22.50720,18.55060,-2.8087,-2.8225
2020-06-30,,,16.12300,6.32000,-0.90600,-23.34900,4.68200,-18.66700,-18.66700,-18.66700,-18.66700,-22.42900,-23.34900,4.96590,4.96590,-3.80000,-3.80000,7.88420,,,,,,,,,,,-16.62850,-16.62850,-11.33410,-16.62850,21.70100,-3.6587,-3.7274
2020-03-31,,,19.26500,5.95300,0.22100,-27.15600,-0.88200,-28.03800,-28.03800,-28.03800,-28.03800,-24.15700,-27.15600,4.75440,4.75440,-5.90000,-5.90000,7.90950,,,,,,,,,,,-26.61950,-26.61950,-17.76950,-26.61950,21.55820,-5.27360,-5.28080
2019-12-31,,,18.20700,4.90700,0.02400,-23.09000,5.06300,-18.02700,-18.02700,-18.02700,-18.02700,-22.46100,-23.09000,4.36250,4.36250,-3.70000,-3.70000,7.52130,,,,,,,,,,,-14.93450,-14.93450,-11.92100,-14.93450,25.55890,-3.3973,-3.5335
2019-09-30,,,17.77700,5.69200,1.11500,-22.35400,0.64400,-21.71000,-21.71000,-21.71000,-21.71000,-21.98500,-22.35400,4.29660,4.29660,-5.10000,-5.10000,8.79120,,,,,,,,,,,-18.92480,-18.92480,-15.32350,-18.92480,26.02000,-3.8034,-3.9278
2019-06-30,,,18.46800,4.97000,-1.03200,-24.47000,0.79700,-23.67300,-23.67300,-23.67300,-23.67300,-24.22700,-24.47000,4.24430,4.24430,-5.60000,-5.60000,9.28490,,,,,,,,,,,-18.63280,-18.63280,-15.35110,-18.63280,29.40700,-4.5184,-4.5723
2019-03-31,,,16.50500,4.47700,1.24500,-19.73700,0.97000,-18.76700,-18.76700,-18.76700,-18.76700,-19.46600,-19.73700,4.21900,4.21900,-4.40000,-4.40000,13.66570,,,,,,,,,,,-12.80120,-12.80120,-11.67120,-12.80120,34.18280,-4.88170,-4.93080
