Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-12-31,15.28800,15.28800,10.35400,2.69400,2.24000,0.05700,2.29700,2.29700,2.29700,2.29700,2.55600,2.24000,7.62000,7.62000,4.98000,4.98000,3.06390,100.00000,14.65200,14.65200,15.02490,15.02490,0.30930,7.64400,11.77390,7.23190,7.23190,4.64760,7.23190,4.14320,11.8091,11.7355
2019-09-30,1.02000,1.02000,10.33500,2.72100,-12.03600,0.11300,-11.92300,-11.92300,-11.92300,-11.92300,-11.71800,-12.03600,1.91630,1.91630,-6.24000,-6.24000,1.96390,100.00000,-1180.00000,-1180.00000,-1168.92200,-1168.92200,0.01760,1.15910,77.64710,-41.65530,-41.65530,-20.59810,-41.65530,3.73390,-14.2594,-14.1579
2019-06-30,3.13800,3.13800,10.61700,3.06200,-10.54100,0.02500,-10.51600,-10.51600,-10.51600,-10.51600,-10.21600,-10.54100,7.62650,7.62650,-1.36000,-1.36000,2.41070,100.00000,-335.91460,-335.91460,-335.11790,-335.11790,0.04530,2.10320,42.79160,-26.45000,-26.45000,-15.17290,-26.45000,5.18680,-1.4662,-1.4661
2019-03-31,3.05300,3.05300,12.40300,2.49100,-11.84100,0.15000,-11.69100,-11.69100,-11.69100,-11.69100,-11.56000,-11.84100,7.52080,7.52080,-1.56000,-1.56000,2.65330,100.00000,-387.84800,-387.84800,-382.93480,-382.93480,0.03760,1.49660,60.13760,-23.71880,-23.71880,-14.38360,-23.71880,6.54600,-1.53150,-1.53710
2018-12-31,3.80500,3.80500,10.76500,2.04400,-9.00400,0.39800,-8.60600,-8.60600,-8.60600,-8.60600,-8.73900,-9.00400,6.22400,6.22400,-0.32000,-0.32000,3.24720,100.00000,-236.63600,-236.63590,-226.17600,-226.17610,0.04430,2.28120,39.45340,-14.28760,-14.28760,-10.01550,-14.28760,8.01570,-2.0781,-2.0928
2018-09-30,2.04300,2.04300,10.25200,2.36700,-10.57600,0.40800,-10.16800,-10.16800,-10.16800,-10.16800,-10.36600,-10.57600,7.46980,7.46980,-1.36000,-1.36000,3.39220,100.00000,-517.67000,-517.67000,-497.69950,-497.69950,0.02160,1.43970,62.51100,-15.05680,-15.05680,-10.72730,-15.05680,9.02670,-0.9614,-0.9713
2018-06-30,1.66600,1.66600,9.12600,1.97900,-9.43900,0.41600,-9.02300,-9.02300,-9.02300,-9.02300,-9.15700,-9.43900,7.28900,7.28900,-1.24000,-1.24000,3.91360,100.00000,-566.56660,-566.56660,-541.59660,-541.59660,0.01620,1.38600,64.93400,-11.76790,-11.76790,-8.78380,-11.76790,10.26890,0.9478,0.9136
2018-03-31,2.22000,2.22000,8.14200,1.06400,-6.98600,0.25100,-6.73500,-6.73500,-6.73500,-6.75100,-6.66800,-6.98600,2.55130,2.55130,-2.64000,-2.64000,1.53430,100.00000,-314.68470,-314.68470,-303.37840,-304.09910,0.05110,1.38660,64.90540,10.99250,10.99250,-15.51310,10.99250,-24.00820,-3.12830,-3.15770
2017-12-31,2.14000,2.14000,7.57000,1.45000,-6.88000,0.19000,-6.70200,-6.70200,-6.70200,-6.70200,-6.57400,-6.88000,2.54800,2.54800,-2.64000,-2.64000,3.78720,100.00000,-321.49530,-321.49530,-313.17760,-313.17760,0.04360,2.57830,34.90650,13.72070,13.72070,-13.64550,13.72070,-19.15150,-2.5554,-2.5938
2017-09-30,2.33100,2.33100,8.17700,1.32400,-7.17000,0.17000,-7.00000,-7.00000,-7.00000,-7.01600,-6.86500,-7.17000,2.54800,2.54800,-2.76000,-2.76000,,100.00000,-307.59330,-307.59330,-300.30030,-300.98670,,,,,,,,,-2.4676,-2.5755
2017-06-30,2.07900,2.07900,7.14100,0.97100,-6.03300,0.17000,-5.86300,-5.86300,-5.86300,-5.88000,-5.74400,-6.03300,2.54750,2.54750,-2.32000,-2.32000,,100.00000,-290.18760,-290.18760,-282.01060,-282.82830,,,,,,,,,-2.2614,-2.3466
2017-03-31,1.82700,1.82700,6.95200,0.94400,-6.06900,0.13000,-5.93900,-5.93900,-5.93900,-5.95500,-5.78900,-6.06900,2.54750,2.54750,-2.32000,-2.32000,,100.00000,-332.18390,-332.18390,-325.06840,-325.94420,,,,,,,,,-2.85300,-2.97860
2016-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
2015-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0,0
