Date,revenue,cost-goods-sold,gross-profit,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,20.50000,8.56900,11.93100,-11.10200,11.10200,0.82900,0.01300,0.84200,0.19700,0.64500,0.64500,,0.64500,1.94100,0.82900,8.57500,8.58000,0.08000,0.08000,4.63260,0.00540,0.00800,58.20000,4.04390,4.04390,4.10730,3.14630,0.28210,0.22700,12.85270,7.00240,1.22740,1.22750,0.88750,1.22080,6.11410,0.03230,0.01320
2021-12-31,23.42000,10.97700,12.44300,-11.84300,11.84300,0.60000,-0.05800,0.54200,0.45700,0.08500,0.08500,,0.08500,1.69400,0.60000,8.71000,8.72000,0.02180,0.02180,4.13280,0.00680,0.00860,53.12980,2.56190,2.56190,2.31430,0.36290,0.32040,0.28820,14.76670,6.09480,0.16500,0.16510,0.11630,0.16390,6.02560,0.6602,0.6046
2021-09-30,19.28100,8.19200,11.08900,-11.07800,11.07800,0.01100,-0.02500,-0.01400,0.00200,-0.01600,-0.01600,,-0.01600,1.06600,0.01100,8.66400,8.66400,-0.00180,-0.00180,3.78560,0.00720,0.00840,57.51260,0.05700,0.05700,-0.07260,-0.08300,0.25430,0.18740,10.39410,8.65880,-0.03060,-0.03060,-0.02110,-0.03040,6.03790,0.0844,0.0497
2021-06-30,18.56600,7.28500,11.28100,-10.55700,10.55700,0.72400,-0.02700,0.69700,0.15700,0.54000,0.54000,,0.54000,1.79600,0.72400,8.66500,8.67000,0.06000,0.06000,3.83000,0.00840,0.00900,60.76160,3.89960,3.89960,3.75420,2.90850,0.24460,0.16680,10.13980,8.87590,1.03420,1.03440,0.71130,1.02550,6.02630,-0.5687,-0.58
2021-03-31,21.39400,9.20800,12.18600,-11.22100,11.22100,0.96500,0.00300,0.96800,0.22300,0.74500,0.74500,,0.74500,2.05100,0.96500,8.81200,8.81200,0.08000,0.08000,3.54260,0.00830,0.00860,56.95990,4.51060,4.51060,4.52460,3.48230,0.27880,0.23680,10.92650,8.23690,1.44900,1.44920,0.97090,1.43700,5.93220,0.25020,0.23710
2020-12-31,21.80300,10.14300,11.66000,-12.12400,12.12400,-0.46400,-0.00400,-0.46800,-0.06200,-0.40600,-0.40600,,-0.40600,1.62200,-0.46400,9.06300,9.06300,-0.04000,-0.04000,3.94740,0.00850,0.00880,53.47890,-2.12810,-2.12810,-2.14650,-1.86210,0.28800,0.27580,7.02640,12.80880,-0.77790,-0.77800,-0.53640,-0.77130,5.70360,0.1957,0.1845
2020-09-30,15.99000,6.70100,9.28900,-10.52800,10.52800,-1.23900,-0.03100,-1.27000,-0.28800,-0.98200,-0.98200,,-0.98200,-1.28400,-1.23900,9.04300,9.04300,-0.11000,-0.11000,4.23940,0.00810,0.00820,58.09260,-7.74860,-7.74860,-7.94250,-6.14130,0.21280,0.19250,5.13820,17.51600,-1.87150,-1.87180,-1.30680,-1.85640,5.80230,-0.347,-0.4442
2020-06-30,9.14600,3.90300,5.24300,-7.58900,7.58900,-2.34600,0.05100,-2.29500,-0.52000,-1.77500,-1.77500,,-1.77500,-0.32800,-2.34600,9.04300,9.04300,-0.20000,-0.20000,4.60650,0.00770,0.00770,57.32560,-25.65060,-25.65060,-25.09290,-19.40740,0.12090,0.12620,3.15050,28.56660,-3.34270,-3.34310,-2.34700,-3.31710,5.87210,-0.7853,-0.7965
2020-03-31,17.14500,7.27900,9.86600,-12.16500,12.16500,-2.29900,0.05300,-2.24600,-0.50800,-1.73800,-1.73800,,-1.73800,-1.06600,-2.29900,9.02900,9.02900,-0.19000,-0.19000,3.83280,,,57.54450,-13.40920,-13.40920,-13.10000,-10.13710,0.21600,0.24910,7.42850,12.11550,-3.18530,-3.18570,-2.18990,-3.18530,6.03370,-0.44560,-0.46580
2019-12-31,20.46900,8.97400,11.49500,-12.65300,12.65300,-1.15800,0.02900,-1.12900,-0.30000,-0.82900,-0.82900,,-0.82900,0.99000,-1.15800,8.97300,8.97300,-0.09000,-0.09000,4.29330,,,56.15810,-5.65740,-5.65730,-5.51570,-4.05000,0.25550,0.37330,10.04370,8.96090,-1.46940,-1.46950,-1.03480,-1.46940,6.25350,0.2801,0.2716
2019-09-30,16.31100,7.46200,8.84900,-11.25400,11.25400,-2.40500,0.06200,-2.34300,-0.62400,-1.71900,-1.71900,,-1.71900,-1.18300,-2.40500,8.93200,8.93200,-0.19000,-0.19000,4.90150,,,54.25170,-14.74460,-14.74460,-14.36450,-10.53890,0.20300,0.31400,32.77090,2.74630,-3.02160,-3.07420,-2.13930,-3.02160,6.37060,0.249,0.2459
2019-06-30,17.19700,7.82700,9.37000,-10.61700,10.61700,-1.24700,0.05500,-1.19200,-0.31700,-0.87500,-0.87500,,-0.87500,0.16300,-1.24700,8.93400,8.93400,-0.10000,-0.10000,5.96250,,,54.48620,-7.25130,-7.25130,-6.93140,-5.08810,0.21170,0.29890,40.11120,2.24380,-1.49260,-1.51780,-1.07720,-1.49260,6.56340,0.2901,0.2864
2019-03-31,20.94100,8.69600,12.24500,-10.03200,10.03200,2.21300,-0.14200,2.07100,0.55100,1.52000,1.52000,,1.52000,3.57200,2.21300,9.00100,9.01100,0.17000,0.17000,6.34280,,,58.47380,10.56780,10.56780,9.88970,7.25850,0.28940,0.28450,45.86920,1.96210,2.54650,2.58870,2.10040,2.54650,6.68130,0.34770,0.34570
2018-12-31,24.84920,10.88060,13.96860,-12.25640,12.25630,1.71230,0.26060,1.97280,0.61450,1.35830,1.35830,,1.35830,2.48370,1.71230,9.18500,9.20500,0.14000,0.14000,7.40720,0.12660,0.15390,56.21360,6.89060,6.89060,7.93920,5.46620,0.32360,0.32670,60.87940,1.47830,2.33040,2.36990,1.76910,2.03540,6.43270,0.8448,0.8246
2018-09-30,18.87830,6.98240,11.89590,-10.99600,10.99600,0.89990,-0.03990,0.86000,0.25130,0.60870,0.60870,,0.60870,1.33260,0.89990,9.15400,9.16000,0.07000,0.07000,9.79800,0.11840,0.13720,63.01370,4.76680,4.76680,4.55570,3.22430,0.24620,0.17150,45.09730,1.99570,0.99970,1.01600,0.79400,0.88130,6.65170,-0.1874,-0.2373
2018-06-30,19.18720,6.95370,12.23350,-10.65140,10.65140,1.58210,0.05370,1.63580,0.47800,1.15770,1.15770,,1.15770,1.99670,1.58210,9.18000,9.18300,0.13000,0.13000,8.66440,0.09800,0.13730,63.75850,8.24560,8.24560,8.52530,6.03390,0.25320,0.18290,38.66400,2.32770,1.90200,1.93300,1.52770,1.71560,6.64950,0.0646,0.0454
2018-03-31,20.28890,7.44600,12.84300,-11.07400,11.07400,1.76900,-0.02580,1.74320,0.46960,1.27360,1.27360,,1.27360,2.23450,1.76900,9.26400,9.26500,0.14000,0.14000,8.87750,0.10100,0.13150,63.30040,8.71880,8.71880,8.59180,6.27740,0.27030,0.20250,40.31000,2.23270,2.11730,2.15230,1.69710,1.90340,6.52780,0.12230,0.09640
2017-12-31,24.60160,12.33290,12.26880,-9.93520,9.93520,2.33350,-0.01090,2.32260,2.62460,-0.30200,-0.30200,,-0.30200,2.75100,2.33350,9.24200,9.24600,-0.03000,-0.03000,6.50670,0.10790,0.13190,49.86970,9.48520,9.48520,9.44100,-1.22740,0.33760,0.35700,53.34120,1.68730,-0.54020,-0.54990,-0.41440,-0.48200,6.02910,0.6273,0.6132
2017-09-30,18.38840,6.75310,11.63530,-10.98510,10.98500,0.65030,0.04280,0.69310,0.17170,0.52140,0.52140,,0.52140,1.18740,0.65030,9.27100,9.27400,0.06000,0.06000,7.66800,0.11080,0.12850,63.27550,3.53630,3.53630,3.76910,2.83560,0.24720,0.16410,34.73580,2.59100,0.90010,0.91560,0.70110,0.80030,6.24860,-0.2294,-0.2856
2017-06-30,19.28080,6.38520,12.89550,-11.24010,11.24010,1.65540,-0.03670,1.61880,0.59100,1.02770,1.02770,,1.02770,2.12670,1.65540,9.22600,9.22900,0.11000,0.11000,7.23670,0.09290,0.13060,66.88290,8.58600,8.58600,8.39580,5.33030,0.26690,0.17110,38.76960,2.32140,1.80290,1.83440,1.42260,1.63540,6.14880,-0.1478,-0.1924
2017-03-31,20.14990,7.86380,12.28610,-10.54860,10.54860,1.73750,-0.03370,1.70380,0.47250,1.23130,1.23130,,1.23130,2.19560,1.73750,9.30900,9.33100,0.13000,0.13000,6.89980,0.10220,0.13460,60.97340,8.62290,8.62290,8.45560,6.11050,0.28270,0.22870,38.40320,2.34360,2.22550,2.26550,1.72760,1.99810,5.96440,0.01660,-0.04760
2016-12-31,24.10050,9.58070,14.51980,-10.96080,10.96080,3.55900,-0.01600,3.54310,1.48310,2.06000,2.06000,,2.06000,4.00510,3.55900,9.30200,9.32200,0.23000,0.23000,6.46540,0.11180,0.13860,60.24710,14.76730,14.76730,14.70130,8.54750,0.34110,0.28880,42.96110,2.09490,3.83660,3.90770,2.91570,3.40770,5.84070,0.6244,0.6064
2016-09-30,18.62840,6.98350,11.64490,-10.10480,10.10480,1.54010,-0.03990,1.50010,0.49980,1.00040,1.00040,,1.00040,1.98130,1.54010,9.18800,9.20600,0.11000,0.11000,6.01490,0.12290,0.14450,62.51150,8.26730,8.26730,8.05300,5.37000,0.26690,0.18810,36.27080,2.48130,1.92310,1.96000,1.43320,1.68670,5.61380,0.2289,0.1757
2016-06-30,19.52290,6.62710,12.89580,-10.05690,10.05690,2.83890,-0.01860,2.82030,0.99940,1.82090,1.82090,,1.82090,3.25650,2.83890,9.20900,9.22800,0.19000,0.19000,6.33230,0.10620,0.14740,66.05470,14.54130,14.54130,14.44610,9.32710,0.29310,0.18250,35.37890,2.54390,3.57000,3.64010,2.73340,3.19070,5.50470,-0.1355,-0.1697
2016-03-31,20.67220,8.01950,12.65280,-10.29000,10.28990,2.36280,-0.02340,2.33930,0.81830,1.52100,1.52100,,1.52100,2.77700,2.36280,9.69900,9.71800,0.16000,0.16000,6.50240,0.10390,0.13370,61.20650,11.42980,11.42980,11.31630,7.35770,0.31680,0.23840,30.28540,2.97170,3.02360,3.08390,2.33070,2.70950,5.36120,0.11050,0.05030
2015-12-31,24.24300,9.40190,14.84110,-10.94880,10.94880,3.89220,-0.01660,3.87570,1.53690,2.33880,2.33880,,2.33880,4.29630,3.89220,10.07800,10.10300,0.24000,0.23000,5.66800,0.06530,0.07580,61.21800,16.05510,16.05510,15.98680,9.64720,0.37520,0.27990,43.82270,2.05370,4.58830,4.67830,3.61970,4.28890,5.22630,0.4607,0.3778
2015-09-30,19.35590,7.52320,11.83270,-9.97290,9.97300,1.85980,-0.18990,1.66980,0.55850,1.11130,1.11130,,1.11130,2.21340,1.85980,10.18000,10.19900,0.11000,0.11000,5.17220,0.07090,0.07630,61.13210,9.60820,9.60820,8.62700,5.74160,0.30920,0.21460,33.08640,2.72020,2.28520,2.33270,1.77530,2.12320,4.98640,-0.1497,-0.1736
2015-06-30,19.77350,6.95910,12.81440,-10.48050,10.48060,2.33380,-0.02490,2.30900,0.80110,1.50790,1.50790,,1.50790,2.75940,2.33380,10.21300,10.24100,0.15000,0.15000,5.48270,0.03040,0.03530,64.80570,11.80290,11.80290,11.67700,7.62580,0.31110,0.21210,26.05570,3.45410,2.90060,2.95740,2.37200,2.81230,5.05610,0.158,0.1179
2015-03-31,20.78880,8.20580,12.58290,-10.19410,10.19410,2.38890,-0.02430,2.36460,0.92020,1.44440,1.44440,,1.44440,2.77280,2.38890,10.21100,10.24100,0.14000,0.14000,6.77720,0.03640,0.04190,60.52750,11.49120,11.49120,11.37440,6.94800,0.34860,0.26990,31.30140,2.87530,2.89100,2.95060,2.42200,2.78560,4.85920,0.34250,0.27640
2014-12-31,24.47160,10.01690,14.45470,-10.57660,10.57650,3.87820,-0.04030,3.83790,1.37940,2.45850,2.45850,,2.45850,4.22600,3.87820,10.20300,10.24100,0.25000,0.24000,4.47750,0.03800,0.11490,59.06730,15.84760,15.84760,15.68310,10.04620,0.38920,0.30470,39.15120,2.29880,5.00470,5.11190,3.91010,4.81450,4.79440,0.8001,0.7528
2014-09-30,19.41720,7.24250,12.17470,-9.71780,9.71780,2.45690,-0.02620,2.43080,0.80220,1.62860,1.62860,,1.62860,2.82980,2.45690,10.20400,10.24100,0.16000,0.16000,3.37500,0.04080,0.17510,62.70050,12.65330,12.65330,12.51860,8.38720,0.30360,0.18400,27.65980,3.25380,3.48060,3.56010,2.54620,3.33850,4.56670,-0.231,-0.306
2014-06-30,19.70360,6.92400,12.77960,-10.12330,10.12330,2.65630,-0.03950,2.61680,0.85130,1.76550,1.76550,,1.76550,3.02560,2.65630,10.19900,10.24000,0.17000,0.17000,3.39270,0.04270,0.09810,64.85920,13.48120,13.48120,13.28060,8.96020,0.31410,0.19230,24.75000,3.63640,3.85380,3.94530,2.81410,3.68940,4.47680,-0.3125,-0.3408
2014-03-31,19.83850,7.12270,12.71570,-9.74910,9.74910,2.96670,-0.04450,2.92220,1.06780,1.85440,1.85440,,1.85440,3.31320,2.96670,10.19900,10.24000,0.18000,0.18000,4.84830,0.04820,0.05500,64.09630,14.95410,14.95410,14.72990,9.34760,0.33840,0.23330,22.37480,4.02240,4.00120,4.09570,3.16290,3.80840,4.52910,-0.14160,-0.20420
2013-12-31,21.54910,7.77300,13.77610,-9.88160,9.88160,3.89450,-0.02620,3.86830,1.38010,2.48820,2.48820,,2.48820,4.19970,3.89450,10.17600,10.21600,0.24000,0.24000,4.96360,0.05100,0.05820,63.92890,18.07270,18.07270,17.95130,11.54670,0.38210,0.29550,28.26470,3.18420,5.57630,5.71440,4.41180,5.29210,4.37510,0.6068,0.4745
2013-09-30,18.52460,6.82370,11.70090,-9.29560,9.29560,2.40540,-0.03720,2.36810,0.80630,1.56180,1.56180,,1.56180,2.73200,2.40540,10.17700,10.22200,0.15000,0.15000,4.67580,0.05460,0.06260,63.16430,12.98460,12.98460,12.78360,8.43110,0.34190,0.23140,19.58770,4.59470,3.68920,3.78770,2.88240,3.48760,4.15090,-0.0875,-0.1317
2013-06-30,18.97300,7.05290,11.92010,-9.57410,9.57410,2.34610,0.04670,2.39280,0.76350,1.62940,1.62940,,1.62940,2.64570,2.34610,10.16800,10.21700,0.16000,0.16000,4.12840,0.05820,0.06690,62.82670,12.36530,12.36530,12.61160,8.58770,0.35690,0.25650,16.66900,5.39930,4.03440,4.14830,3.06520,3.79940,3.97040,0.1701,0.0745
2013-03-31,19.23780,7.30700,11.93080,-9.31000,9.31000,2.62090,-0.02940,2.59150,1.00520,1.58630,1.58630,,1.58630,2.88400,2.62090,10.16200,10.19400,0.16000,0.16000,5.01450,0.06830,0.07850,62.01760,13.62350,13.62350,13.47090,8.24580,0.38720,0.28810,20.57760,4.37370,4.07530,4.19660,3.19320,3.79710,3.83040,0.04860,-0.04780
2012-12-31,20.63860,7.44350,13.19510,-9.71490,9.71490,3.48020,-0.08190,3.39830,1.19680,2.20160,2.20160,,2.20160,3.75430,3.48020,10.15700,10.17500,0.22000,0.22000,4.53960,0.07180,0.08280,63.93410,16.86260,16.86260,16.46580,10.66720,0.42040,0.28780,25.08420,3.58790,5.86750,6.05080,4.48500,5.44620,3.69230,0.6499,0.5131
2012-09-30,17.00070,6.59600,10.40480,-9.75990,9.75990,0.64490,-0.06240,0.58240,0.30170,0.28080,0.28080,,0.28080,0.91490,0.64490,10.15700,10.17700,0.03000,0.03000,3.82920,0.07700,0.11750,61.20190,3.79310,3.79310,3.42600,1.65150,0.34940,0.22210,15.81640,5.69030,0.79350,0.82010,0.57710,0.73240,3.48320,-0.0441,-0.1317
2012-06-30,16.90430,5.96410,10.94020,-8.47540,8.47540,2.46480,-0.01550,2.44930,0.90970,1.53960,1.53960,,1.53960,2.72930,2.46480,10.15600,10.17200,0.15000,0.15000,3.81240,0.07920,0.09180,64.71860,14.58080,14.58080,14.48920,9.10800,0.34920,0.20050,15.10830,5.95700,4.40890,4.55940,3.18040,4.05970,3.43850,-0.2258,-0.2517
2012-03-31,18.17710,6.81140,11.36560,-8.81150,8.81150,2.55420,-0.03860,2.51560,0.94150,1.57410,1.57410,,1.57410,2.81370,2.55420,10.15600,10.17300,0.15000,0.15000,4.21330,0.08340,0.09700,62.52730,14.05160,14.05160,13.83940,8.65980,0.39970,0.28270,12.54320,7.17520,4.68920,4.85800,3.46140,4.29820,3.30530,-0.19190,-0.20550
2011-12-31,18.90460,7.17580,11.72880,-8.92580,8.92580,2.80300,-0.06120,2.74180,1.04520,1.69660,1.69660,,1.69660,3.06030,2.80300,10.15600,10.18200,0.17000,0.17000,4.74130,0.08270,0.09610,62.04210,14.82710,14.82720,14.50320,8.97440,0.41550,0.35990,14.22920,6.32500,4.92700,5.10100,3.72850,4.51950,3.39050,0.4877,0.4823
2011-09-30,15.38540,6.14710,9.23830,-8.01640,8.01650,1.22180,0.11480,1.33670,0.50620,0.83050,0.83050,-0.00140,0.82910,1.48380,1.22180,10.15600,10.16800,0.08000,0.08000,5.51190,0.08810,0.10280,60.04570,7.94150,7.94150,8.68780,5.38890,0.36480,0.29910,9.99550,9.00400,2.54350,2.63910,1.96920,2.31930,3.21500,0.1058,0.0521
2011-06-30,15.93390,6.08870,9.84530,-8.07590,8.07590,1.76930,-0.10790,1.66140,0.58510,1.07640,1.07640,,1.07640,2.02170,1.76930,10.15600,10.16800,0.11000,0.11000,6.17530,0.09070,0.10610,61.78800,11.10410,11.10410,10.42690,6.75510,0.38940,0.30050,11.77130,7.64570,3.34880,3.47920,2.63070,3.04500,3.16480,0.1008,0.0689
2011-03-31,15.87900,6.35420,9.52480,-7.61240,7.61240,1.91250,-0.11080,1.80170,0.65110,1.15060,1.15060,,1.15060,2.15750,1.91250,10.15600,10.17000,0.11000,0.11000,5.25210,0.09500,0.11140,59.98380,12.04410,12.04410,11.34610,7.24590,0.39130,0.31440,11.07240,8.12840,3.70650,3.85760,2.83550,3.35460,3.05650,-0.04880,-0.06330
2010-12-31,17.31330,6.93650,10.37680,-7.79770,7.79770,2.57910,-0.11920,2.45690,0.89970,1.55720,1.55720,0.00000,1.55710,2.83810,2.57910,10.20900,10.25200,0.16000,0.16000,4.17060,0.10000,0.11790,59.93520,14.89650,14.89650,14.19080,8.99380,0.42650,0.34280,13.81050,6.51680,5.23210,5.45630,3.83580,4.70880,2.93040,0.3401,0.2827
2010-09-30,13.64020,5.45770,8.18250,-7.10670,7.10660,1.07590,0.01030,1.08620,0.49350,0.59260,0.59260,0.00130,0.59390,1.31780,1.07590,10.25600,10.25800,0.06000,0.06000,3.75680,0.10540,0.12490,59.98830,7.88740,7.88740,7.96310,4.35410,0.33980,0.26210,9.45060,9.52320,2.07850,2.17370,1.47630,1.85950,2.78020,-0.1107,-0.1813
2010-06-30,14.35080,5.63590,8.71500,-7.27070,7.27060,1.44430,0.01610,1.46040,0.39930,1.06110,1.06110,,1.06110,1.68170,1.44430,10.19200,10.23800,0.10000,0.10000,2.48880,0.10920,0.12990,60.72800,10.06430,10.06430,10.17670,7.39410,0.31340,0.31120,10.30450,8.73410,3.81770,3.99880,2.31710,3.40060,2.71060,0.014,0.001
2010-03-31,14.58850,5.61190,8.97660,-7.44020,7.44030,1.53640,-0.06710,1.47220,0.52470,0.94760,0.94760,0.00050,0.94810,1.77040,1.53640,10.13800,10.21400,0.09000,0.09000,5.30160,0.09140,0.10650,61.53180,10.53130,10.53130,10.09170,6.49900,0.32480,0.32000,9.99850,9.00140,2.75590,2.86250,2.10960,2.50390,3.39060,0.02200,0.01230
2009-12-31,15.58950,5.95580,9.63370,-7.50760,7.50760,2.12610,-0.08020,2.04590,0.74510,1.30080,1.30080,0.00510,1.30590,2.39880,2.12610,10.47100,10.53600,0.14000,0.13000,5.54800,0.09520,0.11130,61.79620,13.63820,13.63820,13.12380,8.37690,0.35980,0.35310,12.96090,6.94400,3.89950,4.05650,3.00240,3.52820,3.29280,0.3354,0.3302
2009-09-30,12.66360,5.10450,7.55910,-6.69550,6.69540,0.86370,-0.11270,0.75100,0.19980,0.55110,0.55110,0.00180,0.55300,1.15520,0.86370,10.38700,10.45700,0.05000,0.05000,5.70050,0.09980,0.11710,59.69190,6.82010,6.82010,5.93000,4.36660,0.30450,0.30080,7.47230,12.04440,1.71550,1.78790,1.32530,1.54440,3.16020,0.021,-0.0075
2009-06-30,13.04650,5.37050,7.67600,-6.56830,6.56820,1.10780,0.05930,1.16710,0.43100,0.73610,0.73610,0.02520,0.76130,1.38930,1.10780,10.67300,10.73200,0.07000,0.07000,6.30230,0.09920,0.11630,58.83600,8.49100,8.49100,8.94580,5.83490,0.31220,0.34010,7.86970,11.43630,2.24530,2.33810,1.76140,2.02250,3.07400,0.0352,0.0199
2009-03-31,13.18310,5.44260,7.74040,-6.74290,6.74300,0.99750,-0.00010,0.99740,0.32430,0.67310,0.67310,0.02490,0.69790,1.27680,0.99750,10.67000,10.72200,0.06000,0.06000,5.07470,0.10950,0.13770,58.71490,7.56670,7.56670,7.56570,5.29400,0.31030,0.34860,8.57370,10.49720,2.10930,2.19920,1.58450,1.87840,2.98500,0.10900,0.08310
