Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,0.00830,0.00130,0.00700,5.49080,0.10730,5.38360,-5.37660,-1.71980,-7.09640,-7.09640,-7.09640,-6.75010,-5.37660,-5.37660,78.27500,119.46400,-0.09000,-0.09000,1.08780,0.00770,0.43730,84.16660,-65084.30000,-65084.30000,-85902.30000,-81710.75000,0.00000,0.00460,0.00260,34864.14000,-5.96920,-6.51250,-3.91250,-5.92310,1.51880,0.244,0.6148
2023-12-31,0.91050,,0.91050,11.15090,0.40260,,-10.59170,-2.21810,-12.80980,-12.80980,-12.80980,-12.05870,-10.52200,-10.59170,65.89200,85.97400,-0.78000,-0.78000,4.29520,0.00920,0.01390,17.19730,-1163.29300,-1163.29500,-1406.90100,-1324.40900,0.00640,,0.17080,526.90200,-9.98320,-10.82100,-9.00430,-9.89180,1.63940,-0.1111,-0.4537
2023-09-30,0.55630,,0.55630,347.84310,-0.22860,,-347.51540,0.02870,-347.48670,-347.48670,-347.48670,-348.74950,-346.75120,-347.51540,77.04700,116.58000,-4.53000,-4.53000,7.87130,0.00830,0.01190,100.00000,-62472.32000,-62472.32000,-62467.16000,-62694.18000,0.00380,,0.06440,1398.41700,-263.82480,-285.15410,-235.82620,-261.62640,1.68440,-0.1063,-0.0871
2023-06-30,0.01110,,0.01110,5.78060,0.00570,,-5.76390,0.09590,-5.66800,-5.66800,-5.66800,-4.36740,-5.76390,-5.76390,58.30000,62.81700,-0.07000,-0.07000,,,,100.00000,-52110.22000,-52110.22000,-51242.88000,-39484.88000,,,,,,,,,,-0.0579,-0.34
2023-03-31,,,,1.30360,,,-1.30360,2.60470,1.30110,1.30110,1.30110,1.30110,-1.30360,-1.30360,8.23500,8.23500,0.04000,0.04000,0.01870,,0.48080,,,,,,,,,,104.26470,104.26540,0.44680,104.26470,0.15150,-0.03850,-0.03850
2022-12-31,2.39570,,2.39570,23.16380,0.05870,,-20.70940,-0.26020,-20.96960,-20.96960,-20.96960,-19.58660,-20.53480,-20.70940,58.30000,62.68000,-0.32000,-0.32000,4.58430,0.00380,0.00520,100.00000,-864.43130,-864.43130,-875.29270,-817.56630,0.02470,,0.04280,2103.94700,-27.59630,-27.85110,-21.62320,-27.49120,1.30340,-0.1225,-0.1616
2022-09-30,0.53170,,0.53170,4.61330,-0.11440,,-4.19600,0.03090,-4.16510,-4.16510,-4.16510,-3.63720,-4.19600,-4.19600,58.30000,62.68000,-0.07000,-0.07000,1.71370,,-0.02570,100.00000,-789.11430,-789.11430,-783.29750,-684.01660,0.00190,,,,53.58930,53.58920,-1.46820,53.58930,-0.94380,-0.0901,-0.1465
2022-06-30,,,,0.38440,,,-0.38440,0.39980,0.01540,0.01540,0.01540,0.01540,-0.38440,-0.38440,8.32500,8.32500,0.00000,0.00000,2.44520,,-0.02270,,,,,,,,,,-0.17530,-0.17530,0.00550,-0.17530,-1.06880,-0.0351,-0.0351
2022-03-31,,,,0.39800,,,-0.39800,0.02300,-0.37500,-0.37500,-0.37500,-0.37500,-0.39800,-0.39800,8.23500,8.23500,-0.01000,-0.01000,5.59760,,,,,,,,,,,,4.25290,4.25290,-0.13270,4.25290,-1.07070,-0.02410,-0.02410
2021-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0.0132,0.0132
2021-09-30,,,,0.04040,,,-0.04040,,-0.04040,-0.04040,-0.04040,-0.04040,-0.04040,-0.04040,6.00000,6.00000,-0.01000,-0.01000,0.11460,,-6.95360,,,,,,,,,,74.99680,74.99680,-12.59690,74.99680,-0.00780,-0.0132,-0.0132
