Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,20.11700,11.33300,8.78400,8.46600,-0.37000,8.83600,-0.05200,1.00300,0.95100,0.10800,0.84300,0.84300,0.84300,1.29900,-0.05200,26.73300,32.32500,0.03000,0.03000,8.14020,43.66460,-0.25850,-0.25850,4.72730,4.19050,0.09500,6.67450,13.48410,0.44100,0.46380,0.39830,0.44100,7.12700,-0.1368,-0.1366
2024-06-30,22.30800,10.76700,11.54100,9.05400,-17.23200,26.28600,-14.74500,1.25800,-13.48700,-3.88100,-9.60600,-9.60600,-9.60600,-13.47700,-14.74500,26.00600,26.00600,-0.37000,-0.37000,8.32640,51.73480,-66.09740,-66.09740,-60.45810,-43.06080,0.10540,7.42610,12.11940,-5.03440,-5.31670,-4.53920,-5.03440,7.18290,-0.0881,-0.0905
2024-03-31,29.06000,10.70400,18.35600,8.05500,56.79900,-48.74400,67.10000,0.85300,67.95300,13.16600,54.78700,54.78700,54.78700,68.34300,67.10000,26.20900,31.31500,2.09000,1.75000,6.81120,63.16590,230.90160,230.90160,233.83690,188.53060,0.12890,4.39970,20.45600,27.52090,28.97360,24.30460,27.52090,7.56530,0.01440,0.00960
2023-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,-0.113,-0.112
2023-09-30,11.98000,7.73800,4.24200,4.59800,-0.35700,4.95500,-0.71300,0.64000,-0.07300,0.17800,-0.25100,-0.25100,-0.25100,0.45900,-0.71300,25.85900,25.85900,-0.01000,-0.01000,,35.40900,-5.95160,-5.95160,-0.60930,-2.09520,,,,,,,,,0.0478,0.0471
2023-06-30,12.40500,7.13500,5.27000,4.01500,0.20100,3.81400,1.45600,0.57000,2.02600,0.15700,1.86900,1.86900,1.86900,2.65000,1.45600,25.60300,31.27800,0.07000,0.06000,,42.48290,11.73720,11.73720,16.33210,15.06650,,,,,,,,,0.0235,0.0236
2023-03-31,13.34500,6.85700,6.48800,5.97200,0.44100,5.53100,0.95700,0.52300,1.48000,0.70700,0.77300,0.77300,0.77300,1.94400,0.95700,25.46500,31.20700,0.03000,0.02000,,48.61750,7.17120,7.17120,11.09030,5.79240,,,,,,,,,0.04170,0.04130
