Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,0.05400,0.96790,-4.41430,,-5.60550,-0.24190,-5.84740,-5.84740,-5.84740,-5.84740,-5.43620,-5.60550,92.01600,92.01600,-0.06000,-0.06000,0.61510,0.00660,0.17070,,,,,,,,,,-87.67330,290.14520,-54.18310,-87.09300,0.06710,0.0113,0.0113
2024-06-30,0.04130,0.03370,0.00760,0.00050,0.86440,-0.14800,1.17590,-1.16830,-3.06380,-4.23210,-4.23210,-4.23210,-4.23210,-1.00530,-1.16830,45.87600,45.87600,-0.09000,-0.09000,1.23890,0.00600,0.08780,18.35650,-2827.70900,-2827.70900,-10243.49000,-10243.49000,0.00260,7.29950,1.22650,73.38110,-37.37620,642.99540,-27.01670,-37.15090,0.13430,0.0549,0.0549
2024-03-31,,,,0.00360,0.90480,-0.27150,,-1.34680,-1.98090,-3.32770,-3.32770,-3.32770,-3.32770,-1.17980,-1.34680,12.65000,12.65000,-0.26000,-0.26000,0.81860,0.00770,0.23940,,,,,,,,,,-37.22490,100.03870,-20.81570,-36.93840,0.39600,-0.10350,-0.10350
2023-12-31,,,,-0.01570,1.34930,-2.28840,,-3.80280,-0.20660,-3.99310,-3.99310,-3.99310,-3.99310,-3.63560,-3.78650,1.16050,1.16050,2.60000,2.60000,0.69860,0.00530,0.48220,,,,,,,,,,-46.62380,95.77450,-22.99140,-46.37810,1.46630,0.6656,0.6656
2023-09-30,,,,-0.02700,1.16450,-0.32140,,-1.63100,-1.86200,-3.49310,-3.49310,-3.49310,-3.49310,-1.45890,-1.63100,0.86710,0.86710,-4.03000,-4.03000,0.16920,0.13700,0.83160,,,,,,,,,,-47.52250,66.27450,-20.14870,-41.01090,6.85660,2.4185,2.4185
2023-06-30,,,,0.01320,1.82060,-0.90790,,-2.91360,0.38660,-2.52700,-2.52700,-2.52700,-2.52700,-2.74180,-2.91360,0.49950,0.49950,-5.06000,-5.06000,0.21240,0.14470,0.91550,,,,,,,,,,-34.57230,43.97840,-13.86360,-29.56960,16.08760,-3.1099,-3.1099
2023-03-31,,,,0.03610,1.92070,-0.69620,,-2.82180,1.10170,-1.72010,-1.72010,-1.72010,-1.72010,-2.65300,-2.82180,0.47460,0.47460,-3.62000,-3.62000,0.61260,0.13240,0.70560,,,,,,,,,,-20.95240,36.38830,-8.65150,-18.17790,22.41150,-5.57950,-5.57950
2022-12-31,,,,0.07790,2.26880,-0.91230,,-3.26570,0.51310,-2.75260,-2.75260,-2.75260,-2.75260,-3.25900,-3.26570,0.36160,0.36160,-5.79000,-5.79000,0.54410,0.10930,0.52240,,,,,,,,,,-26.10920,108.08400,-12.59950,-23.25420,33.36280,-11.2489,-11.3411
2022-09-30,,,,0.11090,2.49390,-0.79770,,-3.40930,0.01260,-3.39660,-3.39660,-3.39660,-3.39660,-3.40250,-3.40930,0.40900,0.40900,-8.31000,-8.31000,1.36680,0.11750,0.56940,,,,,,,,,,-34.24980,-6001.05200,-14.21030,-30.22590,31.60650,-6.8452,-6.7642
2022-06-30,,,,0.03030,2.57310,-1.61260,,-4.22160,0.77900,-3.44260,-3.44260,-3.44260,-3.44260,-4.21610,-4.22160,0.33040,0.33040,-10.50000,-10.50000,2.00830,0.12480,0.53260,,,,,,,,,,-33.93960,-360.32900,-12.66400,-29.70490,32.68940,-5.8794,-6.3107
2022-03-31,,,,0.39650,1.39210,-0.96760,,-2.75970,-0.52160,-3.28130,-3.28130,-3.28130,-3.28130,-2.75620,-2.75970,0.30440,0.30440,-11.00000,-11.00000,2.77420,0.24650,0.35630,,,,,,,,,,-64.97480,-92.39580,-31.65660,-48.95990,16.56090,-9.43120,-9.43120
2021-12-31,,,,0.29620,1.83070,-0.81370,,-2.94250,0.21460,-2.72790,-2.72790,-2.72790,-2.72790,-2.93840,-2.94250,0.22330,0.22330,-11.00000,-11.00000,3.55050,0.00590,0.00590,,,,,,,,,,-34.09840,-41.82070,-23.18590,-33.89790,26.35600,-12.5137,-13.311
2021-09-30,,,,0.11690,1.53400,-0.72770,,-2.38080,0.55720,-1.82360,-1.82360,-1.82360,-2.02730,-2.37850,-2.38080,0.28760,0.28760,-7.00000,-7.00000,5.65210,0.00460,0.00460,,,,,,,,,,-17.87240,-20.88050,-13.09690,-17.79030,33.88080,-5.997,-8.6346
2021-06-30,,,,0.03130,0.39450,-0.28630,,-0.71480,-0.49220,-1.20700,-1.20700,-1.20700,-1.73920,-0.71200,-0.71480,0.17790,0.17790,-10.00000,-10.00000,0.13200,0.15200,2.76520,,,,,,,,,,18.71910,-446.99760,-33.59490,-379.04060,1.41480,-2.293,-2.2927
2021-03-31,,,,0.03000,0.46580,-0.39020,,-0.89070,0.00610,-0.88460,-0.88460,-0.88460,-0.88460,-0.88810,-0.89070,0.16880,0.16880,-5.00000,-5.00000,,,,,,,,,,,,,,,,,,-2.20310,-2.21580
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,10.2921,10.2975
2020-09-30,,,,0.00090,0.58270,-0.38720,,-0.97330,,-0.97330,-0.97330,-0.97330,-0.97330,-0.97100,-0.97330,0.15870,0.15870,-6.00000,-6.00000,,,,,,,,,,,,,,,,,,-2.6977,-2.6977
2020-06-30,,,,0.02570,0.42270,-0.17840,,-0.62900,,-0.62900,-0.62900,-0.62900,-1.08830,-0.62900,-0.62900,0.15620,0.15620,-7.00000,-7.00000,,,,,,,,,,,,,,,,,,-7.5944,-7.5998
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
