Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,128.67900,128.67900,48.33100,41.00600,39.34200,1.87300,41.21500,7.02500,34.19000,34.19000,34.19000,56.89100,39.34200,25.14900,30.03400,1.36000,1.14000,1.62090,0.02470,0.65400,100.00000,30.57380,30.57380,32.02930,26.57000,0.07460,0.60580,148.56970,4.73190,8.08330,1.98160,4.61500,28.62440,2.58,2.2099
2024-06-30,223.49300,223.49300,50.14500,39.44200,133.90600,0.19900,134.10500,24.44100,109.66400,109.66400,109.66400,151.28200,133.90600,25.20700,27.91000,4.35000,3.93000,1.51160,0.02480,0.67660,100.00000,59.91510,59.91510,60.00410,49.06820,0.13660,0.99930,90.05920,15.73880,27.83320,6.70200,15.34910,27.72800,-1.7247,-2.2021
2024-03-31,263.54200,263.54200,49.37500,110.42900,103.73800,-2.67500,101.06300,19.41100,81.65200,81.65200,81.65200,120.97800,103.73800,25.51000,28.34100,3.20000,2.88000,1.34480,0.04300,0.97290,100.00000,39.36300,39.36300,38.34800,30.98250,0.14580,1.80970,49.73250,13.07920,25.74480,4.51860,12.51720,24.54550,1.79150,1.45920
2023-12-31,105.51800,105.51800,45.72500,34.46800,25.32500,7.60300,32.92800,-6.15800,39.08600,39.08600,39.08600,44.41900,25.32500,26.86000,28.10200,1.68000,1.53000,1.32510,0.04750,1.04510,100.00000,24.00060,24.00060,31.20610,37.04200,0.05960,0.89960,100.04250,6.72100,14.55460,2.20720,6.40160,22.73450,-0.9273,-1.395
2023-09-30,140.10600,140.10600,50.25300,36.20000,53.65300,2.04200,55.69500,8.54100,47.15400,47.15400,47.94100,73.18000,53.65300,26.28500,27.81200,1.82000,1.72000,2.82340,0.45230,1.03990,100.00000,38.29460,38.29460,39.75200,34.21770,0.07670,2.01380,44.69100,8.02240,18.15650,2.58170,4.39350,22.62880,11.1831,10.8409
2023-06-30,101.59100,101.59100,49.87800,28.33700,23.37600,2.24600,25.62200,4.32900,21.29300,21.29300,21.78300,43.02100,23.37600,26.76800,27.65500,0.81000,0.79000,2.67000,0.44630,1.01530,100.00000,23.00990,23.00990,25.22070,21.44190,0.05770,0.42900,209.77700,3.54670,8.08490,1.20970,1.96380,22.59610,-1.7019,-2.1913
2023-03-31,202.37300,202.37300,49.42900,33.68300,119.26100,1.10400,120.36500,16.84500,103.52000,103.52000,105.25900,138.78700,119.26100,28.78000,29.37200,3.66000,3.58000,4.70300,0.49300,0.97220,100.00000,58.93130,58.93130,59.47680,52.01240,0.11570,1.40500,64.05710,16.55520,36.82730,5.92030,8.39430,23.09600,-0.94830,-1.23700
2022-12-31,117.05500,117.05500,45.73200,32.72900,38.59400,1.60200,40.19600,8.19000,32.00600,32.00600,32.40800,58.01600,38.59400,30.10600,30.48500,1.08000,1.06000,4.95560,0.45390,0.83100,100.00000,32.97080,32.97080,34.33940,27.68610,0.06160,2.20100,40.89000,4.38130,8.50060,1.68440,2.39280,24.62290,11.7366,10.3633
2022-09-30,114.76400,114.76400,50.11600,32.81100,31.83700,-6.74700,25.09000,3.32300,21.76700,21.76700,22.22200,50.55000,31.83700,29.65900,29.94000,0.75000,0.74000,4.65640,0.46330,0.86330,100.00000,27.74130,27.74130,21.86230,19.36320,0.05950,0.28470,316.07360,3.10160,6.43680,1.12890,1.66460,23.65890,-0.6689,0.0211
2022-06-30,124.65700,124.65700,45.17700,26.84200,49.90000,-21.28800,28.61200,8.02800,20.58400,20.58400,21.06900,71.05400,49.90000,30.41300,30.71000,0.69000,0.69000,4.44640,0.46860,0.88180,100.00000,40.02990,40.02990,22.95260,16.90160,0.07710,2.55440,35.23340,3.00390,6.56470,1.27260,1.59630,23.10560,-1.1102,-1.5028
2022-03-31,101.31800,101.31800,44.17700,26.41400,30.18500,-6.52000,23.66500,5.96100,17.70400,17.70400,17.99400,49.46700,30.18500,30.70300,31.27500,0.59000,0.58000,3.24420,0.35800,0.55750,100.00000,29.79230,29.79230,23.35720,17.75990,0.06350,4.28620,20.99750,2.32740,4.67890,1.10930,1.49430,24.65530,-0.57460,-0.90110
2021-12-31,111.81500,111.81500,133.48500,-54.84600,25.58900,3.55300,29.14200,9.32900,19.81300,19.81300,21.87800,44.81100,25.58900,30.76400,31.25300,0.72000,0.71000,2.82670,0.35960,0.56150,100.00000,22.88510,22.88510,26.06270,19.56630,0.06870,3.59380,25.04290,2.63150,5.08900,1.21690,1.68530,24.53380,2.2898,2.0955
2021-09-30,143.49600,143.49600,22.54600,77.12800,36.77700,-7.31000,29.46700,4.25300,25.21400,25.21400,26.22800,56.19800,36.77700,30.73700,31.43100,0.85000,0.83000,2.68590,0.36430,0.57310,100.00000,25.62930,25.62930,20.53510,18.27790,0.08440,1.01300,88.84660,3.42900,6.93720,1.48260,2.17980,23.96030,3.0719,2.7953
2021-06-30,87.73500,87.73500,21.87000,55.76900,-3.14900,-3.62700,-6.77600,0.02100,-6.79700,-6.79700,1.61800,16.54000,-3.14900,30.80400,31.18900,0.05000,0.05000,3.93950,0.37000,0.58720,100.00000,-3.58920,-3.58920,-7.72330,1.84420,0.05860,7.30940,12.31290,-0.94900,-2.03090,-0.45400,-0.59790,23.22300,-0.8741,-1.2325
2021-03-31,82.36300,82.36300,22.58300,47.79100,11.98900,-6.26600,5.72300,1.76500,3.95800,3.95800,5.57100,31.85000,11.98900,30.83600,31.19500,0.18000,0.18000,3.88920,0.36410,0.57250,100.00000,14.55630,14.55630,6.94850,6.76400,0.05270,6.58800,13.66120,0.54030,1.21840,0.25340,0.34360,23.77560,-0.31550,-0.63570
2020-12-31,90.79000,90.79000,142.60500,-54.95500,3.14000,-6.80000,-3.66000,-0.76900,-2.89100,-2.89100,-1.35000,23.15400,3.14000,30.77600,31.05800,-0.03380,-0.04380,3.38970,0.31600,0.46200,100.00000,3.45850,3.45850,-4.03130,-1.48690,0.05620,5.67150,15.86870,-0.36290,-0.76440,-0.17890,-0.24820,25.84910,0.6291,0.3433
2020-09-30,87.49300,87.49300,20.84500,51.21800,15.43000,-6.37100,9.05900,-12.84300,21.90200,21.90200,23.78400,36.09000,15.43000,30.80400,31.11900,0.77000,0.76000,3.25120,0.31170,0.45290,100.00000,17.63570,17.63570,10.35400,27.18390,0.05330,3.09360,29.09240,2.72860,5.99840,1.33510,1.87810,26.05580,3.2533,2.7412
2020-06-30,104.49800,104.49800,22.09200,50.48900,31.91700,-6.18200,25.73500,5.14400,20.59100,20.59100,22.25100,53.12400,31.91700,30.75700,31.04500,0.72000,0.72000,4.51630,0.31230,0.45420,100.00000,30.54320,30.54320,24.62730,21.29320,0.06790,5.39210,16.69120,2.60410,5.99430,1.33820,1.79080,25.66890,2.2504,1.937
2020-03-31,76.21000,76.21000,18.81800,52.71100,4.68100,-4.52200,0.15900,1.82000,-1.66100,-1.66100,0.11600,23.84100,4.68100,30.72200,30.92000,0.00380,0.00380,4.71310,0.31390,0.45750,100.00000,6.14220,6.14220,0.20860,0.15220,0.05200,2.97600,30.24170,-0.21420,-0.47470,-0.11340,-0.14690,25.22350,-0.86950,-1.12370
2019-12-31,102.16100,102.16100,18.83200,58.03300,25.29600,-5.36000,19.93600,7.98400,11.95200,11.95200,13.75400,45.48300,25.29600,31.54600,31.78500,0.43000,0.44000,3.32620,0.30840,0.56560,100.00000,24.76090,24.76090,19.51430,13.46310,0.06340,3.61350,24.90660,1.52010,3.41540,0.74140,1.05130,25.61090,0.5147,0.2517
2019-09-30,72.52300,72.52300,20.50600,48.24300,3.77400,-3.11700,0.65700,-0.17800,0.83500,0.83500,2.23400,23.03900,3.77400,31.13000,31.30800,0.07000,0.07000,3.05870,0.30130,0.54720,100.00000,5.20390,5.20390,0.90590,3.08040,0.04450,3.10520,28.98320,0.10390,0.23560,0.05130,0.07260,25.80220,3.9834,3.7027
2019-06-30,75.60900,75.60900,17.02700,49.66700,8.91500,2.44700,11.36200,4.98400,6.37800,6.37800,7.74300,28.04300,8.91500,31.54700,31.77600,0.25000,0.24000,3.87400,0.29970,0.54280,100.00000,11.79090,11.79090,15.02730,10.24080,0.04890,1.32220,68.06690,0.79700,1.76430,0.41280,0.55820,25.70970,-0.7405,-1.0834
2019-03-31,68.63100,68.63100,18.49500,50.28600,-0.15000,-5.86300,-6.01300,-1.79900,-4.21400,-4.21400,-2.80300,18.36400,-0.15000,32.61100,32.61100,-0.09000,-0.09000,1.95460,0.02260,0.38950,100.00000,-0.21860,-0.21860,-8.76130,-4.08420,0.04640,2.05960,43.69720,-0.51050,-1.11250,-0.28480,-0.49890,25.74900,-0.94390,-1.25250
2018-12-31,75.32600,75.32600,20.41900,51.06200,3.84500,-5.40100,-1.55600,-2.41600,0.86000,0.86000,2.08300,22.92900,3.84500,34.49100,35.30700,0.07000,0.07000,5.70950,0.25280,0.33840,100.00000,5.10450,5.10450,-2.06570,2.76530,0.04630,2.15020,41.85650,0.09170,0.17790,0.05290,0.06850,27.97620,-0.8026,-1.0614
2018-09-30,75.07900,75.07900,17.27600,44.88300,12.92000,-13.95300,-1.03300,-21.14300,20.11000,20.11000,21.75200,30.60600,12.92000,34.65100,35.60700,0.63000,0.61000,4.05690,0.23600,0.30890,100.00000,17.20860,17.20860,-1.37590,28.97220,0.04200,2.52210,35.68520,1.98120,3.64260,1.12470,1.51370,29.47130,4.7853,4.5132
2018-06-30,69.55500,69.55500,15.82900,38.04600,15.68000,-4.84700,10.83300,1.05700,9.77600,9.77600,10.96600,30.31900,15.68000,34.76900,35.63100,0.32000,0.31000,9.35730,0.21980,0.28170,100.00000,22.54330,22.54330,15.57470,15.76590,0.04290,0.89190,100.91180,0.94340,1.35850,0.60360,0.73600,29.76970,0.1916,-0.0219
2018-03-31,87.44400,87.44400,16.17400,41.12000,30.15000,-6.33600,23.81400,-4.91500,28.72900,28.72900,30.23000,44.84900,30.15000,34.64100,35.60600,0.87000,0.85000,9.57600,0.21790,0.27860,100.00000,34.47920,34.47920,27.23340,34.57070,0.05380,1.30930,68.74130,2.77380,4.02510,1.76670,2.16950,29.80870,-0.01670,-0.25360
