Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2018.00000,1188.00000,830.00000,150.00000,-492.00000,642.00000,188.00000,188.00000,10.00000,178.00000,178.00000,150.00000,188.00000,188.00000,60.60080,60.94980,2.49000,2.47000,0.36080,0.56440,9.31620,9.31620,9.31620,7.43310,0.00820,3.18430,3.18430,0.07260,2.03540,93.41890,0.3263,0.3263
2024-06-30,1427.00000,795.00000,632.00000,150.00000,-468.00000,618.00000,14.00000,14.00000,-20.00000,34.00000,34.00000,9.00000,14.00000,14.00000,61.95680,62.25530,0.12000,0.12000,0.42860,0.75010,0.98110,0.98110,0.98110,0.63070,0.00600,0.80840,0.80840,0.01430,0.46190,68.67610,5.2595,5.2595
2024-03-31,74.00000,30.00000,44.00000,151.00000,-507.00000,658.00000,-614.00000,-614.00000,-123.00000,-491.00000,-491.00000,-519.00000,-614.00000,-614.00000,63.03680,63.03680,-8.22000,-8.22000,0.42550,0.74060,-829.72970,-829.72970,-829.72970,-701.35140,0.00030,-11.52580,-11.52580,-0.20480,-6.62170,68.05660,-8.40780,-8.40780
2023-12-31,1400.00000,1898.00000,-498.00000,152.00000,-524.00000,676.00000,-1174.00000,-1174.00000,-258.00000,-916.00000,-916.00000,-942.00000,-1174.00000,-1174.00000,66.01360,66.01360,-14.58000,-14.55000,0.38660,0.63020,-83.85710,-83.85710,-83.85710,-67.28570,0.00590,-18.29070,-18.29070,-0.38760,-11.22000,78.86240,2.3205,2.3205
2023-09-30,1170.00000,-48.00000,1218.00000,155.00000,-473.00000,628.00000,590.00000,590.00000,109.00000,481.00000,481.00000,453.00000,590.00000,590.00000,65.40820,65.74440,6.92000,6.89000,0.43300,0.76370,50.42740,50.42740,50.42740,38.71800,0.00520,11.63520,11.63520,0.21520,6.59720,63.89100,5.0164,5.0164
2023-06-30,263.00000,-159.00000,422.00000,157.00000,-502.00000,659.00000,-237.00000,-237.00000,-62.00000,-175.00000,-175.00000,-200.00000,-237.00000,-237.00000,66.72210,66.72210,-3.01000,-3.01000,0.38830,0.63480,-90.11410,-90.11410,-90.11410,-76.04560,0.00110,-3.51970,-3.51970,-0.07560,-2.15310,75.38250,-2.0455,-2.0455
2023-03-31,1284.00000,1303.00000,-19.00000,156.00000,-478.00000,634.00000,-653.00000,-653.00000,-156.00000,-497.00000,-497.00000,-525.00000,-653.00000,-653.00000,67.87320,67.87320,-7.72000,-7.72000,0.35170,0.54250,-50.85670,-50.85670,-50.85670,-40.88790,0.00560,-8.54100,-8.54100,-0.21610,-5.53700,86.33280,-7.36670,-7.36670
2022-12-31,-127.00000,-811.00000,684.00000,155.00000,-489.00000,644.00000,40.00000,40.00000,-97.00000,137.00000,137.00000,110.00000,40.00000,40.00000,72.97030,73.58120,3.00000,2.89000,0.36050,0.56380,-31.49610,-31.49610,-31.49610,-86.61420,-0.00060,2.44730,2.44730,0.06090,1.56500,81.98830,-2.7646,-2.7646
2022-09-30,1121.00000,-45.00000,1166.00000,159.00000,-495.00000,654.00000,512.00000,512.00000,97.00000,415.00000,415.00000,388.00000,512.00000,512.00000,71.51750,71.95940,5.42000,5.39000,0.34930,0.53680,45.67350,45.67350,45.67350,34.61200,0.00510,7.05900,7.05900,0.18720,4.59320,83.91260,-13.391,-13.391
2022-06-30,3866.00000,939.00000,2927.00000,158.00000,-592.00000,750.00000,2177.00000,2177.00000,432.00000,1745.00000,1745.00000,1719.00000,2177.00000,2177.00000,74.57020,74.97170,23.04000,22.91000,0.23540,0.30780,56.31140,56.31140,56.31140,44.46460,0.01690,17.01440,17.01440,0.76460,13.00980,140.35280,2.035,2.035
2022-03-31,2013.00000,-656.00000,2669.00000,157.00000,-509.00000,666.00000,2003.00000,2003.00000,416.00000,1587.00000,1587.00000,1558.00000,2003.00000,2003.00000,76.85390,77.47650,20.27000,20.11000,0.19690,0.24510,99.50320,99.50320,99.50320,77.39690,0.00820,12.32240,12.32240,0.64760,9.89650,169.90760,-2.56850,-2.56850
2021-12-31,-150.00000,-3736.00000,3586.00000,620.00000,-700.00000,1320.00000,2266.00000,2266.00000,451.00000,1815.00000,1815.00000,1793.00000,2266.00000,2266.00000,83.78370,84.46620,21.01000,20.90000,0.16300,0.19480,-1510.66700,-1510.66700,-1510.66700,-1195.33300,-0.00060,11.19890,11.19890,0.69850,9.37310,208.12890,-0.1474,-0.1474
2021-09-30,2512.00000,1525.00000,987.00000,-82.00000,-579.00000,497.00000,490.00000,490.00000,105.00000,385.00000,385.00000,361.00000,490.00000,490.00000,82.70100,83.24500,4.37000,4.34000,0.17590,0.21350,19.50640,19.50640,19.50640,14.37100,0.00990,2.39190,2.39190,0.15120,1.97110,198.83140,6.9345,6.9345
2021-06-30,1676.00000,1039.00000,637.00000,8.00000,-608.00000,616.00000,21.00000,21.00000,-10.00000,31.00000,31.00000,10.00000,21.00000,21.00000,85.54940,86.06520,0.12000,0.11000,0.17520,0.21240,1.25300,1.25300,1.25300,0.59670,0.00660,0.19160,0.19160,0.01220,0.15800,192.10680,1.9893,1.9893
2021-03-31,938.00000,1053.00000,-115.00000,91.00000,-562.00000,653.00000,-768.00000,-768.00000,-185.00000,-583.00000,-583.00000,-610.00000,-768.00000,-768.00000,87.57340,87.57340,-6.96000,-6.96000,0.18550,0.22780,-81.87630,-81.87630,-81.87630,-65.03200,0.00390,-3.86550,-3.86550,-0.24100,-3.14850,173.67370,-1.18760,-1.18760
2020-12-31,131.00000,914.00000,-783.00000,-156.00000,-679.00000,523.00000,-1306.00000,-1306.00000,-275.00000,-1031.00000,-1031.00000,-1045.00000,-1306.00000,-1306.00000,95.35080,95.35080,-5.25000,-5.10000,0.15960,0.19000,-996.94650,-996.94650,-996.94650,-797.71000,0.00050,-5.69990,-5.69990,-0.41590,-4.79000,205.05150,3.757,3.757
2020-09-30,309.00000,3328.00000,-3019.00000,244.00000,-580.00000,824.00000,-3843.00000,-3843.00000,-850.00000,-2993.00000,-2993.00000,-3012.00000,-3843.00000,-3843.00000,92.69320,92.69320,-32.49000,-32.49000,0.17840,0.21710,-1243.68900,-1243.68900,-1243.68900,-974.75730,0.00130,-16.32750,-16.32750,-1.24870,-13.41550,201.08820,0.6245,0.6245
2020-06-30,-922.00000,1115.00000,-2037.00000,-92.00000,-577.00000,485.00000,-2522.00000,-2522.00000,-531.00000,-1991.00000,-1991.00000,-1998.00000,-2522.00000,-2522.00000,94.69820,94.69820,-21.10000,-21.10000,0.15950,0.18970,273.53580,273.53580,273.53580,216.70280,-0.00390,-9.49270,-9.49270,-0.84590,-7.97900,225.57540,4.018,4.018
2020-03-31,8985.00000,1446.00000,7539.00000,770.00000,-517.00000,1287.00000,6252.00000,6252.00000,1293.00000,4959.00000,4959.00000,4950.00000,6252.00000,6252.00000,104.75930,105.09350,47.26000,47.11000,0.17600,0.21360,69.58260,69.58260,69.58260,55.09180,0.04010,24.26240,24.26240,2.21430,19.99270,203.36910,0.91350,0.91350
2019-12-31,306.00000,1002.00000,-696.00000,9.00000,-667.00000,676.00000,-1372.00000,-1372.00000,-303.00000,-1069.00000,-1069.00000,-1077.00000,-1372.00000,-1372.00000,112.50870,112.50870,-9.82000,-9.78000,0.21190,0.26880,-448.36600,-448.36600,-448.36600,-351.96080,0.00130,-6.58370,-6.58370,-0.47040,-5.18880,153.14020,4.394,4.394
2019-09-30,3187.00000,1591.00000,1596.00000,181.00000,-611.00000,792.00000,804.00000,804.00000,119.00000,685.00000,685.00000,676.00000,804.00000,804.00000,110.91540,111.52750,6.09000,6.06000,0.19730,0.24580,25.22750,25.22750,25.22750,21.21120,0.01410,3.85700,3.85700,0.30330,3.09600,162.54210,4.8515,4.8515
2019-06-30,2370.00000,1110.00000,1260.00000,170.00000,-621.00000,791.00000,469.00000,469.00000,85.00000,384.00000,384.00000,377.00000,469.00000,469.00000,114.93100,115.53700,3.28000,3.27000,0.21080,0.26710,19.78900,19.78900,19.78900,15.90720,0.01070,2.34990,2.34990,0.17360,1.85450,145.06640,3.7831,3.7831
