Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2019-03-31,691.00000,1030.00000,-339.00000,22.00000,-592.00000,614.00000,-953.00000,-953.00000,-218.00000,-735.00000,-735.00000,-737.00000,-953.00000,-953.00000,116.80540,116.80540,-6.31000,-6.31000,0.22460,0.28970,-137.91610,-137.91610,-137.91610,-106.65700,0.00320,-4.87920,-4.87920,-0.33960,-3.78320,129.65750,3.21900,3.21900
2018-12-31,4026.00000,1169.00000,2857.00000,469.00000,-601.00000,1070.00000,1787.00000,1787.00000,345.00000,1442.00000,1442.00000,1442.00000,1787.00000,1787.00000,119.38630,119.82750,12.07000,12.04000,0.21480,0.27360,44.38650,44.38650,44.38650,35.81720,0.01950,9.95650,9.95650,0.69900,7.81740,123.22600,13.051,13.051
2018-09-30,1422.00000,1095.00000,327.00000,30.00000,-665.00000,695.00000,-368.00000,-368.00000,-99.00000,-269.00000,-269.00000,-271.00000,-368.00000,-368.00000,119.65700,119.65700,-2.26000,-2.26000,0.23450,0.30630,-25.87900,-25.87900,-25.87900,-19.05770,0.00660,-2.07740,-2.07740,-0.12400,-1.59030,108.99740,4.0113,4.0113
2018-06-30,1702.00000,1082.00000,620.00000,246.00000,-691.00000,937.00000,-317.00000,-317.00000,-79.00000,-238.00000,-238.00000,-239.00000,-317.00000,-317.00000,119.77300,119.77300,-2.01000,-2.01000,0.21080,0.26720,-18.62520,-18.62520,-18.62520,-14.04230,0.00790,-1.76300,-1.76300,-0.11010,-1.39120,112.71320,6.0615,6.0615
2018-03-31,1815.00000,1005.00000,810.00000,305.00000,-618.00000,923.00000,-113.00000,-113.00000,-48.00000,-65.00000,-65.00000,-67.00000,-113.00000,-113.00000,119.77300,119.77300,-0.56000,-0.56000,0.20880,0.26400,-6.22590,-6.22590,-6.22590,-3.69150,0.00830,-0.47540,-0.47540,-0.02970,-0.37610,114.15760,2.42960,2.42960
2017-12-31,1880.00000,1177.00000,703.00000,231.00000,-694.00000,925.00000,-222.00000,-222.00000,-890.00000,668.00000,668.00000,668.00000,-222.00000,-222.00000,119.77310,119.77310,5.57000,5.57000,0.19850,0.24770,-11.80850,-11.80850,-11.80850,35.53190,0.00840,4.58160,4.58160,0.29800,3.67190,121.73030,11.4049,11.4049
2017-09-30,1972.00000,1362.00000,610.00000,123.00000,-611.00000,734.00000,-124.00000,-124.00000,819.00000,-943.00000,-943.00000,-943.00000,-124.00000,-124.00000,119.77300,119.77300,-7.87000,-7.87000,0.20720,0.26140,-6.28800,-6.28800,-6.28800,-47.81950,0.00880,-6.81800,-6.81800,-0.42230,-5.40530,115.47680,5.8861,5.8861
2017-06-30,2025.00000,1069.00000,956.00000,21.00000,-614.00000,635.00000,321.00000,321.00000,75.00000,246.00000,246.00000,246.00000,321.00000,321.00000,119.77310,119.77310,2.05000,2.05000,0.15480,0.18320,15.85190,15.85190,15.85190,12.14820,0.00900,1.49410,1.49410,0.10970,1.26280,137.46840,8.0569,8.0569
2017-03-31,965.00000,1139.00000,-174.00000,-148.00000,-564.00000,416.00000,-590.00000,-590.00000,-241.00000,-349.00000,-349.00000,-349.00000,-590.00000,-590.00000,119.77300,119.77300,-2.91000,-2.91000,,,-61.13990,-61.13990,-61.13990,-36.16580,,,,,,,3.00570,3.00570
2016-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,-21.7495,-21.7495
2016-09-30,1766.00000,1348.00000,418.00000,-10.00000,-519.00000,670.00000,-252.00000,-252.00000,-94.00000,-158.00000,-158.00000,-158.00000,-252.00000,-252.00000,119.77300,119.77300,-1.32000,-1.32000,,,-14.26950,-14.26950,-14.26950,-8.94680,,,,,,,3.9325,3.9325
2016-06-30,-584.00000,1444.00000,-2028.00000,-281.00000,-493.00000,212.00000,-2240.00000,-2240.00000,-817.00000,-1423.00000,-1423.00000,-1423.00000,-2240.00000,-2240.00000,119.77310,119.77310,-11.88000,-11.88000,,,383.56160,383.56160,383.56160,243.66440,,,,,,,17.817,17.817
2015-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
