Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-12-31,156.75500,48.53800,108.21700,14.95200,-146.97800,227.91800,-119.70100,-443.75010,-563.45100,-5.02900,-558.42200,-558.42200,-544.80700,124.26400,-119.70100,20.20800,20.20800,-30.39000,-30.39000,5.50640,-76.36190,-76.36190,-359.44690,-347.55320,0.05320,-139.22260,-188.39190,-18.95540,-139.22260,19.30690,7.0918,7.1787
2021-09-30,150.37500,47.25700,103.11800,13.50200,-0.01500,59.99600,43.12200,-87.23700,-44.11500,-1.23400,-42.88100,-42.88100,-41.72000,90.06400,43.12200,196.45400,196.45400,-0.21000,-0.21000,2.23890,28.67630,28.67630,-29.33670,-27.74400,0.03560,-9.42120,-21.15660,-1.01420,-9.42070,2.30320,0.3649,0.4011
2021-06-30,136.56100,43.51700,93.04400,11.26900,-0.34400,59.11200,33.93200,-42.78800,-8.85600,0.70500,-9.56100,-9.56100,-8.88200,82.33100,33.93200,196.45800,196.45800,-0.05000,-0.05000,1.98680,24.84750,24.84750,-6.48500,-6.50410,0.03200,-1.92350,-3.42100,-0.22420,-1.92340,2.53040,0.3448,0.3251
2021-03-31,133.18400,49.13400,84.05000,12.61200,0.85800,59.86600,24.18400,-51.71300,-27.52900,0.75100,-28.28000,-28.28000,-26.76300,73.27700,24.18400,196.50900,196.50900,-0.14000,-0.14000,2.04680,18.15830,18.15830,-20.66990,-20.09480,0.03110,-5.58240,-8.39300,-0.66070,-5.58210,2.57880,0.31940,0.29730
2020-12-31,154.17900,45.69300,108.48600,-8.63500,127.90300,-83.55000,192.03610,-271.40700,-79.37100,-0.35300,-79.01800,-79.01800,-63.04500,246.70500,192.03600,190.27700,190.27700,-0.30000,-0.30000,2.21760,124.55400,124.55390,-51.47980,-40.89080,0.03470,-14.78980,-19.65090,-1.77820,-14.78920,2.71810,0.395,0.3838
2020-09-30,129.89700,46.03600,83.86100,25.49700,2.43400,76.54000,7.32100,-51.19900,-43.87800,0.54600,-44.42400,-44.42400,-54.10100,63.46500,7.32100,193.48100,193.48100,-0.28000,-0.28000,6.09210,5.63600,5.63600,-33.77910,-41.64920,0.02850,-7.25650,-9.05700,-0.97330,-7.25620,3.51620,0.106,0.0485
2020-06-30,124.21100,40.78500,83.42600,18.72700,-13.51600,84.90600,-1.48000,-55.19600,-56.67600,16.11700,-72.79300,-72.79300,-81.45200,53.72200,-1.48000,191.96200,191.96200,-0.42000,-0.42000,5.77550,-1.19150,-1.19150,-45.62880,-65.57550,0.02670,-11.14020,-13.35410,-1.56370,-11.13980,3.40430,-0.0163,-0.0632
2020-03-31,167.57400,55.36500,112.20900,17.83600,-133.80200,207.54000,-95.33100,-43.43700,-138.76800,0.52600,-139.29400,-139.29400,-133.89600,-38.12600,-95.33100,179.13300,179.13300,-0.75000,-0.75000,5.22650,-56.88890,-56.88890,-82.81000,-79.90260,0.03550,-19.21120,-23.48460,-2.95030,-19.21060,3.77720,0.21620,0.09200
2019-12-31,190.03790,55.70300,134.33490,15.28000,3.65800,70.92990,63.40500,-26.06400,37.34100,0.53100,36.81000,36.81000,22.04600,124.10400,63.40500,173.44500,173.44500,0.12000,0.12000,4.09230,33.36440,33.36440,19.64920,11.60080,0.04110,4.27110,5.02600,0.79630,4.27100,4.95000,0.2779,0.0388
2019-09-30,187.25100,56.29600,130.95500,12.46700,22.68100,53.95400,77.00100,-167.36500,-90.36400,1.67000,-92.03400,-92.03400,-90.11600,143.05000,77.00100,173.47100,173.47100,-0.52000,-0.52000,4.57350,41.12180,41.12180,-48.25820,-48.12580,0.03930,-11.37970,-13.88680,-1.92950,-11.37930,4.66240,0.5719,0.6863
2019-06-30,193.37700,56.97800,136.39900,14.42700,-0.03400,78.93900,57.46000,-86.33500,-28.87500,0.81300,-29.68800,-29.68800,-35.40000,123.42000,57.46000,173.47300,173.47300,-0.20000,-0.20000,4.20860,29.71400,29.71400,-14.93200,-18.30620,0.03830,-3.23200,-3.83500,-0.58810,-3.23190,5.29530,0.4062,0.4596
2019-03-31,198.03000,61.67500,136.35500,22.00700,-88.15000,179.94900,-43.59400,-3.07600,-46.67000,0.13900,-46.80900,-46.80900,-50.19900,27.95100,-43.59400,173.25200,173.25200,-0.29000,-0.29000,4.06750,-22.01390,-22.01390,-23.56710,-25.34920,0.03840,-4.88380,-5.80380,-0.90680,-4.88370,5.52550,0.32030,0.37120
2018-12-31,216.88100,61.80500,155.07600,13.66100,-0.41000,82.21100,72.86500,-138.19100,-65.32600,0.29500,-65.62100,-65.62100,-65.53000,142.32700,72.86500,172.48600,172.48600,-0.39000,-0.39000,3.91720,33.59680,33.59680,-30.12070,-30.21470,0.04060,-6.35780,-7.46970,-1.22870,-6.35760,5.97810,0.5631,0.4965
2018-09-30,206.87800,60.91200,145.96600,16.05100,-0.03800,88.03400,57.93200,-59.86900,-1.93700,1.03400,-2.97100,-2.97100,-12.59000,133.36900,57.93200,172.66500,172.66500,-0.07000,-0.07000,3.66990,28.00300,28.00300,-0.93630,-6.08570,0.03770,-0.26490,-0.31100,-0.05410,-0.26490,6.49520,0.5822,0.6263
2018-06-30,214.59800,62.04200,152.55600,13.49000,-0.24500,87.30100,65.25500,-97.46600,-32.21100,-2.23500,-29.97600,-29.97600,-35.02000,139.74400,65.25500,172.66200,172.66200,-0.20000,-0.20000,3.54660,30.40800,30.40800,-15.00990,-16.31890,0.03840,-2.54810,-2.98560,-0.53700,-2.54800,6.81360,0.4705,0.3534
2018-03-31,220.20000,67.85300,152.34700,18.30400,-0.09400,90.14800,62.19900,-63.50500,-1.30600,-0.64500,-0.66100,-0.66100,-10.32000,135.18300,62.19900,171.94300,171.94300,-0.06000,-0.06000,3.35010,28.24660,28.24660,-0.59310,-4.68660,0.03860,-0.05260,-0.06120,-0.01160,-0.05260,7.27450,0.57130,0.40760
2017-12-31,235.35600,131.27600,104.08000,-58.30800,,-50.31700,154.39700,-111.00800,43.38900,2.85100,40.53800,40.53800,36.46400,229.52200,154.39700,171.07000,171.07000,0.14000,0.14000,3.42170,65.60150,65.60150,18.43550,15.49310,0.04130,3.27860,3.78720,0.71060,3.27850,7.22710,0.5465,0.2848
2017-09-30,224.65000,64.12200,160.52800,13.56800,-25.06700,110.36700,50.16100,-41.92600,8.23500,-1.06400,9.29900,9.29900,-2.25800,122.31900,50.16100,171.09600,171.09600,-0.01000,-0.01000,,22.32850,22.32850,3.66570,-1.00510,,,,,,,0.7693,0.4822
2017-06-30,229.23300,60.44400,168.78900,15.75200,-48.22200,146.48300,22.30600,45.40100,67.70700,-2.92000,70.62700,70.62700,30.17300,105.69300,22.30600,171.09500,171.09500,0.18000,0.18000,,9.73070,9.73070,29.53630,13.16260,,,,,,,0.5868,1.399
2017-03-31,238.01300,70.34900,167.66400,16.08200,-3.26300,90.56500,77.09900,-39.38100,37.71800,-0.80000,38.51800,38.51800,22.89200,148.68400,77.09900,170.98900,170.98900,0.13000,0.13000,,32.39280,32.39280,15.84700,9.61800,,,,,,,0.61330,-0.07440
2016-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,0,0
