Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,0.13720,0.86920,,,-1.00650,0.03440,-0.97210,-0.97210,-0.97210,,-0.97210,-1.00540,-1.00650,1.28190,1.28190,-0.76000,-0.76000,4.09020,,0.11240,,,,,,,,,,-33.23960,-33.23970,-25.18990,-33.23970,2.02930,1.0898,1.0898
2024-06-30,,,,0.21440,1.25310,,,-1.46750,0.04310,-1.42440,-1.42440,-1.42440,,-1.42440,-1.46640,-1.46750,0.60040,0.60040,-2.37000,-2.37000,2.98170,,,,,,,,,,,,-59.96730,-59.96720,-40.08170,-59.96720,3.70470,-1.4585,-1.4585
2024-03-31,,,,0.24300,1.52860,,,-1.77160,0.05630,-1.71530,-1.71530,-1.71530,,-1.71530,-1.77050,-1.77160,0.52430,0.52430,-3.28000,-3.28000,3.91390,,0.03200,,,,,,,,,,-47.00030,-47.00020,-35.12310,-47.00020,6.76710,-2.58230,-2.58230
2023-12-31,,,,0.06000,0.91070,,,-0.97070,0.08890,-0.88180,-0.88180,-0.88180,,-0.88180,-0.96960,-0.97070,0.40810,0.40810,3.78000,3.78000,5.01810,,0.05480,,,,,,,,,,-16.67770,-16.67770,-13.38790,-16.67770,10.73990,-7.3245,-7.3245
2023-09-30,,,,1.03640,1.49580,,,-2.53220,0.08940,-2.44280,-2.44280,-2.44280,,-2.44280,-2.52660,-2.53220,0.46930,0.46930,-5.21000,-5.21000,3.58700,,0.07550,,,,,,,,,,-40.15340,-40.15340,-29.06650,-40.15340,12.35900,-1.754,-1.754
2023-06-30,,,,2.35190,1.61950,,,-3.97140,0.09410,-3.87730,-3.87730,-3.87730,,-3.87730,-3.96970,-3.97140,0.33860,0.33860,-11.45000,-11.45000,3.28330,,,,,,,,,,,,-46.08270,-46.08270,-32.16270,-46.08270,20.08070,-11.8009,-11.8009
2023-03-31,,,,3.72560,1.69510,,,-5.42070,0.07990,-5.34080,-5.34080,-5.34080,,-5.34080,-5.41900,-5.42070,0.29900,0.29900,-17.84000,-17.84000,2.21080,,,,,,,,,,,,-96.07680,-96.07680,-53.11480,-96.07680,18.01900,-10.60030,-10.60030
2022-12-31,,,,4.68570,1.79220,,,-6.47790,0.10690,-6.37090,-6.37090,-6.37090,,-6.37090,-6.47620,-6.47790,0.26560,0.26560,-23.76000,-23.76000,3.40360,,,,,,,,,,,,-61.34980,-61.34980,-43.48520,-61.34980,36.82490,-20.4097,-20.4097
2022-09-30,,,,3.79010,1.83200,-8.86590,,-14.48810,0.07860,-14.40950,-14.40950,-14.40950,,-14.40950,-14.48640,-14.48810,0.28100,0.28100,-51.28000,-51.28000,5.77600,,,,,,,,,,,,-86.73850,-86.73850,-73.05920,-86.73850,59.09310,-19.1648,-19.1648
2022-06-30,,,,2.92160,1.83640,,,-4.75800,0.03960,-4.71830,-4.71830,-4.71830,,-4.71830,-4.75940,-4.75800,0.26760,0.26760,-17.60000,-17.60000,8.30920,,,,,,,,,,,,-15.27760,-21.42920,-14.02020,-15.27760,110.07200,-11.4585,-11.4585
2022-03-31,,,,4.43950,1.67780,,,-6.11720,0.00800,-6.10920,-6.10920,-6.10920,,-6.10920,-6.11240,-6.11720,0.23130,0.23130,-26.40000,-26.40000,11.87970,,,,,,,,,,,,-18.28260,-24.88520,-17.20530,-18.28260,143.11650,-15.22350,-15.22350
2021-12-31,0.00000,,0.00000,2.69560,1.44920,,,-4.14490,0.04000,-4.10490,-4.10490,-4.10490,,-4.10490,-4.14010,-4.14490,0.20680,0.20680,-19.04000,-19.04000,14.28960,,,,,,,,0.00000,,,,-10.60060,-13.74840,-10.05260,-10.60060,171.15130,-15.9294,-15.9294
2021-09-30,,,,2.01590,1.73070,,,-3.74670,0.00960,-3.73710,-3.73710,-3.73710,,-3.73710,-3.74190,-3.74670,0.22400,0.22400,-16.72000,-16.72000,21.82240,,,,,,,,,,,,-8.76210,-11.06150,-8.44290,-8.76210,188.83470,-7.0333,-7.0333
2021-06-30,0.57140,,0.57140,2.09630,1.59190,,,-3.11680,0.04250,-3.07440,-3.07440,-3.07440,,-3.07440,-3.11200,-3.11680,0.22380,0.22380,-14.00000,-14.00000,24.65630,,,100.00000,-545.48320,-545.48320,-538.05380,-538.05370,0.01210,,0.11920,755.25470,-6.70510,-8.31240,-6.48540,-6.70510,204.78950,-8.5298,-8.5298
2021-03-31,1.26880,,1.26880,1.74070,1.33280,,,-1.80460,-0.04730,-1.85190,-1.85190,-1.85190,,-1.85190,-1.79980,-1.80460,0.15280,0.15280,-12.00000,-12.00000,20.93550,,0.00390,100.00000,-142.22520,-142.22520,-145.95320,-145.95320,0.02500,,0.30040,299.58170,-3.79660,-4.63990,-3.64780,-3.79660,218.07880,-17.82440,-17.82440
2020-12-31,1.47890,,1.47890,2.02350,1.21280,,,-1.75730,-0.01020,-1.76750,-1.76750,-1.76750,,-2.16400,-1.75200,-1.75730,0.07790,0.07790,-10.00000,-10.00000,7.06190,0.02110,0.02150,100.00000,-118.82490,-118.82490,-119.51600,-146.31980,0.05930,,0.38350,234.65720,-7.97660,-13.29660,-7.08940,-7.80850,186.14130,-32.8955,-32.9288
2020-09-30,1.37820,,1.37820,1.80370,1.33310,,,-1.75850,0.04190,-1.71660,-1.71660,-1.71660,,-1.71660,-1.75430,-1.75850,0.08980,0.08980,-20.00000,-20.00000,5.66450,,0.03690,100.00000,-127.59070,-127.59070,-124.55260,-124.55260,0.05980,,0.42900,209.79020,-8.33080,-14.62200,-7.44320,-8.33080,207.94150,-10.8201,-10.8201
2020-06-30,1.24330,,1.24330,1.44330,1.70090,,,-1.90100,0.11670,-1.78430,-1.78430,-1.78430,,-1.78430,-1.89670,-1.90100,0.06980,0.06980,-26.00000,-26.00000,5.50640,,,100.00000,-152.89460,-152.89460,-143.50870,-143.50870,0.06700,,0.67780,132.79030,-10.58590,-22.33380,-9.61270,-10.58590,230.29070,-10.8843,-10.8843
2020-03-31,1.13280,,1.13280,1.64340,1.85900,,,-2.36960,0.28570,-2.08380,-2.08380,-2.08380,,-2.08380,-2.36530,-2.36960,0.04770,0.04770,-44.00000,-44.00000,5.27660,,0.01400,100.00000,-209.17150,-209.17150,-183.94780,-183.94780,0.05650,,1.91640,46.96350,-11.57510,-22.80710,-10.38510,-11.57510,263.85190,-77.77860,-77.77860
2019-12-31,1.03870,,1.03870,1.33800,1.76080,,,-2.06000,0.17960,-1.88050,-1.88050,-1.88050,,-1.88280,-2.05580,-2.06000,0.01630,0.01630,-90.00000,-90.00000,1.41690,,0.04750,100.00000,-198.32870,-198.32880,-181.04230,-181.26830,0.07480,,,,-17.77240,-109.65210,-13.53400,-17.77240,469.11350,-212.5097,-212.5097
2019-09-30,0.87490,,0.87490,1.14090,3.49420,,,-3.76020,1.13010,-2.63010,-2.63010,-2.63010,0.00230,-2.62770,-3.75590,-3.76020,0.01800,0.01800,-146.00000,-146.00000,2.76760,0.07140,0.07690,100.00000,-429.75820,-429.75820,-300.59680,-300.32850,0.06050,,,,-27.01100,-301.91660,-18.19120,-25.08130,518.45340,-270.4561,-270.4561
2019-06-30,0.89580,,0.89580,0.84010,0.96770,,,-0.91210,0.00850,-0.90360,-0.90360,-0.90360,,-0.90360,-0.90790,-0.91210,0.01510,0.01510,-60.00000,-60.00000,6.86060,,,100.00000,-101.82230,-101.82230,-100.87820,-100.87820,0.12550,,31.67760,2.84110,-14.81120,-14.81130,-12.66080,-14.81130,1688.27000,-68.0905,-68.0905
2019-03-31,0.65560,,0.65560,0.69990,1.48850,,,-1.53280,0.01070,-1.52210,-1.52210,-1.52210,,-1.52210,-1.41810,-1.53280,0.01190,0.01190,-128.00000,-128.00000,8.94110,,,100.00000,-233.78610,-233.78610,-232.15290,-232.15300,0.08010,,72.29410,1.24490,-20.92690,-20.92690,-18.59720,-20.92690,2012.75800,-157.50190,-157.50190
2018-12-31,1.05820,,1.05820,-9.92080,-4.77250,,,16.01540,-0.10250,15.91290,15.91290,15.91290,,15.81380,16.01960,16.01540,0.00770,0.00770,4608.00000,4608.00000,0.80920,,,124.93620,1513.43200,1513.43200,1503.74900,1494.38000,0.16000,,,,-1251.88700,-1251.88700,240.60080,-1251.88700,-125.06270,84.4208,84.4208
2018-09-30,0.46910,,0.46910,0.35360,0.42900,,,-0.31350,0.00610,-0.30750,-0.30750,-0.30750,,-0.33200,-0.43630,-0.31350,0.00830,0.00830,-40.00000,-40.00000,4.73860,,,100.00000,-66.84010,-66.84010,-65.54720,-70.78760,0.03370,,22.34320,4.02810,-2.78230,-2.78230,-2.20580,-2.78230,3058.16000,5356.0387,5355.6467
2018-06-30,0.24550,0.17990,0.06560,6.17460,2.99460,,9.16930,-9.10370,0.05180,-9.05190,-9.05190,-9.05190,,-9.05190,-9.04440,-9.10370,0.00360,0.00360,-2500.00000,-2500.00000,4.45750,,,26.70320,-3708.19000,-3708.19000,-3687.08700,-3687.08700,0.01430,0.65270,14.16710,6.35270,-67.50000,-67.49990,-52.58820,-67.49990,3711.44600,-2267.534,-2267.282
2018-03-31,0.17860,0.08390,0.09460,4.68020,3.69730,,8.37750,-8.28280,0.05960,-8.22320,-8.22320,-8.22320,,-8.22320,-8.20650,-8.28280,0.00360,0.00360,-2300.00000,-2300.00000,6.22250,,,52.99970,-4638.10400,-4638.10400,-4604.73400,-4604.73400,0.00690,0.20070,14.13840,6.36560,-37.56940,-37.56940,-31.58760,-37.56940,6086.44400,-2630.08100,-2629.94100
2017-12-31,0.28280,0.13330,0.14950,4.25940,3.98310,,8.24250,-8.09300,0.06440,-8.02850,-8.02850,-8.02850,,-8.02850,-8.04860,-8.09300,0.00350,0.00350,-2250.00000,-2250.00000,5.90580,,,52.85370,-2861.44100,-2861.44100,-2838.66000,-2838.66200,0.00810,0.30870,27.23430,3.30470,-27.58390,-27.58390,-22.94340,-27.58390,8177.18900,-1713.156,-1717.49
2017-09-30,0.41360,0.14880,0.26480,4.73940,4.93490,,9.67430,-9.40950,0.07730,-9.33210,-9.33210,-9.33210,,-9.33210,-9.35270,-9.40950,0.00350,0.00350,-2700.00000,-2700.00000,8.15540,,,64.03390,-2275.00700,-2275.00700,-2256.30800,-2256.30800,0.01000,0.27860,11.77210,7.64520,-25.79250,-25.79250,-22.64640,-25.79250,10313.40000,-2255.633,-2267.927
