Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,14.25100,8.76700,5.48400,4.50200,4.74700,0.73700,0.36200,1.09900,0.23700,0.86200,0.86200,0.86200,0.98200,0.73700,11.07600,11.17400,0.08000,0.08000,18.99850,38.48150,5.17160,5.17160,7.71170,6.04870,0.19440,0.41600,2.27250,39.60350,1.38890,1.39010,1.17560,1.38890,5.66640,0.4759,0.2863
2024-06-30,16.28900,9.44800,6.84100,4.88400,5.12900,1.71200,0.40700,2.11900,0.47500,1.64400,1.64400,1.64400,1.95700,1.71200,11.13710,11.22630,0.15000,0.15000,28.42760,41.99770,10.51020,10.51020,13.00880,10.09270,0.22410,0.45460,1.84120,48.88150,2.64990,2.65220,2.26220,2.64990,5.57530,-0.0793,-0.0912
2024-03-31,13.48200,8.06500,5.41700,4.84700,5.09100,0.32600,0.39600,0.72200,0.14600,0.57600,0.57600,0.57600,0.57000,0.32600,11.28500,11.38900,0.05000,0.05000,25.37000,40.17950,2.41800,2.41800,5.35530,4.27240,0.18540,0.38830,1.80170,49.95330,0.93440,0.93520,0.79220,0.93440,5.42010,-0.10260,-0.10990
2023-12-31,15.26400,9.55800,5.70600,4.49700,4.73500,0.97100,0.35200,1.32300,0.26200,1.06100,1.06100,1.06100,1.20900,0.97100,11.85600,11.85600,0.08000,0.08000,20.67970,37.38210,6.36140,6.36140,8.66750,6.95100,0.22200,0.47480,2.33220,38.59080,1.72330,1.72480,1.54300,1.72330,5.39310,0.295,0.2696
2023-09-30,16.05300,10.01800,6.03500,4.38700,4.61200,1.42300,0.40200,1.82500,0.39500,1.43000,1.43000,1.43000,1.64800,1.42300,11.78100,11.78100,0.12000,0.12000,26.58270,37.59420,8.86440,8.86440,11.36860,8.90800,0.24850,0.46540,1.90200,47.31830,2.32930,2.33140,2.21320,2.32930,5.27600,0.3362,0.3273
2023-06-30,16.11500,10.00900,6.10600,4.57500,4.79400,1.31200,0.27200,1.58400,0.43800,1.14600,1.14600,1.14600,1.53100,1.31200,11.99740,12.01390,0.10000,0.10000,27.16320,37.89020,8.14150,8.14150,9.82940,7.11140,0.25050,0.45560,1.69260,53.17340,1.87500,1.87670,1.78110,1.87500,5.14660,0.2214,0.2126
2023-03-31,13.80000,8.81800,4.98200,4.31300,4.55600,0.42600,0.26700,0.69300,0.14100,0.55200,0.55200,0.55200,0.66900,0.42600,12.15000,12.19400,0.05000,0.05000,30.93780,36.10150,3.08700,3.08700,5.02170,4.00000,0.21540,0.36600,1.51120,59.55650,0.90510,0.90600,0.86180,0.90510,5.02520,-0.13920,-0.16290
2022-12-31,12.22500,7.41400,4.81100,3.87800,4.05200,0.75900,0.11000,0.86900,0.30500,0.56400,0.56400,0.56400,0.93200,0.75900,12.71400,12.78100,0.05000,0.05000,21.84620,39.35380,6.20860,6.20860,7.10840,4.61350,0.18860,0.30390,1.75320,51.33500,0.92830,0.92910,0.87030,0.92830,4.96960,0.1509,0.1399
2022-09-30,14.72200,9.90400,4.81800,3.97000,4.17100,0.64700,0.01500,0.66200,0.15900,0.50300,0.50300,0.50300,0.84900,0.64700,12.61500,12.68800,0.04000,0.04000,27.43420,32.72650,4.39480,4.39480,4.49670,3.41670,0.22140,0.39420,2.01700,44.62100,0.80240,0.80320,0.75630,0.80240,5.02400,0.1106,0.1003
2022-06-30,17.37300,11.76100,5.61200,4.06500,4.29200,1.32000,-0.43000,0.89000,0.19700,0.69300,0.69300,0.69300,1.54700,1.32000,12.83400,12.90800,0.05000,0.05000,20.62490,32.30300,7.59800,7.59800,5.12290,3.98890,0.25560,0.50790,2.15840,41.69750,1.09590,1.09690,1.01940,1.09590,4.96830,0.1627,0.1556
