Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,45.86800,21.05400,24.81400,5.05300,,16.77000,8.04400,-4.76900,3.27500,3.27500,3.27500,-4.32500,20.16700,8.04400,52.30100,52.30100,-0.09000,-0.09000,0.44420,0.79930,17.53730,17.53730,7.14010,-9.42920,0.03240,1.06580,0.42550,0.23160,0.23650,14.38530,0.10720,-0.29460
2021-12-31,46.00200,20.80800,25.19400,5.14000,,16.69200,8.50200,8.50800,17.01000,17.01000,17.01000,9.41000,20.33000,8.50200,46.33200,47.43200,0.19000,0.18000,0.40220,0.67280,18.48180,18.48180,36.97670,20.45560,0.03620,6.07890,2.29200,1.33850,1.37020,14.36840,0.4063,-0.058
2021-09-30,48.03000,22.65900,25.37100,4.48900,,15.86900,9.50200,-5.30500,4.19700,4.19700,4.19700,-3.40300,21.15700,9.50200,47.77800,47.77800,-0.07000,-0.07000,0.43110,0.75760,19.78350,19.78350,8.73830,-7.08520,0.03980,2.02440,0.62680,0.34810,0.35660,13.76210,0.2559,-0.223
2021-06-30,48.95900,24.06200,24.89700,4.70100,,15.88500,9.01200,6.99100,16.00300,16.00300,16.00300,8.40300,20.47000,9.01200,45.47600,46.62800,0.18000,0.18000,0.44810,0.81190,18.40720,18.40720,32.68650,17.16330,0.04040,8.41630,2.45270,1.32050,1.35370,13.76880,0.4067,-0.2688
2021-03-31,43.13200,20.60800,22.52400,4.57200,,15.58000,6.94400,6.93400,13.87800,13.87800,13.87800,6.83900,18.12800,6.94400,42.37700,43.27500,0.16000,0.16000,0.49970,0.99890,16.09940,16.09940,32.17570,15.85600,0.03850,13.12920,2.54530,1.23910,1.27340,12.67340,0.30540,-0.23150
2020-12-31,42.82900,19.68800,23.14100,3.97800,,14.69400,8.44700,14.79800,23.24500,23.24500,23.24500,15.59100,19.53600,8.44700,41.39500,41.39500,0.38000,0.38000,0.52670,1.11290,19.72260,19.72260,54.27390,36.40290,0.03930,24.76720,4.63220,2.13370,2.19230,11.97060,0.3993,-0.228
2020-09-30,43.12300,20.94000,22.18300,4.31500,,14.80700,7.37600,-9.14300,-1.76700,-1.76700,-1.76700,-12.74700,18.11200,7.37600,41.42100,41.42100,-0.31000,-0.31000,0.52160,1.09040,17.10460,17.10460,-4.09760,-29.55960,0.03940,-2.14820,-0.38000,-0.16140,-0.18180,11.16930,0.4691,-0.3243
2020-06-30,40.08400,19.05500,21.02900,4.02100,,14.29300,6.73600,11.58900,18.32500,18.32500,18.32500,10.23500,17.21300,6.73600,41.21000,41.52600,0.25000,0.25000,0.43550,0.77160,16.80470,16.80470,45.71650,25.53390,0.03920,19.14920,3.24490,1.79090,1.83160,13.67350,0.3262,-0.2477
2020-03-31,37.57300,17.90900,19.66400,3.68300,,13.91000,5.75400,-40.50200,-34.74800,-34.74800,-34.74800,-42.83800,16.18600,5.75400,41.17300,41.17300,-1.04000,-1.04000,0.42620,0.74280,15.31420,15.31420,-92.48130,-114.01270,0.03760,-38.16490,-6.20410,-3.47770,-3.55990,13.60540,0.42010,-0.06550
2019-12-31,37.74400,18.64300,19.10100,3.41200,,13.21300,5.88800,-2.35700,3.53100,3.53100,3.53100,-3.43300,15.88800,5.88800,39.90900,40.20300,-0.08000,-0.08000,0.45570,0.83710,15.59980,15.59980,9.35510,-9.09550,0.03680,2.49910,0.64630,0.34430,0.35180,13.28320,0.3234,-0.2673
2019-09-30,37.33000,19.04300,18.28700,3.95400,,13.34400,4.94300,7.49000,12.43300,12.43300,12.43300,5.62200,14.52700,4.94300,40.51300,40.75400,0.14000,0.14000,0.45720,0.84220,13.24140,13.24140,33.30570,15.06030,0.03700,8.40900,2.31680,1.23080,1.25760,13.14930,0.3408,-1.2244
2019-06-30,37.23000,19.22700,18.00300,4.49300,,13.36200,4.64100,-3.89200,0.74900,0.74900,0.74900,-5.53700,13.68800,4.64100,39.64900,39.64900,-0.15000,-0.15000,0.40870,0.69120,12.46580,12.46580,2.01180,-14.87240,0.04070,0.53040,0.14130,0.08180,0.08360,13.19880,-0.0192,-0.4991
2019-03-31,34.28700,17.73300,16.55400,3.26600,,12.01700,4.53700,6.50000,11.03700,11.03700,11.03700,5.91400,13.47500,4.53700,38.64500,38.89500,0.16000,0.15000,0.50550,1.02230,13.23240,13.23240,32.19000,17.24850,0.03810,7.56400,2.53900,1.22670,1.25550,11.10100,0.31300,-0.05280
2018-12-31,34.24540,17.49960,16.74580,3.54020,,11.82070,4.92510,-32.65540,-27.73030,-27.73030,-27.73030,-32.85360,13.36800,4.92510,36.87100,36.87100,-0.87000,-0.86000,0.50830,1.03390,14.38170,14.38170,-80.97530,-95.93590,0.03890,-20.40220,-6.52940,-3.14790,-3.21040,11.08290,0.424,-0.9371
2018-09-30,33.44710,16.80140,16.64570,3.58320,,11.63490,5.01090,-11.36020,-6.34930,-6.34930,-6.34930,-11.47260,13.21810,5.01090,37.15140,37.15140,-0.31000,-0.31000,0.46920,0.88380,14.98140,14.98140,-18.98320,-34.30070,0.03850,-3.86370,-1.40130,-0.73110,-0.74390,12.09400,0.2749,-0.3255
2018-06-30,32.09860,15.62900,16.46950,4.36790,,12.13220,4.33740,15.73460,20.07200,20.07200,20.07200,14.94870,12.25370,4.33740,36.60060,36.97130,0.41000,0.40000,0.45520,0.83550,13.51260,13.51260,62.53240,46.57140,0.03720,11.55250,4.33960,2.32650,2.36430,12.53560,0.1041,-0.8582
2018-03-31,29.79600,14.73500,15.06100,3.16260,,10.75730,4.30370,-26.51210,-22.20830,-22.20830,-22.20830,-27.15450,12.05320,4.30370,35.90710,35.90710,-0.76000,-0.76000,0.44200,0.79210,14.44400,14.44400,-74.53470,-91.13490,0.03660,-14.07650,-4.97330,-2.73040,-2.77520,12.29790,0.28660,-0.02570
2017-12-31,28.69670,14.18250,14.51410,3.08860,,10.38600,4.12810,-0.59750,3.53060,3.53060,3.53060,-0.79550,11.59040,4.12810,32.67600,32.67600,-0.03000,-0.03000,0.48050,0.92490,14.38540,14.38540,12.30310,-2.77210,0.03480,1.93530,0.83820,0.42850,0.43540,11.86920,0.3946,-0.8119
2017-09-30,28.68490,14.53360,14.15130,3.19100,,10.17110,3.98020,-0.71820,3.26200,3.26200,3.26200,-5.17940,11.12990,3.98020,34.10220,34.10220,-0.15000,-0.15000,0.45890,0.84810,13.87560,13.87560,11.37180,-18.05630,0.03650,1.82280,0.78090,0.41510,0.42250,12.04350,0.3321,-0.0703
2017-06-30,28.81790,14.61830,14.19960,3.49980,,10.23990,3.95960,-0.36970,3.58990,3.58990,3.58990,-0.19990,10.85160,3.95960,31.76930,31.76930,-0.01000,-0.01000,0.51260,1.05180,13.74010,13.74010,12.45710,-0.69360,0.03860,2.10710,1.00560,0.48110,0.49010,10.67430,0.1356,-0.4585
2017-03-31,26.44860,12.98360,13.46500,2.96170,,9.50190,3.96310,-1.67750,2.28550,2.28550,2.28550,-1.50420,10.67810,3.96310,29.95480,29.95480,-0.05000,-0.05000,0.54380,1.19220,14.98400,14.98400,8.64150,-5.68730,0.03640,1.65260,0.70340,0.31490,0.32090,10.59120,0.38810,-1.24240
2016-12-31,25.14370,11.83230,13.31140,2.65320,-0.02790,8.80250,4.50890,-1.13230,3.37660,3.37660,3.37660,-0.41310,10.78350,4.50890,27.80890,27.80890,-0.02000,-0.02000,0.52560,1.10810,17.93270,17.93270,13.42930,-1.64310,0.03700,2.58930,1.06510,0.49620,0.50520,10.78780,0.2827,-0.2995
2016-09-30,25.35510,12.52260,12.83250,3.10580,-0.05140,9.04480,3.78770,-0.58760,3.20000,3.20000,3.20000,-0.58970,9.87090,3.78770,27.89140,27.89140,-0.02000,-0.02000,0.52110,1.08820,14.93850,14.93850,12.62080,-2.32590,0.03790,2.51400,1.01940,0.47830,0.48820,11.08790,0.3395,-0.4217
2016-06-30,25.21070,12.88010,12.33060,2.61770,,8.29690,4.03370,-0.98230,3.05150,3.05150,3.05150,-0.68270,9.91160,4.03370,27.31400,27.31400,-0.03000,-0.03000,0.51920,1.08000,16.00010,16.00010,12.10380,-2.70810,0.03870,2.52840,0.99290,0.46800,0.47740,11.13010,0.1455,-0.4419
2016-03-31,23.50440,11.86990,11.63450,2.48070,,8.00650,3.62800,-1.72150,1.90650,1.90650,1.90650,-0.88330,9.33990,3.62800,27.11790,27.11790,-0.03000,-0.03000,0.59100,1.44500,15.43540,15.43540,8.11110,-3.75790,0.03770,1.68820,0.76400,0.30550,0.31250,9.18280,0.28240,-0.11990
2015-12-31,21.92410,10.60890,11.31520,2.72750,-0.50790,8.64730,2.66790,-2.49350,0.17450,0.17450,0.17450,-2.42530,8.50140,2.66790,25.93260,25.93260,-0.10000,-0.10000,0.58060,1.38450,12.16890,12.16890,0.79570,-11.06220,0.03650,0.15920,0.07080,0.02910,0.02970,9.09070,0.4604,-1.5315
2015-09-30,21.69500,11.42730,10.26770,2.59730,-0.15500,7.53840,2.72930,-1.68210,1.04720,1.04720,1.04720,-0.84190,7.65700,2.72930,26.38860,26.38860,-0.03000,-0.03000,0.62090,1.63780,12.58030,12.58030,4.82710,-3.88060,0.03940,0.92660,0.51180,0.19000,0.19400,7.63720,0.1322,-1.7065
2015-06-30,19.55340,10.37840,9.17510,2.46700,-0.18820,7.10640,2.06860,-1.86460,0.20400,0.20400,0.20400,-1.68520,6.65570,2.06860,25.64600,25.70240,-0.06000,-0.06000,0.58460,1.40720,10.57930,10.57930,1.04320,-8.61830,0.03860,0.17900,0.09920,0.04030,0.04120,7.89740,0.107,-0.7533
2015-03-31,18.34410,9.69320,8.65090,2.34220,-0.10610,6.67660,1.97430,-1.25580,0.71850,0.71850,0.71850,-1.17060,6.33260,1.97430,24.79690,24.84060,-0.05000,-0.05000,0.55990,1.27220,10.76250,10.76250,3.91690,-6.38150,0.03730,0.59720,0.33910,0.14620,0.14920,8.37730,0.29170,-0.04150
2014-12-31,18.87920,9.79710,9.08220,2.23590,-0.00740,6.22640,2.85580,-1.29220,1.56360,1.56360,1.56360,-0.32550,7.10570,2.85580,22.49610,22.49610,-0.01000,-0.01000,0.55470,1.24560,15.12660,15.12660,8.28220,-1.72430,0.03950,1.33380,0.74880,0.32690,0.33340,8.56830,0.4474,-0.1777
2014-09-30,18.55480,10.28760,8.26720,2.35770,-0.19090,6.61880,1.64830,-1.01910,0.62930,0.62930,0.62930,-1.25990,5.71850,1.64830,22.83900,22.88900,-0.06000,-0.06000,0.56040,1.27470,8.88370,8.88370,3.39140,-6.79000,0.03980,0.57520,0.31310,0.13500,0.13760,8.63150,0.2745,-0.6669
2014-06-30,18.14870,10.28620,7.86260,2.53120,,6.20360,1.65890,-0.18220,1.47670,1.47670,1.47670,-0.41240,5.47020,1.65890,22.05400,22.10400,-0.02000,-0.02000,0.54350,1.19040,9.14060,9.14060,8.13680,-2.27250,0.04030,1.34760,0.73400,0.32830,0.33510,8.95730,0.0857,-0.2638
2014-03-31,15.84920,9.05400,6.79520,2.32460,-0.28520,6.04740,0.74770,-0.17960,0.56820,0.56820,0.56820,-1.32100,4.30200,0.74770,21.26100,21.30700,-0.06000,-0.06000,0.54020,1.17470,4.71780,4.71780,3.58500,-8.33460,0.03630,0.53970,0.28860,0.13030,0.13270,9.08270,0.27380,-0.35460
2013-12-31,16.42690,10.51110,5.91590,2.61240,-0.30010,6.49170,-0.57580,-0.15720,-0.73300,-0.73300,-0.73300,-2.62220,2.84430,-0.57580,18.72430,18.78970,-0.14000,-0.14000,0.52390,1.10060,-3.50550,-3.50540,-4.46220,-15.96250,0.04030,-0.74050,-0.38460,-0.17970,-0.18310,9.17600,0.4034,-0.3293
2013-09-30,16.25400,9.46680,6.78720,2.23840,-0.16070,5.46870,1.31850,-0.51760,0.80090,0.80090,0.80090,-1.08830,4.47600,1.31850,19.06800,19.06800,-0.06000,-0.06000,0.51400,1.05750,8.11190,8.11190,4.92730,-6.69540,0.04150,0.84480,0.42970,0.20450,0.20880,9.52290,-0.0124,-0.2199
2013-06-30,16.09790,8.89760,7.20030,1.95210,-0.33770,5.39520,1.80510,-0.18560,1.61940,1.61940,1.61940,-0.26970,4.91050,1.80510,18.19600,18.19600,-0.02000,-0.02000,0.50930,1.03800,11.21310,11.21310,10.05990,-1.67540,0.04200,1.73230,0.87500,0.42230,0.42930,9.93930,0.1112,-0.4682
2013-03-31,13.42630,7.46990,5.95640,1.72410,-0.65710,4.77110,1.18530,2.96420,4.14950,4.14950,4.14950,2.26040,3.64640,1.18530,17.44100,17.50000,0.13000,0.13000,0.48770,0.95180,8.82850,8.82850,30.90590,16.83540,0.03700,4.55550,2.27140,1.14400,1.16370,10.26080,0.09590,-4.07880
2012-12-31,12.60610,7.35640,5.24970,2.26940,-0.01010,4.70730,0.54240,0.75720,1.29960,1.29960,1.29960,-0.55950,2.75750,0.54240,16.19700,16.26000,-0.04000,-0.04000,0.40540,0.68180,4.30260,4.30260,10.30900,-4.43830,0.04200,1.55840,0.74270,0.43280,0.44160,10.22590,0.2728,-0.3707
2012-09-30,12.18670,7.39700,4.78970,1.77400,-0.51610,4.22030,0.56940,0.83640,1.40580,1.40580,1.40580,0.16110,2.57290,0.56940,16.39500,16.46700,0.01000,0.01000,0.47830,0.91680,4.67200,4.67200,11.53520,1.32220,0.04350,1.69230,0.98020,0.50170,0.51140,8.64410,0.0331,-2.5807
2012-06-30,11.14400,6.94800,4.19600,1.83170,-0.22030,3.74410,0.45200,1.56710,2.01900,2.01900,2.01900,1.08830,2.21750,0.45200,16.04300,16.10800,0.07000,0.07000,0.41860,0.72000,4.05580,4.05580,18.11760,9.76600,0.04370,2.37400,1.38870,0.79140,0.80740,8.94110,0.0758,-0.119
2012-03-31,10.89100,6.76660,4.12440,1.65220,-0.11570,3.37710,0.74720,1.00250,1.74970,1.74970,1.74970,1.05940,2.42250,0.74720,15.49500,15.55400,0.07000,0.07000,0.50090,1.00340,6.86120,6.86120,16.06560,9.72710,0.04720,2.18550,1.54120,0.75820,0.76930,7.17860,0.17720,-0.13480
2011-12-31,11.02660,6.73740,4.28930,1.31980,-1.20870,3.95880,0.33050,0.21210,0.54260,0.54260,0.54260,-0.14780,2.05810,0.33050,14.50700,14.56200,-0.01400,-0.01400,0.51900,1.07890,2.99690,2.99690,4.92040,-1.34010,0.04920,0.74930,0.51240,0.24230,0.24650,6.94140,0.2002,-0.193
2011-09-30,9.66460,5.71100,3.95350,1.77140,-0.02580,3.37820,0.57540,0.21750,0.79290,0.79290,0.79290,0.10260,2.23590,0.57540,14.71700,14.77300,0.00700,0.00700,0.51940,1.08080,5.95350,5.95350,8.20390,1.06120,0.04500,1.16370,0.78030,0.36900,0.37500,6.84630,0.0745,-0.0955
2011-06-30,9.60570,5.83860,3.76710,1.51660,-0.13560,3.13030,0.63670,-0.40080,0.23600,0.23600,0.23600,-0.04020,2.11490,0.63670,14.36200,14.42000,-0.00300,-0.00300,0.47610,0.90890,6.62870,6.62870,2.45660,-0.41800,0.04540,0.31380,0.21710,0.11160,0.11370,7.47190,0.133,-0.8928
2011-03-31,9.01650,5.21930,3.79710,1.35110,,2.82410,0.97300,1.15180,2.12490,2.12490,2.12490,2.12490,2.44600,0.97300,13.92800,13.98700,0.15000,0.15000,0.60940,1.56010,10.79180,10.79180,23.56650,23.56650,0.04630,2.84950,2.84950,1.09170,1.11310,5.25840,0.16990,0.11570
2010-12-31,9.51670,5.84150,3.67520,1.19410,-0.43750,2.72390,0.95130,1.16270,2.11400,2.11400,2.11400,2.11400,2.25370,0.95130,12.76800,12.82300,0.16000,0.16000,0.61120,1.57170,9.99580,9.99580,22.21330,22.21330,0.05040,2.93900,2.93900,1.11980,1.14280,5.24940,0.3047,-1.8068
2010-09-30,8.47030,5.23460,3.23580,1.21400,,2.44030,0.79550,0.40180,1.19730,1.19730,1.19730,1.19730,2.02180,0.79550,12.80100,12.86700,0.09000,0.09000,0.60520,1.53280,9.39120,9.39120,14.13530,14.13530,0.05000,1.83510,1.83510,0.70720,0.72450,4.98140,-0.0176,-0.2179
2010-06-30,7.86260,4.70790,3.15480,1.14110,-0.16010,2.42870,0.72610,0.74660,1.47260,1.47260,1.47260,1.47260,1.85370,0.72610,12.58800,12.63700,0.12000,0.12000,0.62080,1.63710,9.23420,9.23420,18.72960,18.72960,0.04820,2.42930,2.42930,0.90190,0.92120,4.79170,0.0007,-1.1447
2010-03-31,8.16130,4.80870,3.35250,1.26540,,2.33520,1.01730,0.86770,1.88500,1.88500,1.88500,1.88500,2.08710,1.01730,12.29000,12.31400,0.15000,0.15000,0.58190,1.39180,12.46530,12.46530,23.09690,23.09690,0.05270,2.97680,2.97680,1.21670,1.24460,5.04930,0.21770,0.15550
2009-12-31,7.79440,4.21000,3.58440,0.93830,,2.04130,1.54310,0.72650,2.26960,2.26960,2.26960,2.26960,2.64610,1.54310,11.41300,11.41800,0.19000,0.19000,0.61390,1.58980,19.79770,19.79760,29.11870,29.11870,0.05270,4.05500,4.05500,1.53380,1.56570,4.63300,0.2034,0.1242
2009-09-30,8.46390,5.17940,3.28450,1.16100,,2.23720,1.04730,0.29270,1.34000,1.34000,1.34000,1.34000,2.12350,1.04730,11.49300,11.51800,0.12000,0.12000,0.63390,1.73180,12.37420,12.37420,15.83230,15.83230,0.05840,2.59040,2.59040,0.92540,0.94820,4.43060,0.1816,0.0816
2009-06-30,8.11860,4.65920,3.45950,1.10980,,2.18610,1.27340,-0.09480,1.17860,1.17860,1.17860,1.17860,2.34970,1.27340,11.22000,11.22800,0.11000,0.11000,0.67330,2.06070,15.68440,15.68440,14.51670,14.51670,0.05830,2.66200,2.66200,0.84700,0.86970,3.90450,0.3356,0.2525
2009-03-31,7.64230,4.21290,3.42940,1.10530,,2.18500,1.24440,-2.34320,-1.09880,-1.09880,-1.09880,-1.09880,2.32410,1.24440,11.06000,11.06000,-0.10000,-0.10000,0.67330,2.06080,16.28260,16.28260,-14.37830,-14.37830,0.05640,-2.55360,-2.55360,-0.81160,-0.83430,3.85820,0.27390,0.17530
