Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1480.71000,258.13200,1222.57800,43.30900,-91.13500,454.80900,767.76900,-276.99700,490.77200,2.60500,488.16700,,546.67100,,475.16100,1109.67400,767.76900,326.15800,326.15800,1.46000,1.46000,0.89010,8.09640,51.85140,51.85140,33.14440,32.09010,0.04450,17.64310,17.41350,1.64280,1.91430,9.62170,2.7354,2.1644
2024-06-30,1458.26600,252.45600,1205.81000,49.66700,-92.02600,451.70900,754.10100,-221.91900,532.18200,4.96100,527.22100,,569.43500,,493.46500,1086.69600,754.10100,326.03900,326.03900,1.51000,1.51000,0.88150,7.44190,51.71220,51.71220,36.49420,33.83920,0.04370,16.96230,16.75790,1.70610,1.98510,10.42200,3.2599,2.6823
2024-03-31,1442.59000,261.05200,1181.53800,37.21300,-101.77600,446.35800,735.17990,176.95400,912.13390,47.60300,864.53090,,830.18890,10.96600,731.70200,1059.94200,735.17990,325.91200,325.91200,2.25000,2.25000,0.87680,7.11920,50.96250,50.96250,63.22890,50.72140,0.04280,23.42800,23.15990,2.46370,2.85250,10.99760,2.37210,1.87210
2023-12-31,1527.43800,255.54600,1271.89200,50.91100,-108.58600,479.75190,792.13980,-58.85000,733.29000,41.62200,691.66790,,859.49600,,747.48010,1130.91800,792.14000,326.80800,326.80800,2.29000,2.29000,0.88170,7.45590,51.86070,51.86070,48.00790,48.93690,0.04460,24.90900,24.61580,2.50700,2.91110,10.71320,3.1818,2.6343
2023-09-30,1410.94800,274.65700,1136.29100,37.87900,-88.91900,442.05710,694.23390,-65.73400,628.49990,43.21800,585.28190,,680.76190,,594.13900,1027.59200,694.23390,327.15900,327.15900,1.82000,1.82000,0.87960,7.30610,49.20340,49.20340,44.54450,42.10920,0.04280,20.20530,19.96130,2.06510,2.40320,10.45350,2.8612,2.1651
2023-06-30,1369.60100,253.10200,1116.49900,43.80300,-95.23700,458.57400,657.92500,-180.38800,477.53700,10.48700,467.05000,,557.50500,,486.34300,996.98100,657.92500,327.19000,327.19000,1.49000,1.49000,0.88330,7.57160,48.03770,48.03770,34.86690,35.50980,0.04170,17.10510,16.89120,1.69870,1.97060,10.08740,3.4503,2.7745
2023-03-31,1350.84900,245.08100,1105.76800,33.26600,-102.72000,443.04500,662.72300,-178.82100,483.90200,-13.45300,497.35500,,519.25510,,451.82700,985.11500,662.72300,326.95400,326.95400,1.38000,1.38000,0.88100,7.40540,49.05970,49.05970,35.82210,33.44760,0.04060,15.22060,15.03840,1.55940,1.78910,10.55940,2.53450,2.02660
2022-12-31,1399.89700,266.41890,1133.47800,45.35800,-86.73400,449.27300,684.20470,-72.74600,611.45880,52.34500,559.11400,,772.74790,,673.78690,1020.55100,684.20500,327.81700,327.81700,2.06000,2.06000,0.87360,6.91100,48.87540,48.87540,43.67890,48.13120,0.04240,21.64430,21.39600,2.34090,2.70460,11.04640,2.8295,2.2687
2022-09-30,1315.78600,252.42900,1063.35700,34.88600,-74.52100,411.16100,652.19600,-185.17900,467.01700,8.25600,458.76100,,621.84700,,539.03800,968.50010,652.19600,327.28600,327.28600,1.65000,1.65000,0.87630,7.08650,49.56700,49.56700,35.49340,40.96700,0.04010,18.10030,17.88420,1.89610,2.21160,10.63480,2.8976,2.4196
2022-06-30,1279.84200,244.44700,1035.39500,29.42400,-80.93700,408.63400,626.76100,-223.00800,403.75310,24.34600,379.40700,,569.48000,,496.74300,942.10010,626.76100,328.44500,328.44500,1.51000,1.51000,0.87570,7.04800,48.97180,48.97180,31.54710,38.81280,0.03870,16.32070,16.12840,1.72160,2.00400,10.78610,3.3531,3.0616
2022-03-31,1295.92200,237.65900,1058.26300,33.09600,-94.61300,437.87200,620.39100,-214.70000,405.69100,-1.43500,407.12600,,488.31000,,426.63000,944.51500,620.39100,328.60600,328.60600,1.30000,1.30000,0.87090,6.74330,47.87260,47.87260,31.30520,32.92100,0.03870,13.23020,13.08240,1.45980,1.68950,11.35740,2.40980,1.93920
2021-12-31,1326.13800,269.88900,1056.24900,36.21700,-108.63700,464.71820,591.53090,-81.12500,510.40600,48.83200,461.57400,,573.73000,,503.24090,932.30990,591.53090,328.58700,328.58700,1.53000,1.53000,0.86790,6.57180,44.60550,44.60550,38.48820,37.94790,0.03930,15.05370,14.89050,1.69860,1.96660,11.72470,2.6939,2.3729
2021-09-30,1296.55400,247.38500,1049.16900,45.54400,-79.92000,436.84500,612.32400,-73.48100,538.84300,67.26200,471.58100,,778.64790,,679.93600,932.65700,612.32400,328.61900,328.61900,2.07000,2.07000,0.86850,6.60290,47.22700,47.22700,41.55960,52.44180,0.03820,20.31510,20.09570,2.29380,2.64320,11.79080,2.6614,2.0808
2021-06-30,1254.14600,229.80400,1024.34200,26.81900,-77.06800,419.61900,604.72300,-200.39600,404.32700,47.00300,357.32400,,705.86900,,617.25700,937.68600,604.72300,328.59400,328.59400,1.88000,1.88000,0.87620,7.07540,48.21790,48.21790,32.23920,49.21730,0.03600,19.25700,19.03930,2.02670,2.35770,11.28190,3.0487,2.7022
2021-03-31,1239.95100,223.98600,1015.96500,36.06200,-59.55300,411.35300,604.61210,-115.11900,489.49300,-5.89800,495.39110,,510.46010,,445.86000,936.43210,604.61210,328.51400,328.51400,1.36000,1.36000,0.88150,7.43960,48.76100,48.76100,39.47680,35.95790,0.03600,14.69450,14.51890,1.48340,1.72030,10.70140,2.66580,2.31640
2020-12-31,1131.42800,215.11700,916.31120,43.01200,-79.40000,454.26310,462.04800,-312.32100,149.72690,-1.57100,151.29790,,312.72590,,271.48300,799.52200,462.04800,308.73800,308.73800,0.85000,0.85000,0.88500,7.69610,40.83760,40.83760,13.23350,23.99470,0.03250,9.11670,9.00620,0.89900,1.03570,10.57030,2.8564,2.691
2020-09-30,1060.67400,222.51800,838.15590,17.76700,-82.61000,434.13200,404.02390,-203.13700,200.88690,2.77900,198.10790,,168.64590,,145.92600,743.86490,404.02390,305.91300,305.91300,0.48000,0.48000,0.92580,12.46870,38.09120,38.09120,18.93960,13.75790,0.03350,8.54320,8.36450,0.53270,0.62100,6.28850,2.0176,1.8264
2020-06-30,1062.04100,201.92100,860.12000,19.98500,-65.12700,409.25200,450.86800,-196.85900,254.00900,-0.06200,254.07100,,290.54800,,254.21300,788.27900,450.86800,305.88200,305.88200,0.83000,0.83000,0.92110,11.67610,42.45300,42.45300,23.91710,23.93630,0.03120,12.67010,12.44080,0.85390,0.98140,7.28540,0.2436,-0.1641
2020-03-31,1353.36000,247.59800,1105.76200,40.42100,-82.21000,450.89300,654.86900,-206.67500,448.19400,-5.78300,453.97700,,505.40400,,437.60500,995.13400,654.86900,306.50400,306.50400,1.43000,1.43000,0.91650,10.97330,48.38840,48.38840,33.11710,32.33470,0.03970,20.47320,20.12790,1.48120,1.68110,7.83270,2.41860,1.72300
2019-12-31,1488.61500,259.08600,1229.52900,48.54900,-74.83700,447.69620,781.83250,-299.50800,482.32480,6.74500,475.57990,,590.41490,,510.19410,1120.89700,781.83280,307.95000,307.95000,1.66000,1.66000,0.89250,8.30000,52.52080,52.52080,32.40090,34.27310,0.04770,20.58030,20.28050,1.89040,2.18070,9.48690,3.0959,2.2776
2019-09-30,1416.55400,263.74500,1152.80900,44.61500,-67.94800,447.50700,705.30200,-200.22800,505.07400,6.19700,498.87700,,628.72400,,544.25400,1048.66100,705.30200,307.27500,307.27500,1.77000,1.77000,0.89640,8.65020,49.79000,49.79000,35.65510,38.42100,0.04190,20.69770,20.41210,1.85770,2.11520,10.03740,3.1548,2.457
2019-06-30,1397.18600,243.88300,1153.30300,45.77900,-74.28700,472.67200,680.63100,-210.74200,469.88900,7.01000,462.87900,,572.10210,,495.32400,1052.46100,680.63100,308.70900,308.70900,1.60000,1.60000,0.87400,6.93430,48.71440,48.71440,33.63110,35.45150,0.04550,17.22630,17.00830,1.86150,2.14360,10.92020,3.4043,2.7994
2019-03-31,1452.83400,254.93000,1197.90400,46.26100,-77.97900,452.88300,745.02100,-193.41600,551.60500,10.10200,541.50300,,631.94700,,548.47500,1084.93900,745.02100,308.97800,308.97800,1.78000,1.78000,0.86240,6.26660,51.28050,51.28050,37.96750,37.75210,0.04710,17.27920,17.07990,2.04900,2.35050,11.97420,2.71010,2.00840
