Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4832.70000,2633.70000,2199.00000,926.70000,926.70000,1272.30000,-36.10000,1236.20000,279.90000,956.29990,956.29990,,956.30000,1676.80000,1272.30000,407.90000,409.50000,2.34000,2.34000,1.01370,0.35790,1.56250,45.50250,26.32690,26.32690,25.57990,19.78810,0.09760,1.45710,61.76730,17.87950,57.98230,1.93150,11.48020,13.11900,2.01320,1.87770
2024-06-30,4768.40000,2631.50000,2136.90000,1035.20000,1035.20000,1101.70000,-12.30000,1089.40000,260.10000,829.29960,829.29960,,829.30000,1496.60000,1101.70100,410.60000,412.20000,2.02000,2.01000,1.01030,0.39680,0.65800,44.81380,23.10420,23.10420,22.84620,17.39160,0.08770,1.39090,64.70470,18.23600,96.65520,1.52550,11.00030,11.14340,3.1536,3.0209
2024-03-31,5253.80000,2768.20000,2485.60000,940.90000,940.90000,1544.70000,1.60000,1546.30000,361.40000,1184.90000,1184.90000,,1184.90000,1945.80000,1544.70000,410.50000,412.10000,2.89000,2.88000,1.01340,0.39260,0.64640,47.31050,29.40160,29.40160,29.43200,22.55320,0.08190,1.51810,59.28340,25.61010,121.40330,1.84620,15.55520,11.29010,3.6385,3.4983
2023-12-31,4668.00000,2561.60000,2106.40000,922.50000,922.50000,1183.90000,-40.10000,1143.80000,265.40000,878.40000,878.40000,,878.40000,1576.50000,1183.90000,411.10000,412.50000,2.14000,2.13000,1.00930,0.40910,0.69220,45.12430,25.36200,25.36200,24.50300,18.81750,0.08180,1.38420,65.02060,20.33520,138.39660,1.53920,12.01680,10.51770,2.5049,2.3826
2023-09-30,4512.40000,2515.40000,1997.00000,880.30000,880.30000,1116.70000,-23.90000,1092.80000,233.40000,859.40000,859.40000,,859.40000,1515.00000,1116.70000,411.70000,413.60000,2.09000,2.08000,0.98180,0.46260,0.86090,44.25580,24.74740,24.74740,24.21770,19.04530,0.09150,1.45790,61.73190,24.74660,-406.33710,1.74240,13.29810,8.43530,0.78940,0.74760
2023-06-30,4477.79900,2485.30100,1992.49900,957.40000,957.40000,1035.09800,-29.60000,1005.50000,228.70000,776.79990,776.79990,,776.79990,1427.79800,1035.09800,413.70000,415.70000,1.89000,1.88000,0.98600,0.46000,0.85180,44.49730,23.11620,23.11620,22.45520,17.34780,0.08780,1.48780,60.49040,22.13670,-446.69750,1.52400,11.95430,8.51520,2.8488,2.7025
2023-03-31,4927.80000,2623.80000,2304.00000,938.00000,938.00000,1366.00000,-2.00000,1364.00000,320.90000,1043.10000,1043.10000,,1043.10000,1754.40000,1366.00000,413.70000,415.50000,2.52000,2.51000,0.99970,0.44720,0.80910,46.75510,27.72030,27.72030,27.67970,21.16770,0.08230,1.60400,56.10800,28.23920,-47430.48000,1.74190,15.60970,8.93300,3.3858,3.2644
2022-12-31,4391.00000,2450.70000,1940.30000,855.70000,855.70000,1084.60000,-26.50000,1058.10000,245.00000,813.10000,813.10000,,813.10000,1474.10000,1084.60000,414.30000,416.20000,1.96000,1.95000,0.98570,0.50010,1.00050,44.18810,24.70050,24.70050,24.09700,18.51740,0.08060,1.38850,64.81600,27.22400,-117.17810,1.49320,13.60880,7.20730,2.1646,2.045
2022-09-30,4215.60000,2393.60000,1822.00000,800.30000,800.30000,1021.70000,-11.70000,1010.00000,231.00000,779.00000,779.00000,,779.00000,1416.30000,1021.70000,414.60000,416.90000,1.88000,1.87000,0.96940,0.53690,1.15960,43.22040,24.23620,24.23620,23.95860,18.47900,0.09090,1.43430,62.74980,30.23480,-73.10440,1.68020,14.00050,6.20540,1.72250,1.61360
2022-06-30,4127.60100,2385.89900,1741.70200,914.19990,914.20000,827.50120,-24.20000,803.30020,177.80000,625.50020,625.50020,,625.49990,1223.80100,827.50120,418.80000,421.10000,1.51000,1.49000,0.99360,0.48080,0.92610,42.19650,20.04800,20.04800,19.46170,15.15410,0.06540,1.30180,69.13310,19.39360,-153.19650,0.99180,10.06860,7.75130,2.1568,2.0442
