Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,2616.00000,2507.00000,109.00000,752.00000,-818.00000,1570.00000,-1461.00000,-133.00000,-1594.00000,-407.00000,-1187.00000,-1187.00000,-1184.00000,-1425.00000,-1461.00000,587.10000,587.10000,-2.02000,-2.02000,0.45410,0.83190,-55.84860,-55.84860,-60.93270,-45.25990,0.00650,-8.21910,-8.21910,-0.29720,-4.48670,25.14310,0.1831,0.1831
2024-06-30,3710.00000,2323.00000,1387.00000,792.00000,-1.00000,793.00000,594.00000,-138.00000,456.00000,115.00000,341.00000,341.00000,365.00000,626.00000,594.00000,611.60000,612.60000,0.60000,0.59000,0.49300,0.99350,16.01080,16.01080,12.29110,9.83830,0.00970,2.88690,2.88690,0.08920,1.46370,19.67590,0.0045,0.0045
2024-03-31,5836.00000,4006.00000,1830.00000,839.00000,163.00000,676.00000,1154.00000,-138.00000,1016.00000,189.00000,827.00000,827.00000,878.00000,1218.00000,1154.00000,624.00000,624.90000,1.41000,1.41000,0.48460,0.96060,19.77380,19.77380,17.40920,15.04460,0.01510,6.67690,6.67690,0.21450,3.44100,20.12640,0.95700,0.95700
2023-12-31,3354.00000,4078.00000,-724.00000,823.00000,-77.00000,900.00000,-1624.00000,-139.00000,-1763.00000,-432.00000,-1331.00000,-1331.00000,-1309.00000,-1604.00000,-1624.00000,643.30000,645.20000,-2.05000,-2.05000,0.47910,0.93960,-48.41980,-48.41980,-52.56410,-39.02800,0.00880,-10.53420,-10.53420,-0.35090,-5.48710,20.32450,1.1624,1.1624
2023-09-30,5505.00000,2236.00000,3269.00000,879.00000,206.00000,673.00000,2596.00000,-135.00000,2461.00000,392.00000,2069.00000,2069.00000,2101.00000,2703.00000,2596.00000,639.00000,641.00000,3.29000,3.28000,0.54230,1.29290,47.15710,47.15710,44.70480,38.16530,0.01550,22.35310,22.35310,0.58180,10.23090,14.61120,1.6303,1.6303
2023-06-30,5757.00000,3954.00000,1803.00000,862.00000,104.00000,758.00000,1045.00000,-134.00000,911.00000,160.00000,751.00000,751.00000,771.00000,1179.00000,1045.00000,650.70000,652.20000,1.18000,1.18000,0.47860,1.04870,18.15180,18.15180,15.82420,13.39240,0.01570,6.54870,6.54870,0.20440,3.41440,18.03270,1.9478,1.9478
2023-03-31,4262.00000,3521.00000,741.00000,838.00000,-400.00000,1238.00000,-497.00000,-172.00000,-669.00000,-216.00000,-453.00000,-453.00000,-459.00000,-392.00000,-497.00000,650.80000,650.80000,-0.70000,-0.70000,0.45860,0.96740,-11.66120,-11.66120,-15.69690,-10.76960,0.01160,-3.63420,-3.63420,-0.12350,-1.96750,19.23230,0.46250,0.46250
2022-12-31,4129.00000,3460.00000,669.00000,844.00000,45.00000,799.00000,-130.00000,-177.00000,-307.00000,-139.00000,-168.00000,-168.00000,-207.00000,-7.00000,-130.00000,646.10000,647.40000,-0.34000,-0.36000,0.57260,1.48520,-3.14850,-3.14850,-7.43520,-5.01330,0.01150,-1.62810,-1.62810,-0.04660,-0.69580,15.99850,0.7224,0.7224
2022-09-30,6538.00000,2610.00000,3928.00000,841.00000,234.00000,607.00000,3321.00000,-149.00000,3172.00000,640.00000,2532.00000,2532.00000,2406.00000,3460.00000,3321.00000,645.70000,646.40000,3.73000,3.72000,0.62340,1.83460,50.79540,50.79540,48.51640,36.80020,0.01840,30.23650,30.23650,0.71410,11.38640,12.98300,2.4966,2.4966
2022-06-30,6790.00000,2336.00000,4454.00000,829.00000,-172.00000,1001.00000,3453.00000,-127.00000,3326.00000,652.00000,2674.00000,2674.00000,2594.00000,3619.00000,3453.00000,645.00000,645.00000,4.02000,4.02000,,,50.85420,50.85420,48.98380,38.20320,,,,,,,0.8342,0.8342
2022-03-31,7240.00000,2046.00000,5194.00000,829.00000,16.00000,813.00000,4381.00000,-81.00000,4300.00000,859.00000,3441.00000,3441.00000,3366.00000,4538.00000,4381.00000,645.00000,645.00000,5.22000,5.22000,,,60.51110,60.51110,59.39230,46.49170,,,,,,,-0.00470,-0.00470
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,-3.1504,-3.1504
2021-09-30,5521.00000,2434.00000,3087.00000,909.00000,-142.00000,1051.00000,2036.00000,-83.00000,1953.00000,381.00000,1572.00000,1572.00000,1420.00000,2036.00000,2036.00000,645.00000,645.00000,2.20000,2.20000,,,36.87740,36.87740,35.37400,25.72000,,,,,,,3.1504,3.1504
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
