Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,620.80000,168.10000,452.70000,99.20000,226.70000,-29.30000,355.20000,97.50000,-33.80000,63.70000,24.40000,39.30000,39.30000,39.30000,138.60000,97.50000,372.20000,372.50000,0.11000,0.11000,3.25170,1.04270,-24.51940,72.92200,15.70550,15.70550,10.26100,6.33050,0.19470,3.88970,23.13790,-40.10200,-2.91000,1.23230,1.71380,-0.26300,0.4203,0.3926
2024-06-30,627.00000,168.20000,458.80000,100.60000,217.50000,,318.10000,140.70000,-20.40000,120.30000,33.70000,86.60000,86.60000,86.60000,181.30000,140.70000,371.40000,371.80000,0.23000,0.23000,3.03010,1.04950,-21.35080,73.17380,22.44020,22.44020,19.18660,13.81180,0.19750,3.91880,22.96650,-76.70510,-6.28130,2.72730,3.79640,-0.30360,0.4046,0.3558
2024-03-31,651.20000,177.00000,474.20000,106.90000,262.20000,-7.00000,376.10000,98.10000,-23.20000,74.90000,21.90000,53.00000,53.00000,53.00000,139.10000,98.10000,370.50000,370.80000,0.14000,0.14000,2.72850,1.08140,-13.37810,72.81940,15.06450,15.06450,11.50180,8.13880,0.20710,3.78600,23.77150,-29.37920,-3.62740,1.68540,2.39080,-0.48630,0.07980,0.01350
2023-12-31,637.90010,180.60000,457.30010,101.50000,235.80010,0.00000,337.30020,119.99990,-32.60000,87.40000,50.10000,37.30000,37.30000,37.30000,163.79990,119.99980,366.30000,366.80000,0.10000,0.10000,2.50390,1.10170,-10.90930,71.68840,18.81170,18.81170,13.70120,5.84730,0.20090,3.71950,24.19660,-16.83970,-2.45410,1.17480,1.71250,-0.59860,0.4908,0.4213
2023-09-30,630.10000,173.90000,456.20000,102.20000,222.40000,-41.60000,366.20000,90.00000,-25.20000,64.80000,26.90000,37.90000,37.90000,37.90000,130.20000,90.00000,366.70000,367.60000,0.10000,0.10000,2.91540,1.13290,-8.58210,72.40120,14.28350,14.28350,10.28410,6.01490,0.21160,3.74390,24.03900,-13.44450,-2.38260,1.27280,1.78730,-0.76790,0.294,0.2485
2023-06-30,642.80000,178.30000,464.50000,100.30000,215.30000,-9.70000,325.30000,139.20000,-23.10000,116.10000,40.40000,75.70000,75.70000,75.70000,179.40000,139.20000,365.90000,366.40000,0.21000,0.21000,2.98340,1.16740,-7.00930,72.26200,21.65530,21.65530,18.06160,11.77660,0.22590,4.02250,22.37400,-21.94840,-5.14370,2.66060,3.67320,-0.94160,0.5648,0.5247
2023-03-31,656.20000,185.70000,470.50000,102.40000,215.70000,,318.10000,152.40000,-28.60000,123.80000,39.70000,84.10000,84.10000,84.10000,193.20000,152.40000,364.60000,365.10000,0.23000,0.23000,2.93400,1.23650,-5.25420,71.70070,23.22460,23.22460,18.86620,12.81620,0.24360,3.71780,24.20760,-18.25480,-5.21740,3.12140,4.31770,-1.26010,0.05610,0.02030
2022-12-31,631.20000,180.90000,450.29990,119.30000,202.70000,,322.00010,128.29980,-36.40000,91.90000,4.40000,87.50000,87.50000,87.50000,170.19980,128.29990,401.00000,401.60000,0.23000,0.23000,2.21940,1.30860,-4.26240,71.34030,20.32630,20.32640,14.55960,13.86250,0.23400,4.47340,20.11880,-15.38870,-5.04670,3.24360,4.74870,-1.56380,0.4629,0.3848
2022-09-30,647.80000,181.80000,466.00000,115.10000,219.50000,,334.60000,131.40000,-24.30000,107.10000,38.90000,68.20000,68.20000,68.20000,172.90000,131.40000,412.70000,412.70000,0.17000,0.17000,2.84410,1.03800,-27.45140,71.93580,20.28400,20.28400,16.53290,10.52790,0.21640,5.06090,17.78330,-77.14930,-5.39050,2.27830,2.93220,-0.21420,0.1823,0.1443
2022-06-30,659.60000,186.10000,473.50000,125.20000,257.00000,,382.20000,91.30000,-22.40000,68.90000,32.50000,36.40000,36.40000,36.40000,135.70000,91.30000,412.40000,412.80000,0.09000,0.09000,2.41210,1.08240,-13.19770,71.78590,13.84170,13.84170,10.44570,5.51850,0.21940,5.13310,17.53340,-19.77190,-2.62100,1.21080,1.62990,-0.44640,0.4433,0.3786
