Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,7.27900,3.24800,,-11.32800,20.97000,9.64200,,9.64200,9.64200,5.06700,-10.20500,-11.32800,16.36610,16.38760,0.31000,0.31000,3.16590,,,50.08570,25.44330,16.07540,25.44330,2.08480,0.2288,0.2271
2024-06-30,6.89700,2.82800,,-9.72500,14.20100,4.47600,0.00500,4.47100,4.47100,4.47100,-9.39400,-9.72500,6.98090,10.75020,0.10000,0.70000,4.80230,,,-89.50960,16.30260,6.51570,16.30260,3.92870,-0.2786,-0.2736
2024-03-31,4.10500,2.68000,,-6.78500,-10.53700,-17.32200,0.00500,-17.32700,-17.32700,-17.32700,-6.55600,-6.78500,6.22920,6.22920,-2.80000,-2.80000,4.39910,,,181.54850,-75.74310,-21.23250,-75.74310,3.81280,-1.82300,-1.82300
2023-12-31,2.67500,2.59700,,-5.27200,-0.21800,-5.49000,0.00100,-5.49100,-5.49100,-5.49100,-4.94600,-5.27200,5.13300,5.13300,-0.60000,-0.60000,1.57770,0.63680,3.63100,-178.22090,-178.22140,-21.93860,-64.72950,0.65230,-1.6639,-1.6663
2023-09-30,5.64100,2.15400,,-7.79500,-0.10300,-7.89800,0.00800,-7.90600,-7.90600,-7.90600,-7.45400,-7.79500,6.05880,6.05880,-1.30000,-1.30000,1.97910,0.45530,1.52040,-96.95850,-96.95860,-23.91700,-52.81580,1.77360,-0.7136,-0.7185
2023-06-30,3.81800,2.25500,,-6.07300,-0.33000,-6.40300,0.00800,-6.41100,-6.41100,-6.41100,-5.59300,-6.07300,5.15530,5.15530,-1.20000,-1.20000,2.84480,0.33960,0.85410,-40.40970,-40.40970,-15.54070,-26.68580,3.45090,-0.199,-0.1981
2023-03-31,4.56400,1.64400,,-6.20800,-0.14700,-6.35500,0.00600,-6.36100,-6.36100,-6.36100,-5.91700,-6.20800,3.21250,3.21250,-2.00000,-2.00000,3.22880,0.36560,0.89940,-39.39680,-39.39680,-15.36210,-24.99210,4.86680,-1.57040,-1.57350
2022-12-31,3.19500,1.98500,,-5.56000,-0.28700,-5.84700,0.03900,-5.88600,-5.88600,-5.88600,-4.85100,-5.56000,2.98540,2.98540,-2.00000,-2.00000,4.64550,0.33480,0.70690,-27.97660,-27.97660,-12.92750,-18.60890,7.01840,-2.4143,-2.425
2022-09-30,3.53600,2.63300,,-6.54900,-0.22300,-6.77200,0.00800,-6.78000,-6.78000,-6.78000,-5.79300,-6.54900,2.99080,2.99080,-2.30000,-2.30000,5.68580,0.30760,0.55680,-25.52900,-25.90160,-13.06330,-17.67600,8.85950,-1.8063,-1.8066
2022-06-30,4.58400,2.36100,,-7.32400,-0.14900,-7.47300,0.00900,-7.48200,-7.48200,-7.48200,-6.56300,-7.32400,2.97750,2.97750,-2.50000,-2.50000,7.44420,0.28310,0.44780,-22.85350,-23.39660,-12.81560,-16.38350,10.99550,-3.0496,-3.0677
2022-03-31,4.92900,2.47700,,-7.78600,-0.37400,-8.16000,0.00900,-8.16900,-8.16900,-8.16900,-7.02900,-7.78600,2.97540,2.97540,-2.70000,-2.70000,5.90200,0.26050,0.36320,-20.41330,-21.01130,-11.88320,-15.09590,13.44010,-2.47460,-2.48130
2021-12-31,6.57400,2.83100,,-9.78500,-0.62100,-10.40600,0.05100,-10.45700,-10.45700,-10.45700,-8.78100,-9.78500,2.60080,2.60080,-3.70000,-3.70000,6.03440,0.23260,0.30310,-21.99850,-22.72470,-13.40810,-16.88110,15.97920,-3.7759,-3.8698
2021-09-30,6.60800,2.84500,,-9.83300,-0.18800,-10.02100,0.01000,-10.03100,-10.03100,-10.03100,-9.20800,-9.83300,2.70780,2.70780,-3.70000,-3.70000,7.75620,0.21030,0.26630,-18.77520,-19.46710,-12.26300,-14.82740,18.94510,-1.5632,-1.9525
2021-06-30,3.82400,3.09800,,-7.30200,-0.03100,-7.33300,0.00300,-7.33600,-7.33600,-7.33600,-6.73600,-7.30200,2.43200,2.43200,-3.00000,-3.00000,6.42330,,,-15.09710,-15.84000,-11.89960,-15.09710,19.89110,-2.6099,-2.9235
2021-03-31,5.67000,2.49300,,-8.54200,0.14300,-8.39900,0.00300,-8.40200,-8.40200,-8.40200,-7.98700,-8.54200,2.39450,2.39450,-3.50000,-3.50000,7.24990,,,-15.57250,-16.37950,-12.52870,-15.57250,22.25730,-2.65280,-3.27010
2020-12-31,6.11500,2.57400,,-9.06800,-0.07600,-9.14400,,-9.14400,-9.14400,-9.14400,-8.50600,-9.06800,2.30620,2.30620,-3.90000,-3.90000,8.47190,,,-15.91120,-16.79930,-12.99550,-15.91120,24.70190,-3.1168,-3.2683
2020-09-30,6.05600,2.39400,,-8.83000,-0.00500,-8.83500,,-8.83500,-8.83500,-8.83500,-8.22800,-8.83000,2.31500,2.31500,-3.80000,-3.80000,13.86750,,,-13.41930,-13.41930,-11.75600,-13.41930,28.41760,-2.5175,-2.5993
2020-06-30,3.71700,2.29700,,-6.39400,0.18800,-6.20600,,-6.20600,-6.20600,-6.20600,-5.87900,-6.39400,2.29690,2.29690,-2.70000,-2.70000,20.52310,,,-8.44110,-8.44110,-7.92490,-8.44110,31.77230,-1.9747,-2.0566
2020-03-31,3.52900,2.05800,,-5.96600,0.06500,-5.90100,,-5.90100,-5.90100,-5.90100,-5.46500,-5.96600,2.28980,2.28980,-2.60000,-2.60000,18.91030,,,-7.46980,-7.46980,-6.98670,-7.46980,34.46680,-2.99150,-3.11380
2019-12-31,5.02400,4.73700,,-9.76100,0.46100,-9.30000,,-9.30000,-9.30000,-9.30000,-9.70200,-9.76100,0.56160,0.56160,37.30000,37.30000,13.58150,,,-11.01170,-11.01170,-10.09540,-11.01170,36.94000,20.2875,22.7991
2019-09-30,2.85800,1.79700,,-4.65500,0.39500,-4.26000,,-4.26000,-4.26000,-4.26000,-4.60100,-4.65500,0.20360,0.20360,-26.90000,-26.90000,0.16440,,,-85.20000,-85.20000,-5.98260,-85.20000,21.77700,-22.0203,-23.0477
2019-06-30,2.86400,1.20300,,-4.06700,0.28900,-3.77800,,-3.77800,-3.77800,-3.77800,-3.91500,-4.06700,0.20050,0.20050,-25.00000,-25.00000,1.98500,0.09090,0.10000,-75.55990,-75.55990,-5.27510,-68.69090,22.32140,-14.404,-17.5411
2019-03-31,2.74300,0.98100,,-3.72400,0.49900,-3.22500,,-3.22500,-3.22500,-3.22500,-3.67100,-3.72400,0.20050,0.20050,-22.00000,-22.00000,5.50500,0.09090,0.10000,-64.50000,-64.50000,-4.51990,-58.63630,22.56320,-15.16210,-15.84540
2018-12-31,,,-0.01580,-0.01580,,0.01870,0.00820,,,0.01050,,,0.18150,0.18150,0.00000,0.00000,,,,,,,,,-0.4147,-0.4147
2018-09-30,,,-0.00070,-0.00070,,-0.00070,,-0.00070,-0.00070,-0.00070,-0.00070,-0.00070,0.17500,0.17500,0.00000,0.00000,,,,,,,,,-0.0037,-0.0037
2018-06-30,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2018-03-31,,,-0.00100,-0.00100,,-0.00100,,-0.00100,-0.00100,-0.00100,-0.00100,-0.00100,0.17500,0.17500,0.00000,0.00000,,,,,,,,,0.00000,
