Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,15.36200,10.05800,-25.42000,4.38900,-21.03100,0.14000,-21.17100,-21.17100,-21.17100,-25.36600,-25.42000,42.03700,42.03700,-0.50000,-0.50000,22.82120,0.00320,0.01150,-8.15610,-8.15610,-7.78070,-8.12970,6.11270,-0.55010,-0.55200
2021-12-31,13.59300,14.73000,-28.32300,2.77200,-25.55100,0.09900,-25.65000,-25.65000,-25.65000,-28.27100,-28.32300,39.99800,39.99800,-0.62000,-0.62000,19.54720,0.00480,0.01270,-9.01860,-9.01860,-8.52450,-8.97510,6.76850,-0.6058,-0.6084
2021-09-30,12.19700,9.57100,-21.76800,5.98200,-15.78600,0.06300,-15.84900,-15.84900,-15.84900,-21.72200,-21.76800,41.70800,41.70800,-0.38000,-0.38000,33.55100,,,-5.18920,-5.18920,-5.03550,-5.18920,7.31880,-0.297,-0.2989
2021-06-30,11.35300,8.17500,-19.52800,2.00900,-17.51900,0.00900,-17.52800,-17.52800,-17.52800,-19.48600,-19.52800,39.80300,39.80300,-0.44000,-0.44000,42.81950,,,-5.35440,-5.35440,-5.22970,-5.35440,7.85130,-0.4141,-0.4161
2021-03-31,6.88400,6.71800,-13.60200,0.91500,-12.68700,0.02800,-12.71500,-12.71500,-12.71500,-13.56700,-13.60200,36.56900,36.56900,-0.35000,-0.35000,25.53350,,,-6.74540,-6.74540,-6.48270,-6.74540,5.13000,-0.37680,-0.37870
2020-12-31,4.54400,6.97500,-11.51900,-7.38000,-18.89900,-0.09300,-18.80600,-18.80600,-18.80600,-11.49100,-11.51900,16.99200,16.99200,0.33000,0.33000,29.35520,,,-9.56750,-9.56750,-9.24330,-9.56750,5.47070,-0.5166,-0.5162
2020-09-30,6.87500,6.60700,-13.48200,-3.13000,-16.61200,0.08200,-16.69400,-16.69400,-16.69400,-13.45500,-13.48200,12.83500,12.83500,-1.30000,-1.30000,42.11480,,,-8.22060,-8.22060,-8.02620,-8.22060,5.65200,-1.4334,-1.4367
2020-06-30,,,,,,,,,,,,,,,0.00000,,,,,,,,,,
2020-03-31,5.22300,3.48200,-8.70500,0.12000,-8.58500,,-8.58500,-8.58500,-8.58500,-8.67700,-8.70500,9.19060,9.19060,-0.93000,-0.93000,,,,,,,,,-0.48530,-0.49010
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
2019-09-30,3.12100,3.14900,-6.27000,0.59000,-5.68000,,-5.68000,-5.68000,-5.68000,-6.27000,-6.27000,7.78900,7.78900,-1.00000,-1.00000,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
