Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,32.92800,14.96800,-47.89600,9.56700,-38.32900,0.17300,-38.50200,-38.50200,-38.50200,-47.83700,-47.89600,68.39500,68.39500,-0.56000,-0.56000,8.91460,0.12710,0.16860,-19.94610,-19.94610,-15.56660,-17.41170,2.82170,-0.3241,-0.3241
2024-06-30,29.06900,14.25300,-43.32200,5.39700,-37.92500,0.17600,-38.10100,-38.10100,-38.10100,-43.25900,-43.32200,68.37110,68.37110,-0.56000,-0.56000,12.03490,0.11790,0.14420,-16.83850,-16.83850,-13.67920,-14.85380,3.30870,-0.4837,-0.4837
2024-03-31,24.90100,13.67200,-38.57300,3.60800,-34.96500,0.22200,-35.18700,-35.18700,-35.18700,-38.51200,-38.57300,64.22220,64.22220,-0.55000,-0.55000,15.23120,0.10510,0.12660,-13.57720,-13.57720,-11.38760,-12.15060,3.79210,-0.32430,-0.32430
2023-12-31,27.13900,11.26600,-38.40500,6.26700,-32.13800,0.39400,-32.53200,-32.53200,-32.53200,-38.50700,-38.40500,51.02800,51.02800,-0.46000,-0.46000,13.32870,0.11950,0.14640,-14.41100,-14.41100,-11.78750,-12.68880,3.64440,-0.5061,-0.506
2023-09-30,21.52600,12.53600,-34.06200,0.73500,-33.32700,0.06200,-33.38900,-33.38900,-33.38900,-33.87600,-34.06200,49.63300,49.63300,-0.67000,-0.67000,18.55410,0.10730,0.12850,-13.18400,-13.18400,-11.16570,-11.76980,4.09230,-0.2492,-0.2495
2023-06-30,19.81800,12.84600,-32.66400,4.52300,-28.14100,0.19400,-28.33500,-28.33500,-28.33500,-32.55400,-32.66400,45.56600,45.56600,-0.62000,-0.62000,15.15470,0.15560,0.19740,-17.02870,-17.02870,-13.50350,-14.37890,3.63630,-0.5041,-0.5045
2023-03-31,19.03500,12.75300,-31.78800,7.71000,-24.07800,0.13000,-24.20800,-24.20800,-24.20800,-31.74000,-31.78800,42.72590,42.72590,-0.57000,-0.57000,14.91260,0.00250,0.00940,-14.97610,-14.97610,-13.96800,-14.93800,3.77860,-0.64890,-0.64950
2022-12-31,19.79400,12.39700,-32.19100,1.35700,-30.83400,0.09200,-30.92600,-30.92600,-30.92600,-32.09500,-32.19100,42.43600,42.43600,-0.73000,-0.73000,12.28850,0.00230,0.01060,-17.05980,-17.05980,-15.67510,-17.02060,4.25220,-1.0705,-1.0731
2022-09-30,13.97700,11.55900,-25.53600,7.28500,-18.25100,0.12000,-18.37100,-18.37100,-18.37100,-25.44900,-25.53600,42.52600,42.52600,-0.43000,-0.43000,7.39680,0.00220,0.01160,-9.44220,-9.44220,-8.18230,-9.42170,4.57210,-0.4461,-0.446
2022-06-30,15.92000,11.33600,-27.25600,6.27500,-20.98100,0.05600,-21.03700,-21.03700,-21.03700,-27.16300,-27.25600,42.47500,42.47500,-0.50000,-0.50000,17.53150,0.00360,0.01330,-9.36710,-9.36710,-8.81550,-9.33310,5.28160,-0.4182,-0.4279
