Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.68320,1.98200,-2.66520,-0.67220,-3.33730,0.04760,-3.38500,-3.38500,-3.38500,-2.63640,-2.66520,537.72400,537.72400,-0.00730,-0.00730,1.04420,,0.02210,-4.10760,-4.10760,-3.43630,-4.10760,0.15330,-0.0049,-0.0049
2024-06-30,0.66420,2.23590,-2.90010,0.22720,-2.67290,,-2.67290,-2.67290,-2.67290,-2.87210,-2.90010,537.72400,537.72400,-0.00730,-0.00730,0.60890,,0.02050,-3.09130,-3.09130,-2.61380,-3.09130,0.16080,-0.005,-0.005
2024-03-31,1.30690,2.63160,-3.93850,-0.01110,-3.94960,,-3.94960,-3.94960,-3.94960,-3.90810,-3.93850,538.20500,538.20500,-0.00740,-0.00740,0.79580,,0.01920,-4.41530,-4.41530,-3.73750,-4.41530,0.16640,-0.00460,-0.00460
2023-12-31,1.51340,1.96140,-3.47480,0.79480,-2.68000,-0.08890,-2.59100,-2.59100,-2.59100,-3.44500,-3.47480,530.27200,530.27200,-0.00740,-0.00740,1.04440,,0.01780,-2.83700,-2.83700,-2.43150,-2.83700,0.17240,-0.0128,-0.0089
2023-09-30,1.18280,1.92730,-3.11010,-0.00890,-3.11910,0.00750,-3.12650,-3.12650,-3.12650,-3.07950,-3.11010,529.91700,529.91700,-0.00750,-0.00750,0.73770,0.00280,0.00280,-3.31670,-3.31670,-3.14670,-3.30730,0.17790,-0.0029,-0.0029
2023-06-30,1.34850,3.33070,-4.67920,0.06170,-4.61750,,-4.61750,-4.61750,-4.61750,-4.64860,-4.67920,529.77900,529.77900,-0.00740,-0.00740,1.20590,0.00300,0.00300,-4.87630,-4.87620,-4.47590,-4.86150,0.17870,-0.0086,-0.0086
2023-03-31,1.68090,3.60950,-5.29050,0.07170,-5.21880,,-5.21880,-5.21880,-5.21880,-5.26010,-5.29050,529.77900,529.77900,-0.00740,-0.00740,3.37120,,,-5.20280,-5.20280,-5.05960,-5.20280,0.18930,-0.00660,-0.00660
2022-12-31,2.19510,2.52940,-4.72440,0.05640,-11.71450,,-11.79680,-11.79680,-11.79680,-4.65930,-4.72440,529.77900,529.77900,-0.03090,-0.03090,8.13290,,,-10.74850,-10.74850,-10.56100,-10.74850,0.20720,-0.0145,-0.0145
2022-09-30,1.40900,4.37730,-5.78630,0.10500,-5.68140,,-5.68140,-5.68140,-5.68140,-5.74700,-5.78630,529.77900,529.77900,-0.00770,-0.00770,4.45870,,,-4.89760,-4.89760,-4.66180,-4.89760,0.21900,-0.0064,-0.0064
2022-06-30,1.70870,3.16690,-4.87560,0.02980,-4.84580,,-4.84580,-4.84580,-4.84580,-4.82820,-4.87560,529.77900,529.77900,-0.00780,-0.00780,5.85160,,,-4.20120,-4.20120,-4.10060,-4.20120,0.21770,-0.0062,-0.0062
2022-03-31,1.81690,1.72370,-3.54060,0.01740,3.52320,,3.52320,3.52320,3.52320,-3.49320,-3.54060,446.20000,446.20000,0.00790,0.00790,9.45770,,,2.98240,2.98240,2.91680,2.98240,0.22300,-0.00770,-0.00770
2021-12-31,2.29380,0.98530,-3.27910,0.03700,-3.25480,,-3.25480,-3.25480,-3.25480,-3.23030,-3.27910,521.45900,521.45900,0.00010,0.00010,9.96620,,,-2.62340,-2.62340,-2.56100,-2.62340,0.23420,-0.009,-0.009
2021-09-30,2.30930,4.58610,-6.89540,-0.00160,-6.88430,,-6.88430,-6.88430,-6.88430,-6.82910,-6.89540,528.47000,528.47000,-0.01590,-0.01590,5.46790,,,-5.41850,-5.41850,-5.21730,-5.41850,0.23980,-0.0154,-0.0154
2021-06-30,2.72350,4.62630,-7.34980,-0.16040,-7.51020,,-7.51020,-7.51020,-7.51020,-7.27350,-7.34980,516.07700,516.07700,-0.01630,-0.01630,6.19260,,,-5.63180,-5.63180,-5.41610,-5.63180,0.25300,-0.0153,-0.0153
2021-03-31,2.59530,4.79490,-7.39020,-0.12790,-7.51810,,-7.51810,-7.51810,-7.51810,-7.31910,-7.39020,511.25900,511.25900,-0.01580,-0.01580,4.72660,,,-5.79270,-5.79270,-5.50020,-5.79270,0.25310,-0.01000,-0.01000
2020-12-31,5.56540,3.44490,-9.01030,-0.91120,-9.92150,,-9.92150,-9.92150,-9.92150,-8.92920,-9.01030,473.66800,473.66800,-0.02150,-0.02150,5.92860,,,-7.71340,-7.71340,-7.36840,-7.71340,0.25270,-0.0344,-0.0344
2020-09-30,10.86260,8.23140,-19.09410,-0.24470,-19.33880,,-19.33880,-19.33880,-19.33880,-18.99370,-19.09410,499.28500,499.28500,-0.03900,-0.03900,3.78730,,,-13.59000,-13.59000,-12.42400,-13.59000,0.28000,-0.0203,-0.0203
2020-06-30,7.45450,2.87160,-10.32610,-0.10390,-10.43000,,-10.43000,-10.43000,-10.43000,-10.22820,-10.32610,451.78800,451.78800,-0.02160,-0.02160,1.14890,,,-9.84430,-9.84430,-8.96620,-9.84430,0.22650,-0.0186,-0.0186
2020-03-31,5.39440,2.86420,-8.25860,0.26850,-7.99020,,-7.99020,-7.99020,-7.99020,-8.14010,-8.25860,434.01200,434.01200,-0.01490,-0.01490,0.60510,,,-7.39370,-7.39370,-6.73840,-7.39370,0.24750,-0.01780,-0.01780
2019-12-31,9.08700,2.53700,-11.62410,-0.17700,-11.80100,,-11.80100,-11.80100,-11.80100,-11.50540,-11.62410,358.34300,358.34300,-0.01820,-0.01820,0.98470,,0.00980,-11.30610,-11.30610,-10.12750,-11.30610,0.24680,-0.046,-0.046
2019-09-30,10.80720,3.65690,-14.46410,-0.01970,-14.48380,,-14.48380,-14.48380,-14.48380,-14.34040,-14.46410,371.60500,371.60500,-0.05000,-0.05000,0.74720,,,-13.97860,-13.97860,-12.21330,-13.97860,0.27200,-0.0269,-0.0269
2019-06-30,10.99190,2.70890,-13.70090,0.03740,-13.66350,,-13.66350,-13.66350,-13.66350,-13.57820,-13.70090,346.71700,346.71700,-0.03740,-0.03740,0.67370,,,-13.56190,-13.56190,-12.02680,-13.56190,0.27860,-0.0358,-0.0358
