Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.43100,2.70600,1.72500,0.91400,4.33200,0.06800,5.17800,-3.45300,-0.17900,-3.63200,,-3.63200,-3.63200,-5.32600,-2.82000,-3.45300,9.92030,9.92030,-0.54000,-0.54000,0.68840,,0.50160,38.93030,-77.92820,-77.92820,-81.96800,-120.19860,0.35220,0.98140,91.70620,-103.21170,119.35590,-28.87120,-103.21110,0.30040,0.0751,0.0713
2024-06-30,4.11600,2.47000,1.64600,0.79200,5.15300,0.20600,5.73900,-4.09300,1.63800,-2.45500,,-2.45500,-2.45500,-4.04700,-3.47300,-4.09300,6.74130,6.74130,-0.60000,-0.60000,0.82110,,0.03940,39.99030,-99.44120,-99.44120,-59.64530,-98.32360,0.26710,0.75030,119.95630,-48.55650,124.87290,-15.93230,-48.55620,0.69810,-0.1835,-0.2018
2024-03-31,4.20900,2.47700,1.73200,1.69900,4.37900,-0.25900,6.33700,-4.60500,-0.65500,-5.26000,,-5.26000,-5.26000,-5.26000,-3.90500,-4.60500,5.24080,5.24080,-1.00000,-1.00000,1.08690,,0.06180,41.14990,-109.40840,-109.40840,-124.97030,-124.97030,0.22630,0.67450,133.42840,-87.84200,355.64570,-28.27960,-87.84240,1.00090,-0.71420,-0.73810
2023-12-31,9.51000,5.78300,3.72700,2.23200,6.84800,-0.52900,16.66100,-12.93400,-0.34000,-13.27400,,-13.27400,-13.27400,-6.82800,-4.43500,-12.93400,2.79900,2.79900,-3.26000,-3.26000,1.25330,,0.08010,39.19030,-136.00420,-136.00420,-139.57940,-71.79810,0.37550,1.14760,78.42590,-132.87300,-890.87320,-52.40840,-132.87290,2.09250,-0.7692,-0.8382
2023-09-30,7.19500,4.65500,2.54000,2.06600,5.43200,0.46200,7.03600,-4.49600,1.51200,-2.98400,,-2.98400,-2.98400,-9.43000,-3.24600,-4.49600,2.95730,2.95730,-3.19000,-3.19000,1.01600,,,35.30230,-62.48780,-62.48780,-41.47320,-131.06320,0.26410,0.91880,97.95550,-17.95970,1676.42700,-10.95370,-17.95970,3.98430,0.5655,0.6419
2023-06-30,5.05200,2.91100,2.14100,2.24600,5.25800,-2.82400,10.32800,-8.18700,1.03800,-7.14900,-0.31300,-6.83600,-6.83600,-6.83600,-6.84500,-8.18700,2.02470,2.02470,-3.38000,-3.38000,1.18230,,,42.37930,-162.05460,-162.05460,-141.50830,-135.31270,0.18710,0.96670,93.09980,-40.03510,726.46120,-25.31480,-40.03510,7.06530,-3.7508,-3.8411
2023-03-31,3.32200,1.94800,1.37400,2.95600,5.17000,-0.46800,8.59400,-7.22000,-0.01600,-7.23600,,-7.23600,-7.23600,-7.23600,-5.84300,-7.22000,1.88580,1.88580,-3.84000,-3.84000,0.55180,,,41.36060,-217.33900,-217.33900,-217.82060,-217.82060,0.13610,0.95930,93.82000,-49.53790,163.23030,-29.65330,-49.53790,7.72960,-1.57920,-1.73140
2022-12-31,7.12200,4.07600,3.04600,3.26900,6.31900,-1.37000,19.22100,-16.17500,-0.19700,-16.37200,-0.15900,-16.21300,-16.21300,-16.21300,-6.40400,-16.17500,1.85950,1.85950,-8.81000,-8.81000,0.93490,,0.03540,42.76890,-227.11310,-227.11310,-229.87910,-227.64660,0.23570,1.16110,77.51470,-84.42510,1880.85500,-53.66760,-84.42510,10.21330,-2.0838,-2.1723
2022-09-30,4.50800,2.71900,1.78900,3.82700,6.20700,-1.83600,53.87000,-52.08100,-0.52100,-52.60200,,-52.60200,-52.60200,-52.60200,-8.64600,-52.08100,1.86930,1.86930,-28.14000,-28.14000,0.66470,,0.16910,39.68500,-1155.30200,-1155.30200,-1166.85900,-1166.85900,0.12070,0.86690,103.81540,-208.04460,1255.41800,-140.81270,-208.04460,13.45930,-3.0315,-3.1659
2022-06-30,4.27900,2.45800,1.82100,4.57000,5.99400,,10.56400,-8.74300,0.02300,-8.72000,,-8.72000,-8.72000,-8.72000,-7.35100,-8.74300,1.84730,1.84730,-4.80000,-4.80000,1.37000,,0.05280,42.55670,-204.32350,-204.32350,-203.78590,-203.78590,0.04970,0.92160,97.65600,-11.44840,-269.05300,-10.12460,-11.44840,41.12320,-2.1337,-2.5309
