Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1.31700,1.31700,-2.63400,0.51900,-2.11500,-2.11500,-2.11500,-2.11500,-2.60100,-2.63400,3.01700,3.01700,-0.70000,-0.70000,0.85900,297.04820,297.05050,-71.33220,297.05050,-0.19190,0.0962,0.0962
2024-06-30,1.87300,1.16500,-3.03800,1.16900,-1.86900,-1.86900,-1.86900,-1.86900,-3.00600,-3.03800,1.61200,1.61200,-1.16000,-1.16000,1.66740,-144.77230,-144.77150,-36.51820,-144.77150,0.56550,-1.0421,-1.0421
2024-03-31,2.28800,1.40700,-3.69500,0.53800,-3.15700,-3.15700,-3.15700,-3.15700,-3.64800,-3.69500,0.64700,0.64700,-4.88000,-4.88000,0.42940,120.26670,120.26670,-178.56340,120.26670,-3.48140,-1.60430,-1.60430
2023-12-31,2.27600,0.75700,-3.03300,-0.33900,-3.37200,-3.37200,-3.37200,-3.37200,-2.99200,-3.03300,0.47800,0.47800,-3.38000,-3.38000,1.59600,-764.63590,-764.62600,-104.72050,-764.62600,0.71360,-4.8058,-4.8058
2023-09-30,2.29200,0.98400,-3.27600,0.07700,-3.19900,-3.19900,-3.19900,-3.19900,-3.23000,-3.27600,0.50300,0.50300,-6.36000,-6.36000,3.53870,-126.69300,-126.69310,-63.71240,-126.69310,4.40660,-1.8888,-1.8888
2023-06-30,3.05100,1.19100,-4.24200,0.00800,-4.23400,-4.23400,-4.23400,-4.23400,-4.19600,-4.24200,0.39800,0.39800,-10.64000,-10.64000,4.38920,-83.95800,-83.95800,-64.89880,-83.95800,12.67090,-8.2588,-8.2588
2023-03-31,3.98900,1.30300,-5.29200,0.01900,-5.27300,-5.27300,-5.27300,-5.27300,-5.24700,-5.29200,0.39800,0.39800,-13.25000,-13.25000,5.64970,-57.90050,-57.90050,-47.49590,-57.90050,22.88190,-9.17840,-9.17840
2022-12-31,2.86300,1.12300,-3.98600,0.02000,-3.96600,-3.96600,-3.96600,-3.96600,-3.94000,-3.98600,0.36400,0.36400,-10.52000,-10.52000,9.27260,-27.98080,-27.98080,-24.83250,-27.98080,35.61310,-13.2711,-13.2702
2022-09-30,2.35300,1.19300,-3.54600,0.01100,-3.53500,-3.53500,-3.53500,-3.53500,-3.50200,-3.54600,0.35800,0.35800,-9.80000,-9.80000,8.24030,-21.82500,-21.82500,-19.06790,-21.82500,45.24300,-9.4246,-9.4245
2022-06-30,1.85100,1.15900,-3.01000,0.00200,-3.00800,-3.00800,-3.00800,-3.00800,-2.96700,-3.01000,0.35800,0.35800,-8.40000,-8.40000,15.56620,-15.40980,-15.40980,-14.31770,-15.40980,54.52510,-11.7402,-11.7989
