Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,11.72700,11.72700,3.05500,-0.31500,4.14700,-0.67300,3.47400,3.47400,3.47400,3.47400,9.02200,8.35700,10.45000,10.45000,0.33000,0.33000,0.11240,0.64640,1.82770,100.00000,35.36280,71.26290,29.62390,29.62390,0.02750,1.58580,56.75360,2.76100,2.76100,0.81350,0.97640,12.04080,-4.6681,-4.6681
2024-06-30,9.54800,9.54800,2.69500,-0.32200,3.05800,-4.38400,-1.32600,-1.32600,-1.32600,-1.32600,10.14700,6.53100,9.55100,9.55100,-0.14000,-0.14000,0.30480,0.57970,1.37900,100.00000,32.02770,68.40180,-13.88770,-13.88770,0.02920,1.80390,49.89210,-1.05230,-1.05230,-0.40610,-0.44230,12.05830,-3.3207,-3.3207
2024-03-31,8.90900,8.90900,2.56500,-0.33900,3.19800,-3.65600,-0.45800,-0.45800,-0.45800,-0.45800,11.68700,6.00500,8.65900,8.65900,-0.05000,-0.05000,0.51020,0.55050,1.22450,100.00000,35.89630,67.40380,-5.14090,-5.14090,0.03190,1.23990,72.58390,-0.38550,-0.38550,-0.16410,-0.17330,12.56820,-2.93020,-2.93020
2023-12-31,9.16200,9.16200,2.59900,-0.25200,3.50300,0.99500,4.49800,4.21100,4.21100,4.21100,-0.24900,6.31100,7.60200,7.60200,0.56000,0.56000,0.63950,0.58680,1.42000,100.00000,38.23400,68.88240,49.09410,45.96160,0.03710,2.32180,38.76230,4.26480,4.26480,1.70610,1.76230,12.98860,0.2764,0.2764
2023-09-30,9.27600,9.27600,2.55500,-0.28600,3.09100,4.66900,7.76000,7.76000,7.76000,7.76000,-0.01100,6.43500,7.60200,7.60200,1.02000,1.02000,1.16050,0.58830,1.42900,100.00000,33.32260,69.37260,83.65680,83.65680,0.03770,1.19210,75.49480,7.92250,7.92250,3.15020,3.26170,12.88460,1.3807,1.3807
2023-06-30,8.97700,8.97700,2.55400,-0.28600,3.36800,1.83400,5.20200,5.20200,5.20200,5.20200,4.59100,6.13700,7.60200,7.60200,0.68000,0.68000,0.09590,0.61560,1.60170,100.00000,37.51810,68.36360,57.94810,57.94810,0.02780,2.16520,41.56620,5.60260,5.60260,1.61310,2.15340,12.21390,0.575,0.575
2023-03-31,8.41000,8.41000,2.46200,-0.26000,2.86700,5.29300,8.16000,8.16000,8.16000,8.16000,1.99400,5.68800,7.60200,7.60200,1.07000,1.07000,0.08460,0.62170,1.64370,100.00000,34.09040,67.63380,97.02740,97.02740,0.02680,1.86850,48.16770,9.03570,9.03570,2.59820,3.41790,11.87950,1.14640,1.14640
2022-12-31,7.32500,7.32500,2.00600,-0.25100,2.38600,-9.42100,-7.03500,-7.28700,-7.28700,-7.28700,17.05800,5.06800,6.25100,6.25100,-0.68000,-0.68000,0.12200,0.64360,1.80580,100.00000,32.57340,69.18770,-96.04100,-99.48120,0.02360,1.48700,60.52420,-8.59220,-8.59220,-2.34980,-3.06230,11.15610,-2.173,-2.173
2022-09-30,6.03300,6.03300,1.95200,-0.32600,1.08400,0.24700,1.33100,1.33100,1.33100,1.33100,4.59600,3.75500,7.60200,7.60200,0.18000,0.18000,0.11270,0.59930,1.49570,100.00000,17.96780,62.24100,22.06200,22.06200,0.02060,1.39390,64.56490,1.39350,1.39350,0.45410,0.55840,12.56620,2.7079,2.7079
2022-06-30,5.51300,5.51300,1.45000,-0.20800,1.18800,-5.70600,-4.51800,-4.51800,-4.51800,-4.51800,-100.07900,3.85500,5.19500,5.19500,-0.87000,-0.87000,0.08680,0.59360,1.46070,100.00000,21.54910,69.92560,-81.95180,-81.95180,0.01590,0.74310,121.11550,-4.62880,-4.62880,-1.30390,-1.88110,12.83950,-7.683,-7.683
2022-03-31,5.55800,5.55800,1.48200,-0.20500,1.20100,-6.31000,-5.10900,-5.10900,-5.10900,-5.10900,-5.06800,3.87100,4.55800,4.55800,-1.12000,-1.12000,0.15490,0.67250,2.05360,100.00000,21.60850,69.64740,-91.92160,-91.92160,0.01760,0.74530,120.75030,-7.37380,-7.37380,-1.61790,-2.41480,15.05560,0.46840,0.46840
2021-12-31,6.35300,6.35300,-3.78300,-0.19100,7.15300,-29.28200,-22.12900,-22.17700,-22.17700,-22.17700,33.12900,9.94500,4.07300,4.07300,-5.58000,-5.58000,0.06500,0.65570,1.90460,100.00000,112.59240,156.54010,-348.32360,-349.07910,0.01490,1.54310,58.32360,-29.74540,-29.74540,-5.20200,-10.24090,16.62710,3.9685,3.9685
2021-09-30,7.37300,7.37300,2.43100,-0.22200,1.57300,-4.70400,-3.13100,-3.13100,-3.13100,-3.13100,10.42600,4.72000,3.98600,3.98600,-0.79000,-0.79000,0.17100,0.60410,1.52620,100.00000,21.33460,64.01740,-42.46580,-42.46580,0.01780,1.03670,86.81410,-3.14910,-3.14910,-0.75400,-1.24660,22.16720,-9.004,-9.004
