Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,151.49100,142.82400,8.66700,6.16200,17.20200,1.27700,22.08700,-13.42000,14.96400,1.54400,0.91700,0.62700,0.48500,0.48500,-13.42000,-13.42000,30.22800,30.22800,0.02000,0.02000,3.62480,5.72110,-8.85860,-8.85860,1.01920,0.32020,0.19310,21.79730,4.12900,0.07940,0.08180,0.06180,0.07940,,0,0
2024-06-30,142.01400,130.42500,11.58900,6.89900,17.26300,-3.87900,28.04100,-16.45200,10.40700,-6.04500,0.34500,-6.39000,-6.76500,-6.76500,-16.45200,-16.45200,31.12900,31.12900,-0.22000,-0.22000,5.02680,8.16050,-11.58480,-11.58480,-4.25660,-4.76360,0.13170,19.74060,4.55910,-0.75530,-0.77210,-0.62760,-0.75530,,0,0
2024-03-31,143.99500,128.89700,15.09800,7.50000,16.39300,-14.32500,38.21800,-23.12000,11.25200,-11.86800,,-11.86800,-12.18100,-12.18100,-23.12000,-23.12000,31.80700,31.80700,-0.38000,-0.38000,4.38690,10.48510,-16.05610,-16.05610,-8.24200,-8.45930,0.12770,19.16360,4.69640,-1.33420,-1.36130,-1.08040,-1.33420,,0.00000,
2023-12-31,184.70720,166.48110,18.22610,8.46760,23.31390,-3.33280,35.11410,-16.88810,12.77750,-4.11060,,-4.26120,-8.52340,-8.52340,-16.88810,-16.88810,31.97800,31.97800,-0.54000,-0.54000,4.85840,9.86750,-9.14320,-9.14320,-2.22550,-4.61460,0.16250,17.85360,5.04100,-0.90470,-0.92130,-0.74970,-0.90470,29.46320,-0.21,-0.2323
2023-09-30,186.29200,159.91900,26.37300,10.21200,19.32400,1.95600,27.58000,-1.20700,11.26000,10.05300,,10.05300,10.46900,10.46900,-1.20700,-1.20700,31.97770,31.97770,0.30000,0.30000,4.56140,14.15680,-0.64790,-0.64790,5.39640,5.61970,0.16190,17.89380,5.02970,1.11800,1.14050,0.90970,1.11800,,0,0
2023-06-30,191.99200,165.94200,26.05000,9.79700,18.47700,1.18800,27.08600,-1.03600,2.11500,1.07900,,1.07900,0.94400,0.94400,-1.03600,-1.03600,31.97770,31.97770,0.30000,0.30000,4.56600,13.56830,-0.53960,-0.53960,0.56200,0.49170,0.16660,15.43720,5.83010,0.10080,0.10220,0.08190,0.10080,,0,0
2023-03-31,215.95000,190.25500,25.69500,10.52900,21.91200,2.77300,29.66800,-3.97300,6.55700,2.58400,,2.58400,2.11300,2.11300,-3.97300,-3.97300,32.02360,32.02360,0.10000,0.10000,4.51900,11.89860,-1.83980,-1.83980,1.19660,0.97850,0.18390,14.53520,6.19190,0.22320,0.22710,0.18000,0.22320,,0.00000,
2022-12-31,220.84560,197.20420,23.64140,10.13000,22.27070,2.01230,30.38830,-6.74690,5.27900,-1.46780,,-1.97340,7.31310,7.79980,-6.74690,-6.74690,31.97120,31.97120,0.20000,0.20000,4.54050,10.70500,-3.05500,-3.05500,-0.66460,3.53180,0.18700,13.95140,6.45100,0.76880,0.78320,0.61920,0.76880,29.74520,-0.3076,-0.3327
2022-09-30,252.80600,217.48700,35.31900,11.86100,30.14600,5.12500,36.88200,-1.56300,0.25600,-1.30700,,-1.30700,-0.93500,-0.41900,-1.56300,-1.56300,31.96640,31.96640,0.00000,0.00000,4.82510,13.97080,-0.61830,-0.61830,-0.51700,-0.16570,0.21960,13.93410,6.45900,-0.10050,-0.10260,-0.08120,-0.10050,,0,0
2022-06-30,273.69000,227.55200,46.13800,15.20500,38.53700,3.04200,50.70000,-4.56200,-0.79300,-5.35500,,-5.35500,-5.78600,-4.61500,-4.56200,-4.56200,31.82720,31.82720,-0.10000,-0.10000,4.22380,16.85780,-1.66690,-1.66690,-1.95660,-1.68620,0.22760,12.78090,7.04180,-0.61290,-0.62810,-0.48120,-0.61290,,0,0
