Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1565.30000,954.00000,611.30000,307.80000,-165.30000,481.60000,129.70000,,129.70000,27.60000,102.10000,102.10000,,102.10000,140.39990,138.20000,36.00000,36.50000,2.84000,2.80000,0.21410,0.27240,8.28590,8.82900,8.28600,6.52270,0.10190,3.54800,3.78300,0.66440,2.78840,79.93610,10.7837,10.7188
2024-06-30,1536.70000,1007.60000,529.10000,303.50000,-165.70000,477.80000,51.30010,,51.30000,10.90000,40.40000,40.40000,0.10000,40.50000,62.40010,59.90010,36.00000,36.30000,1.13000,1.12000,0.23490,0.30710,3.33830,3.89800,3.33830,2.63550,0.10330,1.58290,1.70220,0.27160,1.21110,70.89440,3.843,3.7823
2024-03-31,1551.10000,935.20000,615.90000,299.00000,-163.10000,470.60000,145.30000,,145.30000,29.80000,115.50000,115.50000,,115.50000,156.30000,153.80000,35.80000,36.30000,3.22000,3.18000,0.23700,0.31050,9.36750,9.91550,9.36750,7.44630,0.10630,4.57840,4.92770,0.79140,3.49350,70.27020,1.61710,1.54550
2023-12-31,1528.80000,915.80000,613.00000,297.90000,-156.40000,462.80000,150.19970,,150.20000,42.90000,107.30000,107.30000,0.60000,107.90000,161.49970,158.69970,35.70000,36.10000,3.03000,3.02000,0.24110,0.31770,9.82470,10.38070,9.82470,7.05780,0.10460,4.35190,4.69210,0.73430,3.30280,68.87150,2.5679,2.507
2023-09-30,1516.60000,1061.50000,455.10000,296.60000,-150.90000,456.00000,-0.90000,,-0.90000,-9.10000,8.20000,8.20000,0.40000,8.60000,11.00000,7.60000,35.80000,36.10000,0.24000,0.24000,0.27010,0.37000,-0.05930,0.50110,-0.05930,0.56710,0.10590,0.38750,0.42320,0.05730,0.28280,59.11450,6.2106,6.1324
2023-06-30,1504.40000,1139.90000,364.50000,292.70000,-153.90000,455.20000,-90.70010,,-90.70000,-20.70000,-70.00000,-70.00000,0.80000,-69.20000,-78.30010,-82.10010,35.70000,35.70000,-1.94000,-1.94000,0.25910,0.34980,-6.02900,-5.45730,-6.02900,-4.59980,0.10600,-3.12790,-3.39950,-0.49340,-2.31730,62.51120,0.7325,0.6403
2023-03-31,1443.70000,1017.40000,426.29990,288.80000,-146.50000,443.80000,-17.50000,,-17.50000,-5.50000,-12.00000,-12.00000,,-12.00000,-4.80000,-9.00000,35.60000,35.60000,-0.34000,-0.34000,0.24680,0.32760,-1.21220,-0.62340,-1.21220,-0.83120,0.10250,-0.50230,-0.54290,-0.08520,-0.37840,66.91880,0.50840,0.41010
2022-12-31,1478.70000,1050.80000,427.90010,283.90000,-150.10000,442.60000,-14.69960,,-14.70000,-2.80000,-11.90000,-11.90000,-0.20000,-12.10000,-1.79960,-6.09950,35.60000,36.10000,-0.34000,-0.33000,0.25110,0.33530,-0.99410,-0.41250,-0.99410,-0.81830,0.10570,-0.50990,-0.55220,-0.08500,-0.38190,65.55340,5.4986,5.3905
2022-09-30,1366.30000,939.60000,426.70010,277.10000,-140.60000,426.20000,0.50010,,0.50000,-0.10000,0.60000,0.60000,-0.10000,0.50000,14.20010,9.00010,35.60000,36.10000,0.01000,0.01000,0.25410,0.34070,0.03660,0.65870,0.03660,0.03660,0.09940,0.02610,0.02830,0.00440,0.01950,64.49160,8.7285,8.6178
2022-06-30,1292.90000,845.50000,447.40000,269.30000,-141.40000,419.20000,28.20000,,28.20000,5.40000,22.80000,22.80000,-0.10000,22.70000,40.90000,36.70000,35.60000,36.10000,0.64000,0.63000,0.23320,0.30410,2.18110,2.83860,2.18110,1.75570,0.09510,0.88650,0.95280,0.16760,0.67980,72.24160,0.2383,0.0997
