Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,81.96500,81.96500,24.21400,-1.23300,56.51800,-82.80600,-26.28800,-7.11200,-19.17600,-19.17600,-19.61600,61.49500,56.51800,116.58400,116.58400,-0.17000,-0.17000,0.64000,1.77800,68.95380,68.95380,-32.07220,-23.93220,0.01230,-0.82540,-0.82540,-0.28740,-0.29710,19.65480,0.1889,0.1702
2024-06-30,94.51700,94.51700,28.76900,4.19800,69.94600,-32.65600,37.29000,10.34600,26.94400,26.94400,26.54000,74.30100,69.94600,114.33000,114.43300,0.23000,0.23000,0.63910,1.77050,74.00360,74.00360,39.45320,28.07960,0.01420,1.15980,1.15980,0.40460,0.41860,20.17480,-0.1938,-0.0658
2024-03-31,105.81600,105.81600,29.72900,-2.02200,74.06500,96.67800,170.74300,46.19500,124.54800,124.54800,123.02500,78.41700,74.06500,112.61800,130.99900,1.08000,0.98000,0.65150,1.86980,69.99410,69.99410,161.35840,116.26310,0.01570,5.47850,5.47850,1.85120,1.90900,20.03430,0.15980,1.04350
2023-12-31,86.58500,86.58500,22.27500,0.64900,64.95900,62.95100,127.90900,36.91900,90.99000,90.99000,89.76200,68.95100,64.95900,101.84500,109.46800,0.85000,0.82000,0.66480,1.98330,75.02340,75.02340,147.72650,103.66920,0.01320,4.24860,4.24860,1.38870,1.42420,19.09200,0.0647,0.0647
2023-09-30,89.85100,89.85100,23.00400,-9.79200,57.05500,-40.53600,16.51900,-5.12800,21.64700,21.64700,21.44600,60.96800,57.05500,107.71500,109.14500,0.20000,0.20000,0.63530,1.74180,63.49960,63.49960,18.38490,23.86840,0.01520,1.03090,1.03090,0.36640,0.37600,18.88960,0.1887,0.1887
2023-06-30,74.33400,74.33400,23.95700,-0.80600,49.57100,-37.65100,11.92100,-1.60100,13.52200,13.52200,13.52200,53.57500,49.57100,96.99700,99.98900,0.14000,0.14000,0.62100,1.63840,66.68680,66.68680,16.03710,18.19090,0.01380,0.67820,0.67820,0.25160,0.25700,18.67480,0.1388,0.1388
2023-03-31,69.10100,69.10100,26.39100,-1.88300,40.82700,-14.79800,26.02900,1.43100,24.59800,24.59800,24.10600,45.00300,40.82700,91.10200,94.12900,0.26000,0.26000,0.66950,2.02560,59.08310,59.08310,37.66810,34.88520,0.01340,1.48290,1.48290,0.47860,0.49010,18.09790,0.51850,0.51850
2022-12-31,58.30800,58.30800,20.57500,-6.57600,31.15700,-57.76600,-26.60900,-6.41400,-20.19500,-20.19500,-19.92900,35.23100,31.15700,87.50100,90.60900,-0.24000,-0.21000,0.64120,1.78720,53.43520,53.43520,-45.63530,-34.17890,0.01220,-1.21310,-1.21310,-0.42430,-0.43520,18.32670,-0.7024,-0.6522
2022-09-30,60.15000,60.15000,21.08300,2.46300,41.53000,0.99600,42.52600,7.58500,34.94100,34.94100,34.53400,45.57700,41.53000,87.72200,90.76300,0.39000,0.38000,0.62300,1.65240,69.04410,69.04410,70.69990,57.41310,0.01340,2.11630,2.11630,0.77680,0.79790,18.58450,1.0138,1.0159
2022-06-30,62.80300,62.80300,29.65400,-8.06400,25.08500,-48.41200,-23.32700,-4.78900,-18.53800,-18.53800,-18.44900,28.93900,25.08500,87.05000,87.05000,-0.21000,-0.21000,0.63940,1.77330,39.94240,39.94240,-37.14310,-29.37600,0.01390,-1.16480,-1.16480,-0.41020,-0.42000,18.19080,0.0498,0.0486
2022-03-31,58.47600,58.47600,22.06700,-0.62100,35.78800,20.91400,56.70200,10.99900,45.70300,45.70300,45.34600,39.49100,35.78800,85.58300,89.05200,0.53000,0.51000,0.60930,1.55940,61.20120,61.20120,96.96630,77.54630,0.01390,2.83170,2.83170,1.08260,1.10640,18.61160,-0.35870,-0.40980
2021-12-31,53.69500,53.69500,18.21800,2.40000,37.87700,30.59200,68.46900,5.64800,62.82100,62.82100,62.41900,41.73800,37.87700,79.99300,87.67200,0.76000,0.74000,0.61410,1.59140,70.54100,70.54100,127.51470,116.24730,0.01290,4.01020,4.01020,1.51440,1.54750,18.35900,-0.1215,-0.1215
2021-09-30,48.88200,48.88200,17.18200,-1.48500,30.21500,-34.56400,-4.34900,-1.25000,-3.09900,-3.09900,-2.83800,34.05300,30.21500,79.33500,79.33500,-0.04000,-0.04000,0.61860,1.62220,61.81210,61.81210,-8.89690,-5.80580,0.01240,-0.21030,-0.21030,-0.07860,-0.08020,17.48310,0.3001,0.3001
2021-06-30,58.89400,58.89400,17.38800,-0.90600,40.60000,-18.21100,22.38900,5.98100,16.40800,16.40800,15.97400,43.77000,40.60000,78.37300,81.94500,0.20000,0.20000,0.65730,1.91840,68.93740,68.93740,38.01580,27.12330,0.01500,1.24060,1.24060,0.41690,0.42510,16.86490,0.1825,0.1825
2021-03-31,51.69500,51.69500,20.09400,-0.50500,31.09600,26.89900,57.99500,6.77900,51.21600,51.21600,51.02400,35.34400,31.09600,77.49300,86.86600,0.65000,0.61000,0.61010,1.56480,60.15280,60.15280,112.18690,98.70200,0.01510,3.90570,3.90570,1.49250,1.52280,16.74330,-0.20930,-0.20930
2020-12-31,48.88900,48.88900,14.20900,-4.46700,30.21300,-10.83900,19.37400,-5.64000,25.01400,25.01400,24.92500,33.07300,30.21300,72.38800,74.37300,0.33000,0.31000,0.64400,1.80880,61.79920,61.79920,39.62860,50.98290,0.01410,2.06700,2.06700,0.72310,0.73590,15.82780,0.3041,0.3041
2020-09-30,48.58900,48.58900,12.93000,-2.45800,33.20100,-9.57900,23.62200,2.34500,21.27700,21.27700,21.17500,36.45400,33.20100,74.01300,76.13100,0.28000,0.28000,0.66610,1.99490,68.33030,68.33030,48.61590,43.57980,0.01450,1.93830,1.93830,0.63620,0.64720,14.78370,0.1417,0.1417
2020-06-30,48.59500,48.59500,13.16700,-2.52300,32.90500,-22.25400,10.65100,-1.40700,12.05800,12.05800,12.00800,35.17000,32.90500,72.91400,73.38200,0.16000,0.16000,0.61650,1.60760,67.71270,67.71270,21.91790,24.71040,0.01710,1.12910,1.12910,0.42500,0.43300,14.56600,0.3802,0.3802
2020-03-31,40.83400,40.83400,12.30600,-0.64800,27.88000,-1.54700,26.33300,1.92300,24.41000,24.41000,24.30800,30.87100,27.88000,67.17200,73.14100,0.36000,0.35000,0.58130,1.38850,68.27640,68.27640,64.48790,59.52880,0.01620,2.35490,2.35490,0.96690,0.98590,14.53280,0.15930,0.15930
2019-12-31,38.32800,38.32800,11.37000,,26.95800,28.67900,55.63700,9.39600,46.24100,46.24100,46.07500,29.22000,26.95800,63.91600,64.77100,0.69000,0.71000,0.59710,1.48210,70.33500,70.33500,145.16020,120.21240,0.01610,4.91970,4.91970,1.93700,1.98210,14.16850,-0.026,-0.026
2019-09-30,38.84200,38.84200,10.93000,-8.02700,19.88500,-10.57700,9.30800,0.13200,9.17600,9.17600,9.10200,22.49900,19.88500,64.92200,65.63100,0.14000,0.13000,0.60570,1.53610,51.19460,51.19460,23.96380,23.43340,0.01700,1.03970,1.03970,0.40260,0.41000,13.59330,0.1633,0.1633
2019-06-30,31.26800,31.26800,10.38900,0.00000,20.87900,-7.24500,13.63400,0.83900,12.79500,12.79500,12.74000,23.22200,20.87900,63.77300,64.42900,0.20000,0.19000,0.55390,1.24170,66.77430,66.77430,43.60370,40.74450,0.01540,1.44620,2.45620,0.63110,0.64510,13.62970,0.2626,0.2626
2019-03-31,33.14300,33.14300,10.78100,0.00000,22.36200,-10.92400,11.43800,-2.27000,13.70800,13.70800,13.64700,25.17100,22.36200,61.74900,62.36500,0.22000,0.21000,0.59660,1.47870,67.47130,67.47130,34.51110,41.17610,0.01520,1.62790,1.62790,0.62680,0.65670,13.39240,0.05540,0.05540
2018-12-31,39.97000,39.97000,12.58100,,27.38900,-17.25600,10.13300,1.03400,9.09900,9.09900,9.05500,31.19000,27.38900,52.78000,52.78000,0.16000,0.16000,0.60680,1.54350,68.52390,68.52390,25.35150,22.65450,0.01850,1.13100,1.13100,0.42220,0.44470,13.29570,0.5488,0.4665
2018-09-30,35.38300,35.38300,9.86000,,25.52300,-8.01000,17.51300,0.93900,16.57400,16.57400,16.48300,29.53900,25.52300,52.72900,52.72900,0.30000,0.30000,0.70320,2.36960,72.13350,72.13350,49.49550,46.58450,0.01540,2.56320,2.56320,0.72210,0.76070,12.26300,0.2862,0.1509
2018-06-30,36.13500,36.13500,10.17900,,25.95600,-8.45000,17.50600,0.15300,17.35300,17.35300,17.26200,29.66100,25.95600,52.05100,52.05100,0.32000,0.32000,0.69150,2.24190,71.83060,71.83060,48.44610,47.77090,0.01630,2.68460,2.68460,0.78240,0.82810,12.25910,0.1755,-0.1288
2018-03-31,27.90800,27.90800,8.12200,,19.78600,-20.99600,-1.21000,0.01800,-1.22800,-1.22800,-1.22300,23.51700,19.78600,51.71100,51.71100,-0.03000,-0.03000,0.69530,2.28200,70.89720,70.89720,-4.33570,-4.38230,0.01260,-0.19590,-0.19590,-0.05530,-0.05970,12.09700,0.10340,0.10340
2017-12-31,27.51000,27.51000,7.45800,,20.05200,-15.87900,4.17300,0.76500,3.40800,3.40800,3.38400,23.69600,20.05200,50.36200,50.36200,0.06000,0.06000,0.68970,2.22230,72.88990,72.88990,15.16900,12.30100,0.01220,0.53020,0.53020,0.15150,0.16450,12.44130,-0.1827,-0.8104
2017-09-30,26.40200,26.40200,7.71400,,18.68800,-10.70800,7.98000,0.00500,7.97500,7.97500,7.93300,22.15700,18.68800,51.65600,51.65600,0.14000,0.14000,0.68090,2.13380,70.78250,70.78250,30.22500,30.04700,0.01140,1.21810,1.21810,0.34510,0.38870,12.67420,0.1455,-0.2696
2017-06-30,28.27500,28.27500,8.79800,,19.47700,-6.98400,12.49300,0.08300,12.41000,12.41000,12.34000,22.79000,19.47700,50.57400,50.57400,0.23000,0.23000,0.66460,1.98150,68.88420,68.88420,44.18390,43.64280,0.01240,1.87110,1.87110,0.54230,0.62760,12.84030,0.1595,0.0569
2017-03-31,23.80000,23.80000,6.91400,,16.88600,-9.61200,7.27400,0.03200,7.24200,7.24200,7.19900,19.63100,16.88600,47.49700,47.49700,0.14000,0.14000,0.65260,1.87860,70.94960,70.94960,30.56300,30.24790,0.01160,1.13720,1.13720,0.35440,0.39510,12.68690,0.11040,-2.13930
2016-12-31,19.86200,19.86200,6.54400,,13.31800,-8.86400,4.45400,0.01700,4.43700,4.43700,3.20700,15.62600,13.31800,40.29100,40.29100,0.09000,0.09000,0.62940,1.69840,67.05270,67.05270,22.42470,16.14640,0.01140,0.77250,0.77250,0.25410,0.28630,12.35320,0.1963,0.0184
2016-09-30,19.00800,19.00800,6.31600,,12.69200,-9.30400,3.38800,0.04100,3.34700,3.34700,3.32900,14.46900,12.69200,41.98800,41.98800,0.07000,0.07000,0.66040,1.94450,66.77190,66.77190,17.82410,17.51370,0.01220,0.67330,0.71790,0.21510,0.22860,11.83960,0.9478,0.8812
2016-06-30,21.84500,21.84500,8.07600,,13.76900,-9.95800,3.81100,0.03600,3.77500,3.77500,3.74700,15.55600,13.76900,37.73700,37.73700,0.09000,0.09000,0.63390,1.73150,63.03040,63.03040,17.44560,17.15270,0.01480,0.75160,0.80060,0.25570,0.27520,11.96190,0.0005,0.0038
2016-03-31,20.48300,20.48300,6.23400,,14.24900,-11.00500,3.24400,0.04700,3.19700,3.19700,2.56900,16.03500,14.24900,37.01600,37.01600,0.07000,0.07000,0.69550,2.28450,69.56500,69.56500,15.83750,12.54210,0.01390,0.75460,0.81420,0.21650,0.22970,11.44130,0.26650,0.06860
2015-12-31,22.34500,22.34500,6.74000,,15.60500,-13.30300,2.30200,0.04100,2.26100,2.26100,3.24700,16.83900,15.60500,30.76100,30.76100,0.04000,0.04000,0.67830,2.10860,69.83670,69.83670,10.30210,14.53120,0.01520,0.52330,0.52330,0.15380,0.16830,11.67510,-0.0961,-0.1457
2015-09-30,15.04300,15.04300,6.37500,,8.66800,-6.50200,2.16600,0.02400,2.14200,2.14200,1.81900,9.82300,8.66800,31.22200,31.22200,0.06000,0.06000,0.69320,2.25890,57.62150,57.62150,14.39870,12.09200,0.01250,0.62750,0.67880,0.17740,0.19250,10.93400,0.1668,0.1278
2015-06-30,13.53100,13.53100,5.57300,,7.95800,-6.39800,1.56000,0.07600,1.48400,1.48400,1.17000,8.75500,7.95800,29.47900,29.47900,0.04000,0.04000,0.67700,2.09560,58.81310,58.81310,11.52910,8.64680,0.01150,0.42850,0.46260,0.12560,0.13840,11.09140,-0.0362,-0.7157
2015-03-31,7.76000,7.76000,5.35600,,2.40400,-0.28000,2.12400,-0.02300,2.14700,2.14700,1.72200,3.16800,2.40400,26.38600,26.38600,0.07000,0.07000,0.70300,2.36730,30.97940,30.97940,27.37110,22.19070,0.00780,0.79330,0.87330,0.21590,0.23560,10.24030,0.56750,-0.05940
2014-12-31,24.19100,24.19100,4.68900,-1.35200,18.15000,-16.48100,1.66900,0.18900,1.48000,1.48000,2.00600,18.96700,18.15000,20.65700,20.65700,0.02000,0.02000,0.69850,2.31700,75.02790,75.02790,6.89930,8.29230,0.02400,0.54010,0.58970,0.14670,0.16280,10.38940,-0.8349,-1.5074
2014-09-30,7.81300,7.81300,4.54400,,3.26900,-0.06000,3.20900,0.60700,2.60200,2.60200,2.36100,3.98500,3.26900,21.77400,21.77400,0.11000,0.11000,0.65910,1.93360,41.84050,41.84050,41.07260,30.21890,0.01110,1.18480,1.34240,0.36980,0.40390,10.08570,-0.1707,-0.8355
2014-06-30,7.57200,7.57200,4.36900,-1.10400,2.09900,-0.05400,2.04500,-0.83000,2.87500,2.87500,2.61400,2.69700,2.09900,19.97300,19.97300,0.13000,0.13000,0.65290,1.88070,27.72060,27.72060,27.00740,34.52190,0.01140,1.32350,1.49140,0.43290,0.45940,13.66800,-0.1112,-0.1112
2014-03-31,5.69900,5.69900,2.76600,,2.93300,-0.06000,2.87300,0.06000,2.81300,2.81300,2.62600,3.43300,2.93300,15.89300,16.49400,0.17000,0.17000,0.71320,2.48740,51.46520,51.46520,50.41240,46.07830,0.00970,1.90860,1.98200,0.47650,0.54730,9.27340,1.36480,1.36480
2013-12-31,-4.78600,-4.78600,2.94100,,-7.72700,-0.05900,-7.78600,-0.25100,-7.53500,-7.53500,-7.33000,-7.54100,-7.72700,15.84500,15.84500,0.48000,0.48000,0.69110,2.23760,161.45010,161.45010,162.68280,153.15500,-0.00840,-5.00250,-5.00250,-1.31860,-1.54510,9.47740,-0.5925,-0.5923
2013-09-30,4.79600,4.79600,2.84500,,1.89000,0.00400,1.89400,,1.89400,1.89400,1.76000,2.33200,1.89000,15.79500,15.79500,0.11000,0.11000,0.62340,1.65560,39.40780,39.40780,39.49130,36.69730,0.00920,1.15440,1.19490,0.36380,0.43470,10.38710,0.1612,0.161
2013-06-30,2.86400,2.86400,8.52900,,-5.77600,0.00200,-5.77400,,-5.77400,-5.77400,-4.97200,-5.56500,-5.77600,15.43900,15.43900,-0.32000,-0.32000,0.54320,1.18920,-201.67590,-201.67590,-201.60620,-173.60340,0.00730,-3.53700,-3.66270,-1.47560,-1.61560,10.33540,-0.2473,-0.2473
2013-03-31,0.75600,0.75600,1.84200,,-1.19100,-0.02800,-1.21900,,-1.21900,-1.21900,-1.21900,-0.93100,-1.19100,,,,0.00000,0.97840,45.26400,-157.53970,-157.53970,-161.24340,-161.24340,0.00360,-27.55470,96.97720,-0.57610,-0.59560,,0.00000,
2012-12-31,3.27540,3.27540,1.74110,,1.42910,-0.48000,0.94910,,0.94910,0.94910,0.94910,1.00380,1.42910,,,,0.00000,0.97160,34.20300,43.63000,43.63000,28.97520,28.97520,0.01540,16.22060,1143.48400,0.44600,0.46080,,0,0
2012-09-30,10.97800,10.97800,6.04600,,4.82600,1.39900,6.22500,,6.22500,6.22500,6.22500,4.98440,4.82600,,,,0.00000,0.91450,10.69240,43.96070,43.96070,56.70430,56.70430,0.04720,71.05520,46.78690,2.67780,2.77850,1.20570,0,0
2012-06-30,1.54140,1.54140,2.02360,,-0.59050,-1.64650,-2.23700,,-2.23700,-2.23700,-2.23700,-0.43320,-0.59050,,,,0.00000,,,-38.30880,-38.30880,-145.12630,-145.12630,,,,,,,0,0
2012-03-31,2.01270,2.01270,1.83790,,0.06340,-0.36020,-0.29680,,-0.29680,-0.29680,-0.29680,0.34880,0.06340,,,,0.00000,,,3.15120,3.15120,-14.74480,-14.74480,,,,,,,0.00000,
2011-12-31,2.75630,2.75630,,,2.75630,,,,,,0.11360,1.93700,,,,,0.00000,,,100.00000,,,4.12130,,,,,,,0,0
2011-09-30,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
2010-09-30,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,0,0
