Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,239.02700,54.04500,184.98200,34.10500,72.42400,,106.52900,78.45300,0.37800,78.83100,8.98300,69.84800,69.84800,,69.84800,84.22500,78.45300,176.28800,179.97100,0.40000,0.39000,3.91770,77.38960,32.82180,32.82180,32.98000,29.22180,0.12520,0.88030,1.85550,48.50490,5.14720,6.35360,3.65900,5.14720,7.68370,0.54810,0.53450
2020-12-31,223.61500,55.16000,168.45500,34.39900,74.09600,,109.37000,59.08510,5.83500,64.92000,-4.42500,69.34500,69.34500,,69.34500,66.19310,59.08510,173.48900,176.59200,0.41000,0.40000,4.54800,75.33260,26.42270,26.42270,29.03200,31.01090,0.12420,0.90680,1.77900,50.58980,5.49400,6.91670,3.85100,5.49400,7.18020,0.4726,0.4526
2020-09-30,251.07300,59.74100,191.33200,30.24000,64.20600,,94.69700,96.63500,4.67400,101.30900,13.80300,87.50600,87.50600,,87.50600,103.23200,96.63500,173.94300,177.13800,0.50000,0.49000,4.50610,76.20570,38.48880,38.48880,40.35040,34.85280,0.12180,1.10920,1.96530,45.79530,5.81120,7.02170,4.24680,5.81120,8.62280,0.4579,0.4431
2020-06-30,169.09700,50.32000,118.77700,30.39700,60.15300,-19.57100,124.91900,-6.14200,3.83000,-2.31200,-1.17000,-1.14200,-1.14200,,-1.14200,0.80500,-6.14200,172.28300,172.28300,-0.01000,-0.01000,4.47140,70.24190,-3.63220,-3.63220,-1.36730,-0.67540,0.08740,0.95030,1.51420,59.43570,-0.08300,-0.10230,-0.05900,-0.08300,7.95440,0.0889,0.0658
2020-03-31,167.23500,41.20000,126.03500,35.94600,69.13800,,105.08400,20.95100,2.04300,22.99400,2.51700,20.47700,20.47700,,20.47700,28.07600,20.95100,172.40800,175.60200,0.12000,0.12000,3.95160,75.36400,12.52790,12.52790,13.74950,12.24450,0.08870,0.74930,1.66460,54.06570,1.54250,1.95540,1.08630,1.54250,7.73200,0.35330,0.33580
2019-12-31,169.76900,44.87100,124.89800,32.99100,74.30000,,107.29100,17.60700,5.31400,22.92100,-57.40600,80.32700,80.32700,,80.32700,24.53300,17.60700,171.19400,175.26900,0.48000,0.45000,5.04020,73.56940,10.37110,10.37120,13.50130,47.31550,0.09000,0.74460,1.64110,54.84060,5.92510,7.48780,4.25930,5.92510,7.86190,0.3816,0.335
2019-09-30,183.32500,47.63200,135.69300,28.11500,64.48600,,92.60100,43.09200,4.27500,47.36700,5.68200,41.68500,41.68500,,41.68500,48.71500,43.09200,170.74400,174.44900,0.24000,0.24000,7.70520,74.01770,23.50580,23.50580,25.83770,22.73830,0.13180,0.72980,1.70680,52.72950,3.36380,3.72850,2.99790,3.36380,7.25130,0.3789,0.3525
2019-06-30,199.04700,50.96700,148.08000,28.07900,68.24500,,96.32400,51.75600,5.21900,56.97500,8.22600,48.74900,48.74900,,48.74900,59.00600,51.75600,171.31800,175.44800,0.28000,0.28000,7.92310,74.39450,26.00190,26.00190,28.62390,24.49120,0.14750,0.69920,1.84910,48.67130,4.09090,4.55660,3.61130,4.09090,6.98250,0.3359,0.3138
2019-03-31,173.48400,46.28400,127.20000,30.24200,66.81100,,97.05300,30.14700,5.58400,35.73100,2.62700,33.10400,33.10400,,33.10400,34.63000,30.14700,171.09800,175.60700,0.19000,0.19000,8.31040,73.32090,17.37740,17.37740,20.59610,19.08190,0.12810,0.58430,1.63010,55.21060,2.78450,3.10450,2.44530,2.78450,6.93060,0.34890,0.31990
2018-12-31,193.28600,52.82500,140.46100,28.78100,66.43300,,95.21400,45.24700,3.50200,48.74900,3.33100,45.41800,45.41800,,45.41800,51.00000,45.24700,172.33300,177.40600,0.26000,0.26000,8.54150,72.67000,23.40930,23.40930,25.22120,23.49780,0.14990,0.63430,1.62190,55.49020,4.00070,4.48820,3.52170,4.00070,6.64600,0.4038,0.349
2018-09-30,232.22100,58.86000,173.36100,29.70000,65.81700,,95.51700,77.84400,3.42900,81.27300,0.83700,80.43600,80.43600,,80.43600,83.24200,77.84400,172.18900,177.24500,0.47000,0.45000,7.18380,74.65350,33.52150,33.52150,34.99810,34.63770,0.17530,0.62590,1.71460,52.49180,6.99780,7.84470,6.07200,6.99780,6.67540,0.4459,0.4139
2018-06-30,211.26400,54.16900,157.09500,26.88800,66.75200,,93.64000,63.45500,3.11800,66.57300,10.37700,56.19600,56.19600,,56.19600,68.70600,63.45500,172.37000,177.14900,0.33000,0.32000,6.09590,74.35960,30.03590,30.03590,31.51180,26.59990,0.16550,0.60490,1.55250,57.97280,5.20750,5.88890,4.40300,5.20750,6.27290,0.1049,0.0565
2018-03-31,169.56700,40.19800,129.36900,31.07600,63.69700,,94.77300,34.59600,3.38300,37.97900,0.76200,37.21700,37.21700,,37.21700,39.85100,34.59600,173.28000,179.64100,0.21000,0.21000,5.93310,76.29370,20.40260,20.40260,22.39760,21.94830,0.13360,0.41700,1.75450,51.29780,3.45530,3.91150,2.93300,3.45530,6.22790,0.30500,0.23110
2017-12-31,182.92200,44.53200,138.39000,26.98000,60.63500,,87.61500,50.77500,1.89600,52.67100,80.41800,-27.74700,-27.74700,,-27.74700,55.43300,50.77500,173.28700,179.55100,-0.16000,-0.16000,5.59320,75.65520,27.75770,27.75770,28.79420,-15.16880,0.14200,0.65560,1.53220,58.74050,-2.53240,-2.86270,-2.15470,-2.53240,6.31490,0.4685,0.4201
2017-09-30,266.04200,68.06100,197.98100,26.07800,61.05400,,87.13200,110.84900,1.90300,112.75200,10.25900,102.49300,102.49300,,102.49300,115.18800,110.84900,173.23400,179.35400,0.59000,0.57000,5.88980,74.41720,41.66600,41.66600,42.38130,38.52510,0.21140,1.41610,2.18110,41.26360,9.04200,10.18930,8.14400,9.04200,6.54560,0.2753,0.2314
2017-06-30,178.08000,42.16400,135.91600,23.37700,52.51800,,75.89500,60.02100,1.78500,61.80600,5.31100,56.49500,56.49500,,56.49500,64.17900,60.02100,173.27800,179.22800,0.33000,0.32000,6.58170,76.32300,33.70450,33.70450,34.70690,31.72450,0.15340,1.15550,2.26590,39.72020,5.37040,6.12970,4.86610,5.37040,6.07570,0.2381,0.2043
2017-03-31,139.03900,32.53200,106.50700,22.77000,46.52100,,69.29100,37.21600,2.01900,39.23500,-6.23600,45.47100,45.47100,,45.47100,41.25700,37.21600,172.64600,178.35400,0.26000,0.25000,7.86510,76.60230,26.76660,26.76660,28.21870,32.70380,0.12680,0.99750,2.38750,37.69620,4.49670,5.00510,4.14790,4.49670,5.83530,0.26750,0.23340
2016-12-31,138.08400,42.14000,95.94400,19.44000,42.98500,,62.42500,33.51900,2.95400,36.47300,4.09800,32.37500,32.37500,,32.37500,37.55100,33.51900,170.67600,174.14400,0.18500,0.19500,8.00240,69.48230,24.27440,24.27440,26.41360,23.44590,0.13300,1.56170,2.49080,36.13320,3.36330,3.76890,3.11720,3.36330,5.60050,0.4351,0.4215
2016-09-30,147.95200,32.74900,115.20300,18.60300,42.07200,,60.67500,54.52800,1.81400,56.34200,2.66700,53.67500,53.67500,,53.67500,58.30500,54.52800,170.92000,174.69200,0.31500,0.30500,7.68490,77.86510,36.85520,36.85520,38.08130,36.27870,0.14500,1.20290,1.80280,49.92240,5.68620,6.26750,5.26180,5.68620,5.50950,0.3265,0.2973
2016-06-30,147.27400,35.21300,112.06100,19.67100,42.71500,,62.38600,49.67500,1.99900,51.67400,8.66000,43.01400,43.01400,-0.25500,42.75900,53.39100,49.67500,170.21400,173.61200,0.25000,0.24500,7.02020,76.09010,33.72970,33.72970,35.08700,29.03360,0.15270,1.36050,2.40570,37.41130,4.85130,5.37180,4.46000,4.85130,5.20890,0.1247,0.1068
2016-03-31,96.20500,20.96800,75.23700,20.55500,38.33800,,58.89300,16.34400,1.24400,17.58800,2.70300,14.88500,14.88500,,14.88500,20.27100,16.34400,169.88600,173.08200,0.09000,0.08500,9.07710,78.20490,16.98870,16.98870,18.28180,15.47220,0.10530,0.58870,2.13340,42.18650,1.74970,1.94830,1.62920,1.74970,5.00120,0.15930,0.14640
2015-12-31,97.76800,23.40000,74.36800,17.52600,37.69400,,55.22000,19.14800,2.60100,21.74900,2.89500,18.85400,18.85400,-0.10800,18.74600,22.99400,19.14800,172.59200,175.98200,0.10500,0.10500,8.27920,76.06580,19.58510,19.58510,22.24550,19.17400,0.11010,0.62680,2.28180,39.44170,2.28350,2.55510,2.12380,2.28350,4.86510,0.2507,0.2213
2015-09-30,107.58700,26.31900,81.26800,16.97700,35.80600,,52.78300,28.48500,0.77800,29.26300,3.44100,25.82200,25.82200,78.29000,104.11200,32.07100,28.48500,172.60600,175.55200,0.60500,0.59500,7.16780,75.53700,26.47630,26.47630,27.19940,96.77010,0.12120,0.66060,1.51510,59.40380,3.17690,3.56670,2.90980,3.17690,4.78990,0.3776,0.3568
2015-06-30,143.82900,30.50800,113.32100,18.30200,43.24100,,61.54300,51.77800,0.86300,52.64100,9.12500,43.51600,43.51600,0.19800,43.71400,55.51200,51.77800,174.39800,178.37000,0.25000,0.24500,6.09070,78.78870,35.99970,35.99970,36.59970,30.39300,0.16380,0.77430,3.21560,27.98820,5.48660,6.14550,4.95510,5.48660,4.55290,0.0816,0.0522
2015-03-31,101.37300,22.34400,79.02900,16.98600,39.93300,,56.91900,22.11000,1.19900,23.30900,3.83700,19.47200,19.47200,1.03000,20.50200,25.75200,22.11000,173.52800,177.49800,0.12000,0.11500,4.63250,77.95860,21.81050,21.81050,22.99330,20.22430,0.12090,0.46110,1.80170,49.95180,2.53850,2.88150,2.32270,2.53850,4.40190,0.01930,-0.00470
2014-12-31,88.88800,17.08100,71.80700,13.27300,34.48800,,47.76100,24.04600,1.07600,25.12200,3.14300,21.97900,21.97900,4.65200,26.63100,27.61200,24.04600,173.71600,178.14200,0.15500,0.14500,3.37050,80.78370,27.05200,27.05200,28.26250,29.96020,0.10820,0.58450,2.21930,40.55410,2.98450,3.38460,2.67470,2.98450,4.25480,0.5665,0.4999
2014-09-30,154.35600,37.71200,116.64400,17.53200,43.77300,,61.30500,55.33900,1.77200,57.11100,9.43000,47.68100,47.68100,2.71900,50.40000,58.89800,55.33900,173.92600,178.33400,0.29000,0.28500,3.28310,75.56820,35.85150,35.85150,36.99950,32.65180,0.18910,1.20830,1.54430,58.27700,6.49650,7.44460,5.84040,6.49650,4.21590,0.175,0.1541
2014-06-30,92.27600,18.19000,74.08600,12.52400,35.53800,,48.06200,26.02400,0.65200,26.67600,4.00100,22.67500,22.67500,3.27300,25.94800,29.38700,26.02400,173.56400,177.93000,0.15000,0.14500,3.61790,80.28740,28.20240,28.20240,28.90890,28.12000,0.12130,0.59180,1.32240,68.05890,3.32230,3.85680,2.98180,3.32230,3.93430,0.0804,0.0654
2014-03-31,90.92900,21.08400,69.84500,12.50200,34.90000,,47.40200,22.44300,0.40400,22.84700,4.34100,18.50600,18.50600,,18.50600,26.24500,22.44300,173.75800,178.51800,0.10500,0.10500,3.61470,76.81270,24.68190,24.68190,25.12620,20.35210,0.12670,0.74150,1.75040,51.41630,2.79950,3.27220,2.57920,2.79950,3.80610,0.09780,0.08280
2013-12-31,95.69600,22.15900,73.53700,12.69500,36.00700,,48.70200,24.83500,0.02400,24.85900,4.41600,20.44300,20.44300,,20.44300,28.19100,24.83500,174.19200,178.53000,0.11500,0.11500,5.44150,76.84440,25.95200,25.95200,25.97710,21.36240,0.13480,0.86240,1.80510,49.85950,3.17480,3.73390,2.88050,3.17480,3.70780,0.2033,0.1837
2013-09-30,90.78800,21.34800,69.44000,12.18400,33.87700,,46.06100,23.37900,0.32900,23.70800,2.98100,20.72700,20.72700,,20.72700,26.68400,23.37900,174.67800,178.71800,0.12000,0.11500,6.30120,76.48590,25.75120,25.75120,26.11360,22.83010,0.13110,0.77280,1.85920,48.40820,3.25020,3.80910,2.99200,3.25020,3.65330,0.1117,0.1016
2013-06-30,86.51000,21.15000,65.36000,11.88700,33.30000,,45.18700,20.17300,0.59300,20.76600,3.94600,16.82000,16.82000,,16.82000,23.58600,20.17300,174.08800,177.42800,0.09500,0.09500,5.64260,75.55200,23.31870,23.31870,24.00420,19.44280,0.12900,0.79350,1.91330,47.03910,2.73500,3.23180,2.50900,2.73500,3.53470,0.1133,0.0998
2013-03-31,80.89200,19.42300,61.46900,11.32100,32.16700,,43.48800,17.98100,0.57200,18.55300,2.97000,15.58300,15.58300,,15.58300,21.52800,17.98100,173.04400,176.52000,0.09000,0.09000,5.45720,75.98900,22.22840,22.22840,22.93550,19.26400,0.12400,0.74540,1.89090,47.59680,2.59950,3.09210,2.38810,2.59950,3.44900,0.10640,0.09560
2012-12-31,82.16800,20.38200,61.78600,10.88600,30.38700,,41.27300,20.51300,0.93100,21.44400,5.20000,16.24400,16.24400,,16.24400,24.28600,20.51300,171.33200,174.56000,0.09000,0.09500,4.78200,75.19470,24.96470,24.96470,26.09780,19.76930,0.13090,0.77850,1.93850,46.42720,2.83840,3.41390,2.58830,2.83840,3.32300,0.1506,0.1378
2012-09-30,80.07600,19.50600,60.57000,10.00200,28.76500,,38.76700,21.80300,0.28300,22.08600,4.28100,17.80500,17.80500,,17.80500,25.77500,21.80300,171.64800,174.51600,0.10500,0.10000,4.82850,75.64060,27.22790,27.22790,27.58130,22.23510,0.12090,0.78040,1.78900,50.30830,2.94100,3.50540,2.68910,2.94100,3.52300,0.1984,0.1851
2012-06-30,84.32600,20.54900,63.77700,10.30000,30.12700,,40.42700,23.35000,1.67200,25.02200,5.25500,19.76700,19.76700,,19.76700,27.76900,23.35000,171.40400,174.40400,0.11500,0.11250,7.38470,75.63150,27.69020,27.69020,29.67290,23.44120,0.13040,0.81830,1.74280,51.64070,3.34130,4.00990,3.05640,3.34130,3.44940,0.1566,0.1404
2012-03-31,77.70900,19.05800,58.65100,10.36100,30.54900,,40.91000,17.74100,0.33700,18.07800,3.79600,14.28200,14.28200,,14.28200,22.17000,17.74100,170.28000,174.36000,0.08500,0.08250,6.84430,75.47520,22.83000,22.83000,23.26370,18.37880,0.12180,0.68540,1.70430,52.80660,2.42560,2.92220,2.23860,2.42560,3.43640,0.07370,0.05950
2011-12-31,84.04200,21.20400,62.83800,10.35000,30.93200,,41.28200,21.55600,0.13200,21.68800,2.58900,19.09900,19.09900,,19.09900,25.75700,21.55600,167.43600,171.04800,0.11000,0.11250,5.27390,74.76970,25.64910,25.64910,25.80610,22.72550,0.13740,0.75460,1.74340,51.62350,3.45380,4.22510,3.12140,3.45380,3.27420,0.1418,0.1283
2011-09-30,80.08500,18.95300,61.13200,10.60800,28.13500,,38.74300,22.38900,0.53000,22.91900,4.88200,18.03700,18.03700,,18.03700,26.53200,22.38900,168.51200,171.90400,0.10750,0.10500,5.19040,76.33390,27.95650,27.95650,28.61840,22.52230,0.13380,0.66280,1.74760,51.50070,3.33180,4.10760,3.01370,3.33180,3.21660,0.0819,0.0709
2011-06-30,83.39300,19.37900,64.01400,10.50600,29.46600,,39.97200,24.04200,0.75900,24.80100,5.70400,19.09700,19.09700,,19.09700,28.00000,24.04200,167.36800,171.24000,0.11500,0.11250,6.03940,76.76180,28.82980,28.82980,29.73990,22.90000,0.13840,0.71760,1.96310,45.84560,3.53460,4.37420,3.16880,3.53460,3.21100,0.1578,0.1459
2011-03-31,74.39400,18.38300,56.01100,9.48200,29.16100,,38.64300,17.36800,0.34100,17.70900,4.07300,13.63600,13.63600,,13.63600,21.20500,17.36800,165.34400,169.14400,0.08250,0.08000,5.65450,75.28970,23.34600,23.34600,23.80430,18.32940,0.13180,0.67430,1.76610,50.96060,2.69790,3.40200,2.41490,2.69790,3.04380,0.12290,0.11360
2010-12-31,84.92000,24.01700,60.90300,8.94000,29.01800,,37.95800,22.94500,0.04300,22.98800,3.22400,19.76400,19.76400,,19.76400,26.74800,22.94500,159.69600,161.18800,0.12000,0.11750,5.12580,71.71810,27.01960,27.01960,27.07020,23.27370,0.15930,1.05720,1.85010,48.64680,4.17570,5.37100,3.70730,4.17570,2.88150,0.1808,0.1652
2010-09-30,74.99300,18.91300,56.08000,7.96100,25.85700,,33.80500,22.27500,0.35700,22.63200,4.48700,18.14500,18.14500,,18.14500,25.64100,22.27500,158.91600,159.66800,0.11500,0.11250,4.33600,74.78030,29.70280,29.70280,30.17880,24.19560,0.15010,0.79240,1.58880,56.64770,4.16720,5.52140,3.63090,4.16720,2.71900,0.1591,0.1524
2010-06-30,71.81100,18.71700,53.09400,8.07600,25.73800,,33.85300,19.24100,0.14400,19.38500,4.45800,14.92700,14.92700,,14.92700,22.27600,19.24100,158.73200,159.17200,0.09500,0.09500,4.17320,73.93580,26.79390,26.79390,26.99450,20.78650,0.15800,0.93120,1.74310,51.63180,3.78010,5.19300,3.28450,3.78010,2.48750,0.0725,0.0653
2010-03-31,58.96700,15.94100,43.02600,8.10300,23.62200,,31.77400,11.25200,-0.15400,11.09800,2.55300,8.54500,8.54500,,8.54500,14.05200,11.25200,158.66800,158.73200,0.05500,0.05500,5.87060,72.96620,19.08190,19.08190,18.82070,14.49120,0.13310,0.89170,1.74860,51.46910,2.16790,2.99980,1.92810,2.16790,2.48380,0.06120,0.05440
2009-12-31,51.29400,15.90900,35.38500,7.83700,26.52400,,34.62900,0.75600,-0.28700,0.46900,0.01000,0.45900,0.45900,,0.45900,3.57900,0.75600,158.63600,158.63600,0.00500,0.00500,6.44660,68.98470,1.47390,1.47390,0.91430,0.89480,0.11660,0.94520,1.65660,54.32920,0.11640,0.16190,0.10430,0.11640,2.48610,0.0747,0.0688
2009-09-30,41.17800,12.03800,29.14000,6.75600,21.28100,,28.26000,0.88000,0.26200,1.14200,-3.35900,4.50100,4.50100,,4.50100,3.52700,0.88000,158.64800,158.66400,0.02750,0.02750,7.87990,70.76590,2.13710,2.13710,2.77330,10.93060,0.09210,0.57530,1.63110,55.17850,1.10230,1.52070,1.00720,1.10230,2.57370,0.0238,0.0132
2009-06-30,40.96800,14.97600,25.99200,7.70400,22.40400,,33.84600,-7.85400,0.02500,-7.82900,-1.41000,-6.41900,-6.41900,,-6.41900,-5.16300,-7.85400,158.62400,158.62400,-0.04000,-0.04000,7.05500,63.44460,-19.17110,-19.17110,-19.11000,-15.66830,0.09220,0.66920,1.72870,52.06280,-1.61100,-2.21420,-1.44460,-1.61100,2.51150,-0.0244,-0.0313
2009-03-31,42.28700,13.46400,28.82300,8.83500,26.14100,,35.27300,-6.45000,2.29200,-4.15800,-0.74800,-3.41000,-3.41000,,-3.41000,-3.51900,-6.45000,158.62000,158.62000,-0.02250,-0.02250,6.31470,68.16040,-15.25290,-15.25290,-9.83280,-8.06390,0.09490,0.55190,1.93140,46.59940,-0.86040,-1.18780,-0.76510,-0.86040,2.49850,0.00330,-0.00770
