Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2023-09-30,,,34.36400,10.38400,-44.74800,8.61900,-36.12900,0.08300,-36.21200,-36.21200,-36.21200,-48.23900,-44.74800,49.54900,49.54900,-0.73000,-0.73000,38.24730,,,,,,,,,-5.00740,-5.00740,-4.86980,-5.00740,14.53810,-0.4041,-0.4074
2023-06-30,,,35.71900,9.58300,-45.30200,6.42700,-38.87500,0.13800,-39.01300,-39.01300,-39.01300,-47.04100,-45.30200,42.37340,42.37340,-0.92000,-0.92000,41.69920,,,,,,,,,-5.34890,-5.34890,-5.21060,-5.34890,15.23210,-0.5018,-0.5079
2023-03-31,0.52100,0.52100,30.44900,9.27700,-39.20500,3.10200,-36.10300,0.03200,-36.13500,-36.13500,-36.13500,-39.84800,-39.20500,40.11240,40.11240,-0.90000,-0.90000,32.32290,100.00000,-7524.95100,-7524.95100,-6929.55900,-6935.70000,0.00120,1.02960,87.40880,-8.47220,-8.47220,-8.17630,-8.47220,10.75930,-0.78410,-0.79790
2022-12-31,6.13500,6.13500,24.70200,8.01400,-26.58100,2.24000,-24.34100,0.03600,-24.37700,-24.37700,-24.37700,-26.67500,-26.58100,38.11250,38.11250,-0.62000,-0.60000,21.14810,100.00000,-433.26810,-433.26820,-396.75640,-397.34320,0.01660,13.48350,6.67480,-6.98240,-6.98240,-6.61360,-6.98240,9.04810,-0.6786,-0.6804
2022-09-30,2.05500,2.05500,25.24500,8.30300,-31.49300,1.50100,-29.99200,0.02900,-30.02100,-30.02100,-30.02100,-31.23800,-31.49300,38.49090,38.49090,-0.78000,-0.78000,20.57520,100.00000,-1532.50600,-1532.50600,-1459.46500,-1460.87600,0.00530,3.10420,28.99270,-8.22360,-8.22360,-7.71390,-8.22360,9.47410,-0.6823,-0.6888
2022-06-30,60.23600,60.23600,25.65200,8.23400,26.35000,0.49300,26.84300,0.00200,26.84100,26.84100,26.84100,27.12400,26.35000,38.24460,39.55470,0.70000,0.68000,20.65730,100.00000,43.74460,43.74460,44.56310,44.55970,0.14550,58.14290,1.54790,6.91800,6.91800,6.48530,6.91800,10.09110,-0.5305,-0.5305
2022-03-31,2.38200,2.38200,26.46300,7.59100,-31.67200,0.18800,-31.48400,,-31.48400,-31.48400,-31.48400,-30.80200,-31.67200,37.13340,37.13340,-0.85000,-0.85000,8.89420,100.00000,-1329.63900,-1329.63900,-1321.74600,-1321.74600,0.00600,1.16820,77.04030,-10.04700,-10.04700,-7.92900,-10.04700,8.41250,-0.75800,-0.75930
2021-12-31,9.55700,9.55700,23.65800,7.44300,-21.54400,0.14200,-21.40200,,-21.40200,-21.40200,-21.40200,-20.58400,-21.54400,35.79800,35.79800,-0.58000,-0.58000,10.93280,100.00000,-225.42640,-225.42640,-223.94050,-223.94050,0.02240,4.14260,21.72540,-6.35640,-6.35640,-5.02050,-6.35640,9.07900,-0.611,-0.6241
2021-09-30,3.12400,3.12400,20.96600,7.27600,-25.11800,0.07700,-25.04100,,-25.04100,-25.04100,-25.04100,-24.54600,-25.11800,36.54720,36.54720,-0.69000,-0.69000,10.42530,100.00000,-804.03330,-804.03330,-801.56850,-801.56850,0.00710,1.19330,75.42250,-7.15120,-7.15120,-5.70980,-7.15120,9.49160,-0.6618,-0.6716
2021-06-30,3.84800,3.84800,24.55200,7.13900,-27.84300,0.02800,-27.81500,,-27.81500,-27.81500,-27.81500,-27.46900,-27.84300,36.17910,36.17910,-0.77000,-0.77000,12.51280,100.00000,-723.57070,-723.57070,-722.84300,-722.84300,0.00880,2.92850,30.73290,-7.99490,-7.99490,-6.32900,-7.99490,9.59010,-0.4505,-0.4546
2021-03-31,3.26500,3.26500,18.61300,5.95300,-21.30100,0.01700,-21.28400,,-21.28400,-21.28400,-21.28400,-20.96200,-21.30100,33.53240,33.53240,-0.63000,-0.63000,13.40920,100.00000,-652.40440,-652.40440,-651.88360,-651.88360,0.00710,1.18340,76.05210,-5.76970,-5.76970,-4.63130,-5.76970,10.20980,-0.60810,-0.60960
2020-12-31,5.90100,5.90100,18.75400,5.12600,-17.97900,0.08700,-17.89200,-0.14300,-17.74900,-17.74900,-17.74900,-17.68400,-17.97900,30.59490,30.59490,-0.58000,-0.57000,6.07120,100.00000,-304.67720,-304.67720,-303.20280,-300.77960,0.02430,0.80680,111.55060,-12.22410,-12.22410,-7.32270,-12.22410,4.53210,-0.5277,-0.5309
2020-09-30,25.75700,25.75700,15.99800,4.75100,5.00800,0.23100,5.23900,-0.11500,5.35400,5.35400,5.35400,5.41200,5.00800,30.53400,32.36600,0.18000,0.17000,6.13870,100.00000,19.44330,19.44330,20.34010,20.78660,0.11620,15.75350,5.71300,4.10890,4.10890,2.41630,4.10890,4.22690,0.1873,0.1854
2020-06-30,7.69300,7.69300,19.91800,4.19500,-16.42000,0.40700,-16.01300,-0.15500,-15.85800,-15.85800,-15.85800,-15.96500,-16.42000,30.36100,30.36100,-0.52000,-0.52000,4.60670,100.00000,-213.44080,-213.44080,-208.15030,-206.13540,0.03630,2.17870,41.30900,-13.79950,-13.79950,-7.48020,-13.79950,3.77740,-0.5353,-0.5382
2020-03-31,5.59400,5.59400,18.96000,4.42300,-17.78900,0.88600,-16.90300,-0.15700,-16.74600,-16.74600,-16.74600,-17.36700,-17.78900,30.18860,30.18860,-0.55000,-0.55000,6.12230,100.00000,-318.00140,-318.00140,-302.16300,-299.35640,0.02440,1.51800,59.28670,-13.06900,-13.06900,-7.30760,-13.06900,4.23110,-0.62750,-0.63730
