,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-12,2024-09-30,$-0.01,$2.78
1,2024-08-06,2024-06-30,$-0.05,$1.22
2,2024-05-10,2024-03-31,--,$1.39
3,2024-03-11,2023-12-31,--,$-0.25
4,2023-11-08,2023-09-30,$5.05,$5.68
5,2023-08-10,2023-06-30,--,$-0.48
6,2023-05-11,2023-03-31,--,$-1.19
7,2023-03-10,2022-12-31,--,$0.11
8,2022-11-09,2022-09-30,--,$-1.03
9,2022-08-08,2022-06-30,--,$-1.27
10,2022-05-13,2022-03-31,--,$-0.60
11,2022-03-10,2021-12-31,$-3.30,$-1.82
12,2021-11-10,2021-09-30,--,$-0.15
13,2021-08-09,2021-06-30,--,$-2.67
14,2021-05-11,2021-03-31,--,$-0.17
15,2021-03-11,2020-12-31,--,$0.50
16,2020-11-10,2020-09-30,--,$-0.01
17,2020-08-10,2020-06-30,--,$-0.85
18,2020-05-12,2020-03-31,--,$0.27
19,2020-03-09,2019-12-31,--,$-0.11
20,2019-11-13,2019-09-30,--,$0.12
21,2019-08-14,2019-06-30,--,$5.53
22,2019-05-14,2019-03-31,--,$0.08
23,2019-03-22,2018-12-31,--,$1.34
24,2018-11-13,2018-09-30,--,$0.64
25,2018-08-10,2018-06-30,--,$-0.18
26,2018-05-11,2018-03-31,--,$1.60
27,2017-11-16,2017-09-30,--,$0.40
28,2017-08-11,2017-06-30,$0.64,$-0.08
29,2017-05-18,2017-03-31,--,$0.60
30,2016-11-16,2016-09-30,--,$-0.98
31,2016-08-09,2016-06-30,$0.55,$-1.66
32,2016-05-13,2016-03-31,--,$-0.19
33,2016-03-11,2015-12-31,--,$0.29
34,2015-11-16,2015-09-30,--,$1.15
35,2015-08-14,2015-06-30,--,$0.64
36,2015-05-13,2015-03-31,--,$1.20
37,2015-03-15,2014-12-31,--,$-1.68
