Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2018-06-30,1254.14500,938.59300,315.55200,165.21300,222.64900,92.90310,8.22900,101.13200,0.99600,100.13600,103.51400,92.85800,163.45010,92.90310,83.53900,83.98400,1.11000,1.11000,0.22940,0.29760,7.40770,7.40770,8.06380,7.40410,0.05010,2.31160,2.11230,0.41380,1.51860,62.86810,0.5442,0.3889
2018-03-31,1260.17700,890.60500,369.57200,169.83700,229.72900,139.84300,-67.67700,72.16600,-1.03600,73.20200,73.20200,62.54600,218.13500,139.84300,83.32200,83.72100,0.75000,0.75000,0.22420,0.28900,11.09710,11.09710,5.72670,4.96330,0.05020,1.63060,1.49130,0.29180,1.07880,63.03310,-1.04970,-1.04970
2017-12-31,1358.62000,1074.84500,283.77540,145.72300,198.36900,85.40590,-81.82600,3.57900,31.00500,-27.42610,-27.42600,-38.08300,158.36190,85.40560,84.10800,84.10800,-0.40000,-0.40000,0.21660,0.27650,6.28620,6.28620,0.26340,-2.80310,0.05490,-0.60060,-0.55060,-0.11080,-0.40220,64.22800,-0.6642,-0.8615
2017-09-30,1123.73500,1430.09100,-306.35600,124.62900,124.62900,-430.98500,-51.31500,-482.30000,-25.87700,-456.42300,-457.08400,-467.74000,-412.55600,-430.98500,83.30500,83.30500,-5.61000,-5.61000,0.16980,0.20460,-38.35290,-38.35290,-42.91940,-41.62370,0.05150,-9.76740,-8.51580,-2.09500,-6.95650,65.59520,1.9845,1.8187
2017-06-30,1100.70600,809.69300,291.01310,147.81600,147.81600,143.19710,-48.86900,94.32800,-3.33300,97.66100,95.68600,85.03000,157.61010,143.19710,84.14100,84.51100,1.01000,1.01000,0.15600,0.18490,13.00960,13.00960,8.56980,7.72500,0.05120,1.86970,1.64790,0.44510,1.37050,70.82310,2.1796,2.0862
2017-03-31,1008.53400,796.73400,211.80000,161.26000,161.26000,50.54000,-34.25600,16.28400,-9.33700,25.62100,19.85500,5.01400,69.50500,50.54000,86.02200,86.79300,0.06000,0.06000,0.14740,0.17290,5.01120,5.01120,1.61460,0.49720,0.04750,0.38900,0.32310,0.09340,0.27170,73.15210,-0.41780,-0.46880
2016-12-31,999.53890,727.91890,271.62000,163.16400,163.16420,108.45580,38.74000,147.19600,-1.37300,148.56900,148.90900,130.91000,129.91980,108.45590,90.77200,91.54700,1.45000,1.42000,0.14400,0.16830,10.85060,10.85060,14.72640,13.09700,0.04800,2.89350,2.40670,0.71540,2.03210,72.56240,1.5064,1.4207
2016-09-30,1062.48700,722.13800,340.34910,142.90600,142.90600,197.44310,0.95600,198.39900,9.35200,189.04700,186.61300,176.64400,220.03200,197.44310,89.62100,90.35100,1.97000,1.96000,0.15840,0.18820,18.58310,18.58310,18.67310,16.62550,0.05010,3.45540,3.14160,0.87930,2.60650,68.13350,2.2608,2.1937
2016-06-30,1058.83800,821.41900,237.41900,146.74600,146.74600,90.67300,43.68800,134.36100,4.90100,129.46000,129.46000,119.49100,112.72000,90.67300,91.92600,92.55800,1.30000,1.29000,0.16000,0.19050,8.56340,8.56340,12.68950,11.28510,0.04980,2.42470,2.20240,0.60920,1.82320,65.79060,0.8258,1.1535
2016-03-31,884.79300,679.59700,205.19600,149.90100,149.90100,55.29500,-13.44900,41.84600,-6.54000,48.38600,48.38600,38.41700,79.68900,55.29500,94.03500,94.85300,0.41000,0.41000,0.15930,0.18950,6.24950,6.24950,4.72950,4.34190,0.04220,0.90860,0.82520,0.23060,0.68360,64.04810,-0.15020,-0.62170
2015-12-31,970.66800,703.89390,266.77410,140.37100,140.37110,126.40300,20.26300,146.66600,1.87300,144.79300,144.79300,134.79000,148.10300,126.40300,98.60900,99.62900,1.39000,1.37000,0.14580,0.17060,13.02230,13.02230,15.10980,13.88630,0.04860,2.76370,2.50510,0.72460,2.10820,61.07140,0.8501,0.6976
2015-09-30,1176.22700,743.13100,433.09600,144.72700,144.72700,288.36900,-30.69700,257.67200,0.03000,257.64200,257.64200,247.62000,325.61200,288.36900,98.22600,99.12400,2.52000,2.50000,0.18190,0.22230,24.51640,24.51640,21.90670,21.05210,0.05720,4.95610,4.48930,1.25330,3.61760,60.66040,5.9485,5.8825
2015-06-30,1022.13100,763.41600,258.71500,148.48200,148.48200,110.23300,-35.04700,75.18600,1.81500,73.37100,73.37100,63.34900,136.90100,110.23300,100.27400,101.16000,0.63000,0.63000,0.16840,0.20250,10.78460,10.78460,7.35580,6.19770,0.04940,1.37900,1.25470,0.35440,1.02570,59.31710,1.4206,1.347
2015-03-31,961.28300,683.87000,277.41300,163.24100,163.24100,114.17210,50.96300,165.13500,-0.69000,165.82500,165.82500,155.80300,152.12510,114.17210,99.91000,101.13900,1.56000,1.54000,0.16420,0.19640,11.87710,11.87710,17.17860,16.20780,0.04700,3.06040,2.78340,0.81050,2.29240,60.33020,-0.27770,-0.32370
2014-12-31,1036.06700,711.97100,324.09590,165.15000,165.14980,158.94610,28.30300,187.24900,16.38100,170.86800,170.86800,163.66200,195.71410,158.94600,104.36800,105.71300,1.60000,1.58000,0.16700,0.20050,15.34130,15.34130,18.07310,15.79650,0.05190,3.25330,2.95060,0.85620,2.42060,59.13890,1.0982,1.0957
2014-09-30,1117.85000,738.01400,379.83590,152.91600,152.91610,226.91990,51.94800,278.86800,-4.09800,282.96600,282.96600,279.10400,261.95990,226.91990,102.94500,104.24700,2.71000,2.68000,0.22220,0.28570,20.29970,20.29970,24.94680,24.96790,0.05330,5.38750,4.88600,1.34970,3.74280,58.31890,3.3674,3.3235
2014-06-30,1150.21100,757.69100,392.52010,151.08100,151.08100,241.43910,-29.68000,211.75900,9.50000,202.25900,202.25900,190.66400,261.67210,241.43910,105.11800,106.28900,1.81000,1.79000,0.22330,0.28750,20.99090,20.99090,18.41050,16.57640,0.05360,3.75900,3.41740,0.94310,2.61450,57.82640,2.32,2.3426
2014-03-31,1042.39500,716.24300,326.15200,152.72900,152.72900,173.42300,-20.82700,152.59600,4.12500,148.47100,148.47100,137.22700,220.23100,173.42300,109.05300,110.39100,1.26000,1.24000,0.21950,0.28120,16.63700,16.63700,14.63900,13.16460,0.04960,2.82780,2.56520,0.70710,1.97140,55.06840,1.37030,1.19680
2013-12-31,1078.00200,726.65910,351.34310,144.18200,144.18200,207.16110,-30.11000,177.05100,-4.49700,181.54800,181.54800,171.52590,248.02910,207.16130,113.63600,115.32800,1.57000,1.55000,0.14780,0.17340,19.21710,19.21720,16.42400,15.91150,0.05490,3.46460,3.14180,0.92460,2.63660,53.59600,1.6724,1.6152
2013-09-30,1044.68800,675.20400,369.48400,140.69900,140.69900,228.78500,-72.12000,156.66500,6.03000,150.63500,150.63500,137.12100,266.59000,228.78500,111.67600,113.35500,1.23000,1.21000,0.16810,0.20210,21.89980,21.89980,14.99630,13.12560,0.05240,2.91930,2.64450,0.75570,2.16510,51.83860,3.923,3.8607
2013-06-30,1045.65500,812.61800,233.03700,149.03400,149.03400,84.00310,-4.94000,79.06300,-4.66200,83.72500,83.72500,72.44700,123.38400,84.00310,115.16300,116.67100,0.63000,0.62000,0.18100,0.22110,8.03350,8.03350,7.56110,6.92840,0.05270,1.69690,1.53050,0.42190,1.23280,49.84360,2.0573,2.0301
2013-03-31,1028.02000,583.90500,444.11500,141.47500,141.47500,302.64000,19.04800,321.68800,10.13100,311.55700,311.55700,302.81600,347.52500,302.64000,117.02200,118.65800,2.59000,2.55000,0.16510,0.19780,29.43910,29.43910,31.29200,29.45620,0.05220,5.78390,5.37870,1.58060,4.41640,50.63740,1.85900,1.79500
2012-12-31,975.46090,819.11210,156.34880,141.38700,141.38690,14.96190,-36.79900,-21.83700,-12.02700,-9.81000,-9.81000,-18.55200,52.60090,14.96180,122.14800,123.65400,-0.12000,-0.13000,0.15500,0.18340,1.53380,1.53380,-2.23860,-1.90190,0.05170,-0.18590,-0.17260,-0.05200,-0.14340,49.01430,1.84,1.7686
2012-09-30,1017.84100,601.44800,416.39300,134.61100,134.61100,281.78200,-39.48500,242.29700,10.14900,232.14800,232.14800,223.40700,324.46910,281.78200,121.12700,122.95200,1.84000,1.82000,0.15810,0.18790,27.68430,27.68430,23.80500,21.94910,0.05390,4.33640,4.03170,1.22840,3.33720,49.68960,3.5135,3.4057
2012-06-30,955.75600,624.03400,331.72200,161.33100,161.33100,170.39100,20.99200,191.38300,2.31700,189.06600,189.06600,168.15200,206.42500,170.39100,123.82300,124.98300,1.36000,1.35000,0.16280,0.19440,17.82790,17.82790,20.02430,17.59360,0.05110,3.63940,3.37640,1.00990,2.77810,46.40960,2.3232,2.2601
2012-03-31,977.50700,679.08700,298.42000,123.65200,123.65200,174.76800,-36.08300,138.68500,2.84800,135.83700,135.83700,121.99700,207.52600,174.76800,125.78200,126.66800,0.97000,0.96000,0.15830,0.18810,17.87900,17.87900,14.18760,12.48040,0.05140,2.63800,2.34210,0.71400,1.93810,47.05600,1.38580,1.34250
2011-12-31,945.72700,740.82490,204.90210,109.98900,109.98910,94.91300,1.71100,96.62400,7.34200,89.28200,89.28200,80.06400,127.91400,94.91320,122.49900,128.12200,0.98000,1.01000,0.17400,0.21060,10.03600,10.03600,10.21690,8.46590,0.05310,1.80580,1.67050,0.50140,1.35470,43.34870,1.5421,1.3605
2011-09-30,948.10100,653.67500,294.42600,114.53700,114.53700,179.88900,45.15300,225.04200,3.76500,221.27700,221.27700,212.05800,209.91100,179.88900,125.97100,128.00200,1.68000,1.66000,0.17320,0.20950,18.97360,18.97360,23.73610,22.36660,0.05280,4.55570,4.20770,1.23320,3.41500,42.46920,3.1341,3.0812
2011-06-30,977.63500,712.86400,264.77100,118.10500,118.10500,146.66600,-33.96200,112.70400,2.41700,110.28700,110.28700,101.06800,170.33500,146.66600,124.13200,128.36900,0.81000,0.79000,0.17730,0.21550,15.00210,15.00210,11.52820,10.33800,0.05370,2.28200,2.10890,0.60610,1.70140,42.38850,2.1631,2.1246
2011-03-31,929.76300,1155.15700,-225.39400,116.52000,116.52000,-341.91400,-30.91800,-372.83200,1.70900,-374.54100,-374.54100,-383.76000,-318.34500,-341.91400,113.35100,113.35100,-3.39000,-3.39000,0.18260,0.22340,-36.77430,-36.77430,-40.09970,-41.27500,0.05260,-7.98670,-7.36310,-2.11920,-5.89950,45.56180,2.44980,2.39350
2010-12-31,943.32480,507.44510,435.87970,140.61900,140.61890,295.26070,-10.57100,284.69000,11.12900,273.56100,273.56100,264.34200,320.40170,295.26090,121.72800,136.19900,2.20000,1.94000,0.15280,0.18030,31.30000,31.30000,30.17940,28.02240,0.05740,5.33780,4.95430,1.66340,4.12030,50.04730,2.2709,2.2289
2010-09-30,948.08800,545.94200,402.14600,103.43500,103.43500,298.71100,-40.76100,257.95000,9.89000,248.06000,248.06000,238.84200,318.38900,298.71100,120.09100,134.40600,1.99000,1.78000,0.15650,0.18560,31.50670,31.50670,27.20740,25.19200,0.05630,4.63760,4.30720,1.47250,3.57730,48.75820,2.4826,2.4303
2010-06-30,842.44700,527.54600,314.90100,106.06200,106.06200,208.83900,11.53200,220.37100,6.30000,214.07100,214.07100,204.85200,228.21400,208.83900,121.76600,135.66500,1.68000,1.51000,0.17700,0.21500,24.78960,24.78960,26.15840,24.31630,0.05090,4.28540,3.96070,1.29280,3.20610,45.69750,1.6079,1.5835
2010-03-31,817.61300,584.91100,232.70200,99.76900,99.76900,132.93300,-0.54100,132.39200,11.36100,121.03100,121.03100,111.81200,143.96500,132.93300,128.20200,142.17600,0.87000,0.79000,0.16790,0.20180,16.25870,16.25870,16.19250,13.67540,0.05010,2.48220,2.29020,0.74120,1.87330,43.30090,2.35950,2.34710
2009-12-31,867.55710,448.29900,419.25810,104.64200,104.64190,314.61610,-6.14400,308.47200,17.19000,291.28200,291.28200,282.06290,326.01610,314.61610,137.27900,150.37100,2.07000,1.93000,0.10310,0.11500,36.26460,36.26460,35.55640,32.51230,0.05670,5.82540,5.38540,1.90300,4.74980,41.62440,-0.8289,-0.792
2009-09-30,451.71000,424.53200,27.17800,92.00900,92.00900,-64.83100,-14.76100,-79.59200,7.08200,-86.67400,-86.67400,-95.89200,-54.16600,-64.83100,137.90400,137.90400,-0.70000,-0.70000,0.12860,0.14760,-14.35240,-14.35240,-17.62020,-21.22870,0.02840,-1.76950,-1.63380,-0.54450,-1.39920,39.16350,3.4682,3.4181
2009-06-30,781.05100,481.56100,299.49000,86.94900,86.94900,212.54100,-32.15500,180.38600,12.00600,168.38000,168.38000,159.16100,217.20300,212.54100,137.84900,149.86100,1.15000,1.06000,0.14090,0.16400,27.21220,27.21220,23.09530,20.37780,0.05080,3.81890,3.49770,1.09490,2.94660,35.64820,1.3753,1.3626
2009-03-31,714.65900,489.97500,224.68400,86.55700,86.55700,138.12700,-7.53200,130.59500,5.69700,124.89800,124.89800,115.67900,145.46800,138.12700,137.31600,149.02300,0.84000,0.78000,0.16190,0.19320,19.32770,19.32770,18.27380,16.18660,0.04840,3.12810,2.84020,0.84520,2.32980,32.64620,1.63710,1.38520
