Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,0.36420,0.28790,,,-0.65210,0.01130,-0.64080,,-0.64080,-0.64080,-0.64080,-0.63950,-0.65210,4.52900,4.52900,-0.14000,-0.14000,1.80240,,,,,,,,,,,-89.12090,-89.12080,-42.48320,-89.12080,0.14960,-0.0273,-0.0273
2024-06-30,,,,1.21400,0.45330,,,-1.66730,0.06080,-1.60650,,-1.60650,-1.60650,-1.60650,-1.65480,-1.66730,4.44300,4.44300,-0.36000,-0.36000,2.02930,,,,,,,,,,,-202.71160,-202.71110,-109.50500,-202.71110,0.17740,-0.3486,-0.3486
2024-03-31,,,,1.46070,0.27760,,,-1.73840,0.01410,-1.72430,,-1.72430,-1.72430,-1.72430,-1.72580,-1.73840,4.43500,4.43500,-0.39000,-0.39000,5.53200,,,,,,,,,,,-80.85940,-80.85930,-66.87050,-80.85930,0.48080,-0.37410,-0.37410
2023-12-31,,,,1.01140,0.20080,,,-1.21220,-0.46400,-1.67620,,-1.67620,-1.67620,-1.67620,-1.17540,-1.21220,4.34460,4.34460,-0.38000,-0.38000,6.40980,,,,,,,,,,,-45.69610,-45.69600,-38.77030,-45.69600,0.82710,-0.2616,-0.2832
2023-09-30,,,,1.12400,0.30770,,,-1.43170,0.03510,-1.39660,,-1.39660,-1.39660,-1.39660,-1.40480,-1.43170,4.33100,4.33100,-0.32000,-0.32000,4.20020,,0.10110,,,,,,,,,-33.63310,-33.63310,-25.70800,-33.63310,0.95880,-0.1514,-0.1643
2023-06-30,,,,0.83640,0.30740,,,-1.14370,-0.06580,-1.20960,,-1.20960,-1.20960,-1.20960,-1.11850,-1.14370,4.33100,4.33100,-0.28000,-0.28000,4.59520,,0.07280,,,,,,,,,-22.34300,-22.34300,-17.48190,-22.34300,1.25000,-0.3534,-0.3534
2023-03-31,,,,0.34800,0.39130,,,-0.73930,0.02120,-0.71810,,-0.71810,-0.71810,-0.71810,-0.71430,-0.73930,4.31800,4.31800,-0.17000,-0.17000,6.12200,,0.05750,,,,,,,,,-11.19520,-11.19520,-9.36690,-11.19520,1.48100,-0.08610,-0.08610
2022-12-31,,,,0.25750,0.39830,,,-0.65580,0.05440,-0.60140,,-0.60140,-0.60140,-0.60140,-0.63030,-0.65580,4.31790,4.31790,-0.14000,-0.14000,7.17560,,0.04980,,,,,,,,,-8.69340,-8.69340,-7.48220,-8.69340,1.60090,-0.0422,-0.0426
2022-09-30,,,,0.50140,0.42270,,,-0.92410,-0.00120,-0.92530,,-0.92530,-0.92530,-0.92530,-0.89860,-0.92410,4.32100,4.32100,-0.21000,-0.21000,14.91350,0.04140,0.04320,,,,,,,,,-12.53450,-12.53450,-11.21000,-12.01570,1.70830,-0.1238,-0.1238
2022-06-30,,,,0.16050,0.47620,,,-0.63670,-0.03000,-0.66670,,-0.66670,-0.66670,-0.66670,-0.60340,-0.63670,4.32000,4.32000,-0.15000,-0.15000,19.46600,0.03430,0.03550,,,,,,,,,-8.07350,-8.07350,-7.39600,-7.79660,1.91100,-0.1959,-0.1959
2022-03-31,,,,0.66980,0.67140,,,-1.34130,-0.02080,-1.36210,,-1.36210,-1.36210,-1.36210,-1.31460,-1.34130,4.30800,4.30800,-0.32000,-0.32000,12.50350,0.03270,0.03380,,,,,,,,,-15.62130,-15.62130,-13.90150,-15.11000,2.02160,-0.09990,-0.09990
2021-12-31,,,,0.14660,0.71470,,,-0.86120,-0.02920,-0.89040,,-0.89040,-0.89040,-0.89040,-0.81240,-0.86120,3.68500,3.68500,-0.16000,-0.16000,13.83290,0.03100,0.03200,,,,,,,,,-8.95590,-8.95590,-8.05060,-8.67790,2.31100,-0.18,-0.18
2021-09-30,,,,0.25730,0.50690,,,-0.76420,-0.11410,-0.87830,,-0.87830,-0.87830,-0.87830,-0.66350,-0.76420,4.13050,4.13050,-0.20000,-0.20000,16.09170,0.05140,0.05420,,,,,,,,,-8.46910,-8.46910,-7.53450,-8.03370,2.44650,-0.2156,-0.2156
2021-06-30,,,,0.14060,1.16820,,,-1.30880,-0.23900,-1.54780,,-1.54780,-1.54780,-1.54780,-1.08520,-1.30880,3.62180,3.62180,-0.44000,-0.44000,20.01730,0.05770,0.06130,,,,,,,,,-14.33390,-14.33390,-12.83190,-13.50660,2.65570,-0.1328,-0.1328
2021-03-31,,,,0.59240,0.61380,,,-1.20620,-0.00030,-1.20650,,-1.20650,-1.20650,-1.20650,-1.15220,-1.20620,2.63000,2.63000,-0.44000,-0.44000,0.30130,-3.35900,-0.77060,,,,,,,,,60.85210,60.85210,-615.09110,265.25570,-0.74740,-0.23110,-0.23110
2020-12-31,,,,0.04210,0.40790,,,-0.44990,0.01320,-0.43670,,-0.43670,-0.43670,-0.43670,-0.39910,-0.44990,2.58480,2.58480,-0.16000,-0.16000,1.34200,6.13140,-1.19490,,,,,,,,,37.98120,37.98120,-49.66570,-194.89600,-0.44390,-0.1217,-0.1217
