,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-14,2024-09-30,$-0.13,$-0.17
1,2024-08-14,2024-06-30,$-0.22,$-0.16
2,2024-05-14,2024-03-31,--,$0.17
3,2024-04-02,2023-12-31,--,$-0.19
4,2023-11-13,2023-09-30,--,$-0.11
5,2023-08-14,2023-06-30,--,$-0.12
6,2023-05-15,2023-03-31,--,$-0.32
7,2023-03-31,2022-12-31,$0.00,$0.02
8,2022-11-14,2022-09-30,$-0.14,$-0.06
9,2022-08-15,2022-06-30,$0.18,$0.13
10,2022-05-16,2022-03-31,$0.16,$0.00
11,2022-03-28,2021-12-31,--,$0.01
12,2021-10-21,2021-09-30,--,$0.01
13,2021-08-04,2021-06-30,--,$0.00
14,2021-05-19,2021-03-31,--,$0.00
