Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,2.06300,1.18800,-3.25100,-1.83600,-5.08700,-5.08700,-5.08700,-5.08700,-3.24100,-3.25100,5.59500,5.59500,-0.91000,-0.91000,0.13920,-0.05150,-0.54330,,,,,,,,,126.47920,126.47940,-615.85960,132.99350,-0.69680,-0.7215,-0.7271
2024-06-30,,,3.58900,0.90200,-4.49100,-0.00200,-4.48900,-4.48900,-4.48900,-4.48900,-4.48300,-4.49100,5.47600,5.47600,-0.82000,-0.82000,0.12080,-0.06170,-0.06170,,,,,,,,,136.48520,136.48520,-738.32230,144.89990,-0.60040,-0.2962,-0.2973
2024-03-31,,,2.14800,0.80300,-2.95100,0.02400,-2.92700,-2.92700,-2.92700,-2.92700,-2.94700,-2.95100,4.99200,4.99200,-0.60000,-0.60000,1.30700,0.34150,0.51860,,,,,,,,,-778.45540,-778.45760,-138.98390,-512.60950,0.07030,-0.58930,-0.60120
2023-12-31,,,1.74200,0.67500,-2.41700,0.01100,-2.41200,-2.41200,-2.41200,-2.41200,-2.42500,-2.41700,4.15200,4.15200,-0.74000,-0.74000,3.21960,0.05780,0.06130,,,,,,,,,-75.44570,-75.44570,-49.17430,-71.08750,0.76520,-0.6768,-0.6768
2023-09-30,,,1.69300,0.53100,-2.22400,0.00100,-2.22300,-2.22300,-2.22300,-2.22300,-2.21000,-2.22400,4.59400,4.59400,-0.49000,-0.49000,4.93050,0.03210,0.03310,,,,,,,,,-40.00360,-40.00360,-30.89650,-38.72150,1.32990,-0.377,-0.377
2023-06-30,,,0.62700,0.55200,-1.17900,-0.00300,-1.17600,-1.17600,-1.17600,-1.17600,-1.17600,-1.17900,4.31200,4.31200,-0.27000,-0.27000,8.51900,0.02380,0.02440,,,,,,,,,-15.17810,-15.18790,-13.09290,-14.82600,1.85310,-0.1023,-0.1023
2023-03-31,,,0.64200,0.64200,-1.28400,-0.00200,-1.28600,-1.28600,-1.28600,-1.28600,-1.28000,-1.28400,3.10080,3.10080,-0.40000,-0.40000,1.15190,0.94610,17.54550,,,,,,,,,-11689.68000,-11690.87000,-102.79780,-630.39220,0.00350,-0.42340,-0.42340
2022-12-31,,,0.60400,0.68300,-1.28700,-0.00800,-1.28700,-1.28700,-1.28700,-1.28700,-1.28300,-1.28700,3.09500,3.09500,-0.45000,-0.45000,2.34850,0.13680,0.15850,,,,,,,,,-104.63420,-104.63420,-52.78920,-90.31580,0.39670,-0.3036,-0.302
2022-09-30,,,0.43400,0.49500,-0.92900,0.00100,-0.92800,-0.92800,-0.92800,-0.92800,-0.92400,-0.92900,3.09480,3.09480,-0.30000,-0.30000,3.55230,0.07500,0.08110,,,,,,,,,-39.40550,-39.40550,-26.43120,-36.44930,0.76080,-0.1965,-0.1965
2022-06-30,,,0.46900,0.65400,-1.12300,0.00400,-1.12700,-1.12700,-1.12700,-1.12700,-1.11800,-1.12300,3.09480,3.09480,-0.35000,-0.35000,4.51760,0.05680,0.06020,,,,,,,,,-35.32910,-35.32920,-26.10610,-33.32350,1.03080,-0.2956,-0.2969
2022-03-31,,,0.46000,0.63300,-1.09300,,-1.09300,-1.09300,-1.09300,-1.09300,-1.08400,-1.09300,3.09240,3.09240,-0.35000,-0.35000,5.71070,0.04640,0.04870,,,,,,,,,-25.83310,-25.83310,-20.39560,-24.63380,1.36910,-0.40910,-0.40910
2021-12-31,,,0.73300,0.77100,-1.50400,-0.00200,-1.50600,-1.50600,-1.50600,-1.50600,-1.49500,-1.50400,3.09020,3.09020,-0.45000,-0.45000,6.91390,0.03910,0.04070,,,,,,,,,-29.21440,-29.21440,-24.03830,-28.07080,1.66610,-0.315,-0.3162
2021-09-30,,,0.44700,0.32000,-0.76700,-0.03700,-0.80400,-0.80400,-0.80400,-0.80400,-0.75600,-0.76700,3.09040,3.09040,-0.25000,-0.25000,8.26170,0.03000,0.03090,,,,,,,,,-12.36730,-12.36730,-10.53320,-11.99640,2.10460,-0.2891,-0.2892
2021-06-30,,,0.32100,0.55200,-0.87300,0.02000,-0.85300,-0.85300,-0.85300,-0.85300,-0.86300,-0.87300,3.08960,3.08960,-0.30000,-0.30000,7.66080,0.02630,0.02700,,,,,,,,,-11.70740,-11.70740,-9.91050,-11.39920,2.35870,-0.3136,-0.3126
2021-03-31,,,0.30900,0.58700,-0.89600,-0.00800,-0.90400,-0.90400,-0.90400,-0.90400,-0.88400,-0.89600,3.08900,3.08900,-0.30000,-0.30000,7.43590,0.02300,0.02360,,,,,,,,,-11.09340,-11.09340,-9.38930,-10.83800,2.63890,-0.30200,-0.30200
2020-12-31,,,0.26400,0.61400,-0.87800,-0.00100,-0.87900,-0.87900,-0.87900,-0.87900,-0.86600,-0.87800,3.01580,3.01580,-0.60000,-0.60000,7.60520,0.02150,0.02190,,,,,,,,,-9.78620,-9.78620,-8.28780,-9.57620,2.90770,-0.2997,-0.3024
2020-09-30,,,0.47600,0.41100,-0.88700,0.37800,-0.50900,-0.50900,-0.50900,-0.50900,-0.87500,-0.88700,3.08520,3.08520,-0.15000,-0.15000,8.42890,0.01880,0.01920,,,,,,,,,-5.11730,-5.11730,-4.43660,-5.02100,3.22280,-0.2479,-0.2579
2020-06-30,,,0.37900,0.23200,-0.61100,0.03700,-0.57400,-0.57400,-0.57400,-0.57400,-0.60000,-0.61100,3.08500,3.08500,-0.20000,-0.20000,7.57490,0.01770,0.01810,,,,,,,,,-5.50740,-5.50740,-4.69980,-5.40970,3.37940,-0.2596,-0.2591
2020-03-31,,,0.41300,0.34300,-0.75600,0.02200,-0.73400,-0.73400,-0.73400,-0.73400,-0.74400,-0.75600,2.79590,2.79590,0.00000,0.00000,6.45990,0.01660,0.01690,,,,,,,,,-6.70480,-6.70480,-5.50510,-6.59340,3.57040,-0.35370,-0.35910
2019-12-31,0.06770,0.06770,0.40240,0.27150,-0.60620,0.00750,-0.59870,-0.59870,-0.59870,-0.59870,-0.59340,-0.60620,2.38280,2.38280,0.65020,0.65020,0.31600,-0.15640,-0.13530,100.00000,-894.77900,-894.77900,-883.77440,-883.77440,0.06180,0.96780,92.99580,42.40170,42.40180,-54.62710,49.03460,-0.56720,-0.3912,-0.3918
2019-09-30,0.00420,0.00420,0.37740,0.60730,-0.98050,-0.01630,-0.99680,-0.99680,-0.99680,-0.99680,-0.96850,-0.98050,2.49180,2.49180,-0.65020,-0.65020,0.59020,-0.27660,-0.21660,100.00000,-23484.38000,-23484.38000,-23874.90000,-23874.90000,0.00210,0.13750,654.66110,115.52520,115.52600,-50.50450,147.47690,-0.34620,-0.3591,-0.3639
2019-06-30,0.11050,0.11050,0.40110,0.60370,-0.89430,-0.00460,-0.89890,-0.89890,-0.89890,-0.89890,-0.88160,-0.89430,2.30360,2.30360,-0.65020,-0.65020,0.95350,0.92170,11.77220,100.00000,-809.19490,-809.19490,-813.31270,-813.31270,0.03620,4.84470,18.57690,-5853.51900,-5855.34300,-29.42220,-458.44620,0.00620,-0.5143,-0.5157
2019-03-31,0.02560,0.02560,0.42510,0.62550,-1.02510,0.00340,-1.02170,-1.02170,-1.02170,-1.02170,-1.01150,-1.02510,2.20880,2.20880,-0.65020,-0.65020,0.08460,-0.06930,-0.06480,100.00000,-4010.06500,-4010.06500,-3996.76500,-3996.76500,0.03050,0.76370,117.84640,38.03140,38.03130,-121.75550,40.66720,-1.19270,-0.37170,-0.37460
2018-12-31,,,1.21410,-0.20270,-1.01140,-0.32080,-1.33230,-1.33230,-1.33230,-1.33230,-1.01140,-1.01140,0.12910,0.12910,-244.47330,-244.47330,0.09750,-0.06220,-0.05850,,,,,,,,,46.36710,46.36710,-193.59080,49.25050,-1.31900,-7.9104,-7.9244
2018-09-30,,,0.53410,1.07700,-1.61110,0.03820,-1.57290,-1.57290,-1.57290,-1.57290,-1.61110,-1.61110,0.12690,0.12690,-20.15610,-20.15610,0.54480,-0.01100,-0.01080,,,,,,,,,9.83300,9.83300,-63.99400,9.94080,-117.32050,-8.9561,-8.9673
2018-06-30,0.01530,0.01530,0.69190,1.32960,-2.00630,0.04380,-1.96250,-1.96250,-1.96250,-1.96250,-1.96360,-2.00630,0.11620,0.11620,-21.45640,-21.45640,0.28960,-0.01020,-0.01010,100.00000,-13130.81000,-13130.81000,-12844.32000,-12844.32000,0.01020,0.12860,699.71930,11.55440,11.55440,-130.64290,11.67240,-140.03810,-7.8034,-7.8111
2018-03-31,0.02820,0.02820,0.59270,1.34530,-1.90980,0.06200,-1.84780,-1.84780,-1.84780,-1.84780,-1.89370,-1.90980,0.10800,0.10800,-22.10660,-22.10660,0.41320,-0.01110,-0.01100,100.00000,-6770.21200,-6770.21200,-6550.37100,-6550.37100,0.01480,0.19140,470.20520,11.34550,11.34550,-97.00360,11.47190,-141.75940,-13.21190,-13.22060
2017-12-31,0.46360,0.46360,1.37360,1.76980,-2.67980,0.02330,-2.65650,-2.65650,-2.65650,-2.65650,-2.66230,-2.67980,0.09670,0.09670,-30.55920,-30.55920,0.33290,-0.01110,-0.01100,100.00000,-578.06400,-578.06380,-573.04860,-573.04860,0.27780,3.80660,23.64290,16.02750,16.02750,-159.17670,16.20620,-157.97330,-8.9958,-8.999
2017-09-30,0.02090,0.02090,0.63550,2.03380,-2.64840,0.06360,-2.58470,-2.58470,-2.58470,-2.58470,-2.63100,-2.64840,0.09820,0.09820,-28.60860,-28.60860,0.74630,-0.01210,-0.01190,100.00000,-12671.59000,-12671.59000,-12367.18000,-12367.18000,0.00790,0.17540,512.96980,17.41300,17.41310,-97.59030,17.62300,-147.98070,-14.2033,-14.3507
2017-06-30,0.00870,0.00870,0.61680,2.04000,-2.64810,0.09090,-2.55720,-2.55720,-2.55720,-2.55720,-2.63150,-2.64810,0.09540,0.09540,-31.20940,-31.20940,1.06650,-0.01350,-0.01330,100.00000,-30284.70000,-30284.70000,-29245.21000,-29245.21000,0.00260,0.06710,1341.10700,19.13200,19.13200,-75.48730,19.39050,-136.19430,-25.4257,-25.4606
2017-03-31,0.09620,0.09620,0.58150,2.11430,-2.59960,0.06930,-2.53030,-2.53030,-2.53030,-2.53030,-2.58320,-2.59960,0.09270,0.09270,-31.20940,-31.20940,1.01950,-0.01410,-0.01390,100.00000,-2701.24800,-2701.24800,-2629.26400,-2629.26400,0.02540,1.01120,89.00400,20.62440,20.62440,-66.66420,20.91440,-128.66130,-12.36020,-12.37610
2016-12-31,0.12950,0.12950,0.72620,0.72500,-1.32170,0.18250,-1.13920,-1.13920,-1.13920,-1.13920,-1.30400,-1.32170,0.08900,0.08900,-15.60470,-15.60470,0.85920,-0.01500,-0.01480,100.00000,-1020.51000,-1020.51000,-879.63420,-879.63420,0.05260,1.40680,63.97470,10.40450,10.40450,-46.29240,10.56080,-118.12290,-10.9958,-11.0118
2016-09-30,0.01130,0.01130,0.69540,0.80220,-1.48630,0.03160,-1.45470,-1.45470,-1.45470,-1.45470,-1.47240,-1.48630,0.08930,0.08930,-19.50590,-19.50590,1.53500,-0.01700,-0.01670,100.00000,-13154.55000,-13154.55000,-12874.98000,-12874.98000,0.00560,0.15780,570.32390,14.63830,14.63830,-71.69520,14.88770,-109.27750,-15.9715,-16.2889
2016-06-30,0.38170,0.38170,0.88070,1.08450,-1.58340,-0.00560,-1.58900,-1.58900,-1.58900,-1.58900,-1.56720,-1.58340,0.08830,0.08830,-19.50590,-19.50590,2.21040,-0.01880,-0.01850,100.00000,-414.80260,-414.80260,-416.26120,-416.26120,0.13920,5.47960,16.42460,18.14380,18.14380,-57.95190,18.48570,-98.07570,-27.1349,-27.3866
2016-03-31,0.08910,0.08910,0.57950,0.77400,-1.26440,0.03760,-1.22680,-1.22680,-1.22680,-1.22680,-1.25270,-1.26440,0.08750,0.08750,-15.60470,-15.60470,0.49490,-0.02040,-0.02340,100.00000,-1418.32800,-1418.32800,-1376.11400,-1376.11400,0.05800,2.41530,37.26320,14.91800,14.91800,-79.80220,15.22270,-93.96870,-5.55790,-5.83160
2015-12-31,0.00000,0.00000,0.67190,0.88310,-1.55500,0.01010,-1.54490,-1.54490,-1.54490,-1.54490,-1.53980,-1.55500,0.08420,0.08420,-18.85570,-18.85570,1.13360,-0.02350,-0.02300,,,,,,0.00000,0.00000,,22.16160,22.16160,-72.43840,22.68320,-79.65650,-17.5495,-18.1387
2015-09-30,,,0.56020,0.56330,-1.12350,0.02750,-1.09600,-1.09600,-1.09600,-1.09600,-1.11210,-1.12350,0.08480,0.08480,-14.30430,-14.30430,3.15570,-0.02920,-0.02840,,,,,,,,,19.38950,19.38950,-36.30350,19.95640,-66.23110,-14.7026,-15.5939
2015-06-30,0.06730,0.06730,0.55800,0.60560,-1.09620,-0.57060,-1.66680,-1.66680,-1.66680,-1.66680,-1.08660,-1.09620,0.08370,0.08370,-21.45640,-21.45640,4.80950,-0.03810,-0.03670,100.00000,-1627.81500,-1627.81500,-2475.13600,-2475.13600,0.01620,2.53250,35.53790,36.70800,36.70800,-40.15730,38.10650,-53.55260,-14.6705,-14.7485
2015-03-31,0.07580,0.07580,0.47830,0.47820,-0.88070,-0.65380,-1.53450,-1.53450,-1.53450,-1.53450,-0.87190,-0.88070,0.08190,0.08190,-20.15610,-20.15610,6.70670,-0.03790,-0.03650,100.00000,-1161.48600,-1161.48600,-2023.78000,-2023.78000,0.01460,18.63480,4.82970,35.90040,35.90040,-29.60960,37.26080,-51.86050,-7.27290,-7.42070
2014-12-31,0.03250,0.03250,0.52200,0.51760,-1.00720,0.23210,-0.77500,-0.77500,-0.77500,-0.77500,-0.99860,-1.00720,0.08160,0.08230,-6.50200,-5.85180,6.04830,-0.03500,-0.12790,100.00000,-3102.18700,-3102.18800,-2387.15000,-2387.15000,0.00510,1.39640,64.45210,16.03850,16.03850,-12.20830,16.60000,-59.02450,-11.1985,-11.3387
2014-09-30,0.02730,0.02730,0.42170,0.43630,-0.83070,0.06110,-0.76960,-0.76960,-0.76960,-0.76960,-0.82120,-0.83070,0.08160,0.08160,-10.40310,-10.40310,8.04620,-0.15290,-0.13260,100.00000,-3041.82100,-3041.82100,-2818.01200,-2818.01200,0.00550,1.97730,45.51580,15.66160,15.66160,-15.54250,18.05650,-60.20130,-10.7027,-10.7499
